PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Darren Collison,Lou Williams,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Jayson Tatum,Marvin III,Alex Len,308.1
Kyrie Irving,Darren Collison,Jrue Holiday,Buddy Hield,Paul George,Rudy Gay,Marvin III,Thaddeus Young,Alex Len,297.9
Kyrie Irving,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Marvin III,Alex Len,326.0
Kyrie Irving,Jamal Murray,Lou Williams,Jeremy Lamb,Paul George,Gordon Hayward,Derrick Favors,Marvin III,Alex Len,290.6
Russell Westbrook,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Rudy Gay,Bojan Bogdanovic,Paul Millsap,Marvin III,Alex Len,289.2
Kyrie Irving,Jamal Murray,Kent Bazemore,Bogdan Bogdanovic,Paul George,Rudy Gay,Paul Millsap,Jayson Tatum,Alex Len,272.5
Kyrie Irving,Darren Collison,Dennis Schroder,Kent Bazemore,Paul George,Bojan Bogdanovic,Montrezl Harrell,Derrick Favors,Alex Len,285.8
Russell Westbrook,Kyrie Irving,Jrue Holiday,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Derrick Favors,Thaddeus Young,Alex Len,289.6
Kemba Walker,Jamal Murray,Lou Williams,Buddy Hield,Paul George,Bojan Bogdanovic,Paul Millsap,Thaddeus Young,Alex Len,293.5
Kyrie Irving,Darren Collison,Buddy Hield,Bogdan Bogdanovic,Rudy Gay,Bojan Bogdanovic,Derrick Favors,Jayson Tatum,Joel Embiid,289.2
Kemba Walker,Darren Collison,Jeremy Lamb,Bogdan Bogdanovic,Gordon Hayward,Rudy Gay,Anthony Davis,Marvin III,Alex Len,281.3
Jamal Murray,Darren Collison,Lou Williams,Bogdan Bogdanovic,Giannis Antetokounmpo,Rudy Gay,Blake Griffin,Thaddeus Young,Alex Len,282.4
Russell Westbrook,Darren Collison,Jeremy Lamb,Kent Bazemore,Paul George,Gordon Hayward,Paul Millsap,Thaddeus Young,Alex Len,262.4
Kemba Walker,Kyrie Irving,Jeremy Lamb,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Marvin III,Thaddeus Young,Brook Lopez,302.1
Kyrie Irving,Darren Collison,Lou Williams,Kent Bazemore,Giannis Antetokounmpo,Bojan Bogdanovic,Marvin III,Thaddeus Young,Al Horford,297.9
Jamal Murray,Darren Collison,Jeremy Lamb,Buddy Hield,Paul George,Bojan Bogdanovic,Montrezl Harrell,Marvin III,Al Horford,299.7
Jamal Murray,Darren Collison,Dennis Schroder,Buddy Hield,Paul George,Gordon Hayward,Domantas Sabonis,Jayson Tatum,Alex Len,278.4
Jamal Murray,Darren Collison,Dennis Schroder,Bogdan Bogdanovic,Paul George,Rudy Gay,Derrick Favors,Marvin III,Rudy Gobert,242.8
Jamal Murray,Ricky Rubio,Lou Williams,Kent Bazemore,Rudy Gay,Bojan Bogdanovic,Anthony Davis,Marvin III,Alex Len,306.2
Russell Westbrook,Darren Collison,Lou Williams,Buddy Hield,Gordon Hayward,Rudy Gay,Montrezl Harrell,Derrick Favors,Alex Len,296.9
Jamal Murray,Darren Collison,Jrue Holiday,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Paul Millsap,Derrick Favors,Alex Len,277.8
Kemba Walker,Kyrie Irving,Jeremy Lamb,Buddy Hield,Gordon Hayward,Bojan Bogdanovic,Montrezl Harrell,Jayson Tatum,Alex Len,322.0
Jamal Murray,Darren Collison,Dennis Schroder,Lou Williams,Gordon Hayward,Bojan Bogdanovic,Paul Millsap,Marvin III,Joel Embiid,288.5
Russell Westbrook,Ben Simmons,Buddy Hield,Kent Bazemore,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Alex Len,283.1
Russell Westbrook,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Rudy Gay,Jayson Tatum,Marvin III,Brook Lopez,285.1
Kyrie Irving,Ricky Rubio,Lou Williams,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Paul Millsap,Derrick Favors,Al Horford,289.3
Russell Westbrook,Darren Collison,Jrue Holiday,Kent Bazemore,Rudy Gay,Bojan Bogdanovic,Derrick Favors,Marvin III,Brook Lopez,278.9
Kyrie Irving,Darren Collison,Jrue Holiday,Jeremy Lamb,Gordon Hayward,Bojan Bogdanovic,Domantas Sabonis,Marvin III,Rudy Gobert,295.7
Kemba Walker,Ricky Rubio,Kent Bazemore,Bogdan Bogdanovic,Giannis Antetokounmpo,Bojan Bogdanovic,Derrick Favors,Jayson Tatum,Alex Len,299.1
Russell Westbrook,Jamal Murray,Lou Williams,Jeremy Lamb,Gordon Hayward,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Al Horford,278.3
Jamal Murray,Darren Collison,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Anthony Davis,Thaddeus Young,Rudy Gobert,264.4
Kyrie Irving,Darren Collison,Lou Williams,Bogdan Bogdanovic,Paul George,Gordon Hayward,Domantas Sabonis,Thaddeus Young,Willie Cauley-Stein,288.9
Kemba Walker,Kyrie Irving,Lou Williams,Khris Middleton,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Alex Len,308.7
Ben Simmons,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,Paul George,Gordon Hayward,Paul Millsap,Marvin III,Alex Len,280.7
Kemba Walker,Jamal Murray,Jrue Holiday,Bogdan Bogdanovic,Rudy Gay,Bojan Bogdanovic,Paul Millsap,Marvin III,Al Horford,282.3
Darren Collison,Ricky Rubio,Jeremy Lamb,Khris Middleton,Paul George,Rudy Gay,Montrezl Harrell,Jayson Tatum,Alex Len,306.0
Jamal Murray,Ricky Rubio,Jeremy Lamb,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Blake Griffin,Larry Jr,Alex Len,282.1
Russell Westbrook,Ricky Rubio,Kent Bazemore,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Montrezl Harrell,Marvin III,Al Horford,312.8
Russell Westbrook,Darren Collison,Jeremy Lamb,Bogdan Bogdanovic,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Nikola Jokic,271.7
Darren Collison,Ricky Rubio,Buddy Hield,Kent Bazemore,Paul George,Bojan Bogdanovic,Paul Millsap,Jayson Tatum,Rudy Gobert,276.7
