PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jalen Brunson,Chris Paul,James Harden,Lou Williams,Josh Richardson,Danilo Gallinari,Montrezl Harrell,Maxi Kleber,Nene Nene,255.7
Shai Gilgeous-Alexander,Tyler Johnson,James Harden,Dwyane Wade,Josh Richardson,Danilo Gallinari,Montrezl Harrell,PJ Tucker,Salah Mejri,255.6
Patrick Beverley,Devin Harris,Lou Williams,Dwyane Wade,Josh Richardson,Danilo Gallinari,Montrezl Harrell,Dirk Nowitzki,Boban Marjanovic,219.8
Patrick Beverley,JJ Barea,James Harden,Dwyane Wade,Danilo Gallinari,Danuel House,Montrezl Harrell,Mike Scott,Nene Nene,207.1
JJ Barea,Devin Harris,James Harden,Sindarius Thornwell,Josh Richardson,Danilo Gallinari,Montrezl Harrell,Dwight Powell,Marcin Gortat,220.7
Shai Gilgeous-Alexander,JJ Barea,James Harden,Lou Williams,Danilo Gallinari,Derrick Jr,Montrezl Harrell,James Johnson,DeAndre Jordan,268.4
Tyler Johnson,Devin Harris,James Harden,Lou Williams,Danilo Gallinari,Danuel House,Montrezl Harrell,Kelly Olynyk,Hassan Whiteside,288.2
Jalen Brunson,Devin Harris,James Harden,Dwyane Wade,Danilo Gallinari,Gerald Green,Bam Adebayo,Montrezl Harrell,Clint Capela,243.2
Patrick Beverley,JJ Barea,James Harden,Lou Williams,Josh Richardson,Dorian Finney-Smith,Bam Adebayo,Montrezl Harrell,Hassan Whiteside,259.1
Tyler Johnson,Patrick Beverley,James Harden,Lou Williams,Josh Richardson,Danilo Gallinari,Tobias Harris,Mike Scott,Marcin Gortat,283.8
Shai Gilgeous-Alexander,Devin Harris,James Harden,Lou Williams,Harrison Barnes,Josh Richardson,Montrezl Harrell,Mike Scott,Clint Capela,255.1
Jalen Brunson,JJ Barea,James Harden,Dwyane Wade,Harrison Barnes,Josh Richardson,Montrezl Harrell,Kelly Olynyk,DeAndre Jordan,254.5
Chris Paul,Devin Harris,James Harden,Dwyane Wade,Josh Richardson,Danilo Gallinari,James Johnson,Mike Scott,Hassan Whiteside,254.7
