PG,PG,SG,SG,SF,SF,PF,PF,C,P
Quinn Cook,Landry Shamet,Garrett Temple,Austin Rivers,Alfonzo McKinnie,Wilson Chandler,Georges Niang,Jonas Jerebko,Jordan Bell,37.9
Chris Paul,Patrick Beverley,Garrett Temple,Austin Rivers,Thabo Sefolosha,Gerald Green,Georges Niang,Jonas Jerebko,Ivica Zubac,100.9
Quinn Cook,Landry Shamet,Garrett Temple,Austin Rivers,Thabo Sefolosha,Gerald Green,PJ Tucker,Draymond Green,Andrew Bogut,72.6
Stephen Curry,Shai Gilgeous-Alexander,Garrett Temple,Austin Rivers,Joe Ingles,Wilson Chandler,Draymond Green,Georges Niang,Clint Capela,169.2
Chris Paul,Quinn Cook,James Harden,Garrett Temple,Thabo Sefolosha,Wilson Chandler,Draymond Green,Jonas Jerebko,Rudy Gobert,160.6
Quinn Cook,Landry Shamet,Lou Williams,Austin Rivers,Jae Crowder,Royce O'Neale,Montrezl Harrell,PJ Tucker,Jordan Bell,120.9
Patrick Beverley,Landry Shamet,Klay Thompson,Austin Rivers,Danuel House,Wilson Chandler,Montrezl Harrell,PJ Tucker,Ivica Zubac,131.3
Chris Paul,Quinn Cook,Eric Gordon,Austin Rivers,Danuel House,Wilson Chandler,PJ Tucker,Draymond Green,Jordan Bell,110.4
Chris Paul,Patrick Beverley,Eric Gordon,Austin Rivers,Alfonzo McKinnie,Wilson Chandler,Montrezl Harrell,Georges Niang,Clint Capela,201.3
Patrick Beverley,Landry Shamet,Klay Thompson,Lou Williams,Kevin Durant,Alfonzo McKinnie,PJ Tucker,Georges Niang,Jordan Bell,215.8
Patrick Beverley,Landry Shamet,Lou Williams,Austin Rivers,Jae Crowder,Gerald Green,Georges Niang,JaMychal Green,Clint Capela,177.6
Ricky Rubio,Chris Paul,Donovan Mitchell,Austin Rivers,Danilo Gallinari,Thabo Sefolosha,Draymond Green,Kevon Looney,Andrew Bogut,200.8
Ricky Rubio,Landry Shamet,Lou Williams,Donovan Mitchell,Joe Ingles,Alfonzo McKinnie,Derrick Favors,Kevon Looney,Andrew Bogut,214.9
Ricky Rubio,Shai Gilgeous-Alexander,James Harden,Lou Williams,Danilo Gallinari,Thabo Sefolosha,Derrick Favors,Georges Niang,Andrew Bogut,247.1
Patrick Beverley,Quinn Cook,Eric Gordon,Donovan Mitchell,Kevin Durant,Jae Crowder,Derrick Favors,JaMychal Green,Clint Capela,241.4
Shai Gilgeous-Alexander,Patrick Beverley,Eric Gordon,Garrett Temple,Kevin Durant,Danilo Gallinari,Montrezl Harrell,PJ Tucker,Clint Capela,273.1
Stephen Curry,Patrick Beverley,Eric Gordon,Andre Iguodala,Kevin Durant,Wilson Chandler,Draymond Green,Jonas Jerebko,Clint Capela,269.9
Ricky Rubio,Patrick Beverley,Eric Gordon,Austin Rivers,Kevin Durant,Gerald Green,Kenneth Faried,Kevon Looney,Clint Capela,246.3
Stephen Curry,Ricky Rubio,Lou Williams,Donovan Mitchell,Kevin Durant,Thabo Sefolosha,Kenneth Faried,Kevon Looney,Jordan Bell,233.7
Patrick Beverley,Landry Shamet,Eric Gordon,Donovan Mitchell,Royce O'Neale,Gerald Green,Montrezl Harrell,Jonas Jerebko,Clint Capela,204.9
Stephen Curry,Patrick Beverley,Eric Gordon,Donovan Mitchell,Danilo Gallinari,Joe Ingles,Georges Niang,Kenneth Faried,Clint Capela,249.2
Shai Gilgeous-Alexander,Patrick Beverley,Eric Gordon,Donovan Mitchell,Danuel House,Alfonzo McKinnie,Draymond Green,Kevon Looney,Clint Capela,198.8
Patrick Beverley,Landry Shamet,Eric Gordon,Garrett Temple,Joe Ingles,Wilson Chandler,Derrick Favors,Kevon Looney,Clint Capela,204.9
Ricky Rubio,Patrick Beverley,Eric Gordon,Garrett Temple,Thabo Sefolosha,Alfonzo McKinnie,JaMychal Green,Jonas Jerebko,Clint Capela,191.9
Chris Paul,Patrick Beverley,Eric Gordon,Garrett Temple,Jae Crowder,Royce O'Neale,Draymond Green,Kenneth Faried,Clint Capela,213.1
Shai Gilgeous-Alexander,Patrick Beverley,Eric Gordon,Andre Iguodala,Thabo Sefolosha,Gerald Green,Derrick Favors,Georges Niang,Clint Capela,184.7
Stephen Curry,Patrick Beverley,Eric Gordon,Austin Rivers,Royce O'Neale,Danuel House,PJ Tucker,Derrick Favors,Clint Capela,203.1
Stephen Curry,Landry Shamet,Eric Gordon,Garrett Temple,Kevin Durant,Royce O'Neale,Georges Niang,JaMychal Green,Clint Capela,238.7
Ricky Rubio,Chris Paul,Eric Gordon,Donovan Mitchell,Royce O'Neale,Danilo Gallinari,PJ Tucker,JaMychal Green,Clint Capela,253.0
Shai Gilgeous-Alexander,Quinn Cook,Eric Gordon,Andre Iguodala,Royce O'Neale,Wilson Chandler,Montrezl Harrell,JaMychal Green,Clint Capela,191.8
Chris Paul,Landry Shamet,Eric Gordon,Austin Rivers,Kevin Durant,Danilo Gallinari,Derrick Favors,Jonas Jerebko,Clint Capela,249.7
Stephen Curry,Quinn Cook,Eric Gordon,Garrett Temple,Jae Crowder,Danilo Gallinari,Kevon Looney,Jonas Jerebko,Clint Capela,162.5
Ricky Rubio,Shai Gilgeous-Alexander,Eric Gordon,Andre Iguodala,Danilo Gallinari,Danuel House,Kenneth Faried,Jonas Jerebko,Clint Capela,211.3
Patrick Beverley,Quinn Cook,James Harden,Eric Gordon,Kevin Durant,Danilo Gallinari,Georges Niang,Jonas Jerebko,Andrew Bogut,263.6
Shai Gilgeous-Alexander,Patrick Beverley,Eric Gordon,Donovan Mitchell,Danilo Gallinari,Wilson Chandler,Derrick Favors,Jonas Jerebko,Ivica Zubac,162.9
Patrick Beverley,Landry Shamet,Eric Gordon,Garrett Temple,Danilo Gallinari,Danuel House,Draymond Green,Jonas Jerebko,Jordan Bell,172.1
Chris Paul,Patrick Beverley,Eric Gordon,Andre Iguodala,Jae Crowder,Danilo Gallinari,JaMychal Green,Jonas Jerebko,Rudy Gobert,228.0
Shai Gilgeous-Alexander,Landry Shamet,Eric Gordon,Donovan Mitchell,Jae Crowder,Wilson Chandler,PJ Tucker,Georges Niang,Clint Capela,120.9
Chris Paul,Quinn Cook,Klay Thompson,Lou Williams,Jae Crowder,Wilson Chandler,PJ Tucker,Georges Niang,Ivica Zubac,120.4
