PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Ricky Rubio,Dwyane Wade,Dennis Schroder,Paul George,Gordon Hayward,Jayson Tatum,Paul Millsap,Alex Len,243.7
Russell Westbrook,Kemba Walker,Dwyane Wade,Jeremy Lamb,Justise Winslow,Josh Richardson,Paul Millsap,Derrick Favors,Alex Len,230.6
Russell Westbrook,Ricky Rubio,Dwyane Wade,Dennis Schroder,Josh Richardson,Gordon Hayward,Noah Vonleh,Derrick Favors,Rudy Gobert,285.6
Russell Westbrook,Kemba Walker,Jeremy Lamb,Dennis Schroder,Justise Winslow,Gordon Hayward,Jayson Tatum,Noah Vonleh,Mitchell Robinson,213.9
Kyrie Irving,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Justise Winslow,Gordon Hayward,Jayson Tatum,Derrick Favors,Al Horford,253.3
Kyrie Irving,Kemba Walker,Jeremy Lamb,Dennis Schroder,Paul George,Dwayne Bacon,Noah Vonleh,Derrick Favors,Alex Len,227.0
Russell Westbrook,Brad Wanamaker,Jeremy Lamb,Dennis Schroder,Paul George,Gordon Hayward,Paul Millsap,Derrick Favors,Dewayne Dedmon,255.5
Russell Westbrook,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Paul George,Lance Thomas,Noah Vonleh,Paul Millsap,Mitchell Robinson,267.5
Kyrie Irving,Brad Wanamaker,Dwyane Wade,Dennis Schroder,Paul George,Josh Richardson,Jayson Tatum,Derrick Favors,Mitchell Robinson,245.9
Russell Westbrook,Ricky Rubio,Jeremy Lamb,Dennis Schroder,Josh Richardson,Dwayne Bacon,Jayson Tatum,Paul Millsap,Al Horford,225.7
Kyrie Irving,Kemba Walker,Jeremy Lamb,Dennis Schroder,Josh Richardson,Gordon Hayward,Paul Millsap,Daniel Theis,Rudy Gobert,217.4
Kemba Walker,Ricky Rubio,James Harden,Jeremy Lamb,Gordon Hayward,Dwayne Bacon,Paul Millsap,Derrick Favors,Mitchell Robinson,245.6
Kyrie Irving,Kemba Walker,Dwyane Wade,Dennis Schroder,Justise Winslow,Lance Thomas,Noah Vonleh,Paul Millsap,Al Horford,202.4
Kemba Walker,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Josh Richardson,James III,Jayson Tatum,Noah Vonleh,Nikola Jokic,255.9
Kemba Walker,Brad Wanamaker,James Harden,Dwyane Wade,Josh Richardson,Gordon Hayward,Noah Vonleh,Paul Millsap,Dewayne Dedmon,254.7
Russell Westbrook,Brad Wanamaker,James Harden,Dwyane Wade,Gordon Hayward,Lance Thomas,Jayson Tatum,Derrick Favors,Alex Len,229.6
Ricky Rubio,Brad Wanamaker,James Harden,Dennis Schroder,Justise Winslow,Josh Richardson,Jayson Tatum,Noah Vonleh,Alex Len,214.8
Russell Westbrook,Brad Wanamaker,Dwyane Wade,Dennis Schroder,Justise Winslow,James III,Jayson Tatum,Paul Millsap,Nikola Jokic,207.3
Kemba Walker,Brad Wanamaker,Dwyane Wade,Jeremy Lamb,Paul George,Justise Winslow,Noah Vonleh,Daniel Theis,Rudy Gobert,222.0
Russell Westbrook,Ricky Rubio,James Harden,Jeremy Lamb,Gordon Hayward,James III,Noah Vonleh,Daniel Theis,Alex Len,229.7
Kyrie Irving,Jevon Carter,James Harden,Dennis Schroder,Justise Winslow,Gordon Hayward,Paul Millsap,Derrick Favors,Alex Len,246.5
Russell Westbrook,Ricky Rubio,Jeremy Lamb,Dennis Schroder,Justise Winslow,Lance Thomas,Derrick Favors,Daniel Theis,Nikola Jokic,226.3
Kyrie Irving,Russell Westbrook,Dwyane Wade,Jeremy Lamb,Josh Richardson,Lance Thomas,Jayson Tatum,Daniel Theis,Dewayne Dedmon,232.4
Kyrie Irving,Ricky Rubio,James Harden,Dwyane Wade,Josh Richardson,Dwayne Bacon,Paul Millsap,Daniel Theis,Alex Len,234.1
Russell Westbrook,Kemba Walker,Dwyane Wade,Hamidou Diallo,Paul George,Gordon Hayward,Derrick Favors,Daniel Theis,Mitchell Robinson,252.9
Kemba Walker,Ricky Rubio,James Harden,Dennis Schroder,James III,Lance Thomas,Jayson Tatum,Derrick Favors,Dewayne Dedmon,223.5
Kyrie Irving,Ricky Rubio,Dwyane Wade,Dennis Schroder,Paul George,James III,Noah Vonleh,Daniel Theis,Dewayne Dedmon,240.1
Russell Westbrook,Ricky Rubio,Dwyane Wade,Kyle Korver,Paul George,Dwayne Bacon,Jayson Tatum,Derrick Favors,Dewayne Dedmon,304.4
Kemba Walker,Brad Wanamaker,James Harden,Dennis Schroder,Paul George,Lance Thomas,Paul Millsap,Daniel Theis,Mitchell Robinson,188.0
