PG,PG,SG,SG,SF,SF,PF,PF,C,P,R,O,J
Damian Lillard,Terry Rozier,Jaylen Brown,Terrence Ross,Tyreke Evans,Doug McDermott,Daniel Theis,Meyers Leonard,Nikola Vucevic,389
Damian Lillard,Jeremy Lin,Jaylen Brown,Evan Fournier,Maurice Harkless,Bojan Bogdanovic,Daniel Theis,Eric Moreland,Nikola Vucevic,388
Russell Westbrook,Terry Rozier,CJ McCollum,Jaylen Brown,Tyreke Evans,Bojan Bogdanovic,Aaron Gordon,Zach Collins,Nikola Vucevic,388
Terry Rozier,Jeremy Lin,Jaylen Brown,Evan Fournier,Tyreke Evans,Rodney Hood,Aaron Gordon,Zach Collins,Aron Baynes,388
Russell Westbrook,Terry Rozier,Jaylen Brown,Danny Green,Tyreke Evans,Rodney Hood,Daniel Theis,Eric Moreland,Nikola Vucevic,388
Terry Rozier,Jeremy Lin,Jaylen Brown,Terrence Ross,Maurice Harkless,Tyreke Evans,Daniel Theis,Zach Collins,Nikola Vucevic,387
Terry Rozier,Jeremy Lin,CJ McCollum,Jaylen Brown,Tyreke Evans,Bojan Bogdanovic,Eric Moreland,Zach Collins,Aron Baynes,387
Russell Westbrook,Terry Rozier,Jaylen Brown,Evan Fournier,Maurice Harkless,Bojan Bogdanovic,Aaron Gordon,Daniel Theis,Nikola Vucevic,387
Terry Rozier,Jeremy Lin,Jaylen Brown,Terrence Ross,Rodney Hood,Doug McDermott,Aaron Gordon,Daniel Theis,Nikola Vucevic,387
Damian Lillard,Terry Rozier,CJ McCollum,Jaylen Brown,Tyreke Evans,Rodney Hood,Daniel Theis,Zach Collins,Aron Baynes,387
Russell Westbrook,Terry Rozier,Jaylen Brown,Evan Fournier,Bojan Bogdanovic,Rodney Hood,Daniel Theis,Eric Moreland,Myles Turner,387
