PG,PG,SG,SG,SF,SF,PF,PF,C,P
TJ McConnell,Seth Curry,Terrance Ferguson,Marco Belinelli,DeMarre Carroll,Joe Harris,Khem Birch,Rodions Kurucs,Nerlens Noel,137.2
TJ McConnell,Seth Curry,Terrance Ferguson,Marco Belinelli,Rodney Hood,Wes Iwundu,Markieff Morris,Zach Collins,Mason Plumlee,64.6
Jamal Murray,TJ McConnell,Terrance Ferguson,Marco Belinelli,Jonathon Simmons,James III,Jonah Bolden,Meyers Leonard,Nerlens Noel,93.8
Spencer Dinwiddie,Patty Mills,Terrance Ferguson,Marco Belinelli,Evan Turner,Davis Bertans,Khem Birch,Rodions Kurucs,Mason Plumlee,132.6
Damian Lillard,Spencer Dinwiddie,Terrance Ferguson,Marco Belinelli,DeMarre Carroll,Joe Harris,Markieff Morris,Zach Collins,Greg Monroe,156.2
Damian Lillard,TJ McConnell,CJ McCollum,Malik Beasley,Jonathon Simmons,James III,Markieff Morris,Zach Collins,Nerlens Noel,142.9
Bryn Forbes,Michael Carter-Williams,Terrance Ferguson,Malik Beasley,Rodney Hood,Wes Iwundu,Jonah Bolden,Meyers Leonard,Nerlens Noel,66.0
Damian Lillard,Patty Mills,CJ McCollum,Malik Beasley,Evan Turner,Davis Bertans,Khem Birch,Jonah Bolden,Greg Monroe,197.6
Fred VanVleet,Patty Mills,D'Angelo Russell,Evan Fournier,Joe Harris,Rodney Hood,Markieff Morris,Zach Collins,Greg Monroe,120.9
TJ McConnell,Bryn Forbes,Caris LeVert,Marco Belinelli,JJ Redick,Jonathon Simmons,Markieff Morris,Zach Collins,Greg Monroe,80.2
Russell Westbrook,Kyle Lowry,DeMar DeRozan,Danny Green,Evan Turner,Davis Bertans,Markieff Morris,Zach Collins,Mason Plumlee,191.0
Russell Westbrook,Kyle Lowry,Danny Green,Malik Beasley,Paul George,Norman Powell,Aaron Gordon,Rodions Kurucs,Mason Plumlee,260.3
Russell Westbrook,Kyle Lowry,Danny Green,Evan Fournier,Rodney Hood,Jared Dudley,Paul Millsap,Serge Ibaka,Mason Plumlee,209.9
Kyle Lowry,Bryn Forbes,DeMar DeRozan,Danny Green,Rudy Gay,Rodney Hood,Tobias Harris,Aaron Gordon,Mason Plumlee,167.6
Damian Lillard,Kyle Lowry,Danny Green,Jimmy Butler,Rudy Gay,Jared Dudley,Markieff Morris,Rodions Kurucs,Mason Plumlee,218.3
Kyle Lowry,Fred VanVleet,CJ McCollum,Dennis Schroder,Evan Turner,Davis Bertans,Pascal Siakam,Paul Millsap,Greg Monroe,167.6
Derrick White,Patty Mills,Gary Harris,Terrence Ross,DeMarre Carroll,Davis Bertans,Pascal Siakam,Paul Millsap,Greg Monroe,160.1
Spencer Dinwiddie,Patty Mills,Marco Belinelli,Malik Beasley,Maurice Harkless,Wes Iwundu,Aaron Gordon,Meyers Leonard,Mason Plumlee,118.0
Michael Carter-Williams,Patty Mills,Evan Fournier,Caris LeVert,Evan Turner,Jared Dudley,Pascal Siakam,Meyers Leonard,Nerlens Noel,144.4
Michael Carter-Williams,Patty Mills,Caris LeVert,Monte Morris,JJ Redick,Jonathon Simmons,Rodions Kurucs,Mike Scott,Nerlens Noel,135.5
Jamal Murray,Bryn Forbes,Evan Fournier,Monte Morris,JJ Redick,Jonathon Simmons,Pascal Siakam,Meyers Leonard,Nerlens Noel,150.9
DJ Augustin,Michael Carter-Williams,Evan Fournier,Caris LeVert,Paul George,JJ Redick,Khem Birch,Jonah Bolden,Nerlens Noel,163.3
Damian Lillard,Spencer Dinwiddie,Gary Harris,Monte Morris,Norman Powell,Jared Dudley,Khem Birch,Pascal Siakam,Nerlens Noel,232.7
Damian Lillard,Derrick White,Gary Harris,Monte Morris,Rodney Hood,Norman Powell,Aaron Gordon,Rodions Kurucs,Mason Plumlee,213.2
Damian Lillard,Derrick White,Terrence Ross,Evan Fournier,Joe Harris,Norman Powell,Khem Birch,Jonah Bolden,Nerlens Noel,218.8
Damian Lillard,Spencer Dinwiddie,Jimmy Butler,Evan Fournier,Jonathon Simmons,Norman Powell,Aaron Gordon,Rodions Kurucs,Nerlens Noel,217.7
Damian Lillard,Spencer Dinwiddie,Danny Green,Monte Morris,Joe Harris,Jonathon Simmons,Paul Millsap,Jonah Bolden,Nerlens Noel,189.1
TJ McConnell,Michael Carter-Williams,Evan Fournier,Caris LeVert,Jonathan Isaac,Will Barton,Tobias Harris,Mike Scott,Jakob Poeltl,142.8
Seth Curry,Michael Carter-Williams,Gary Harris,Malik Beasley,Joe Harris,Davis Bertans,LaMarcus Aldridge,Aaron Gordon,Mason Plumlee,159.8
Seth Curry,Michael Carter-Williams,Gary Harris,Caris LeVert,Will Barton,Evan Turner,Khem Birch,Paul Millsap,Mason Plumlee,184.3
Seth Curry,Michael Carter-Williams,Danny Green,Terrance Ferguson,DeMarre Carroll,James III,LaMarcus Aldridge,Paul Millsap,Mason Plumlee,146.9
Kyle Lowry,Michael Carter-Williams,Gary Harris,Malik Beasley,DeMarre Carroll,James III,Khem Birch,Pascal Siakam,Mason Plumlee,184.0
DJ Augustin,Michael Carter-Williams,Gary Harris,Malik Beasley,Will Barton,Rodney Hood,Tobias Harris,Rodions Kurucs,Mason Plumlee,156.1
Russell Westbrook,Michael Carter-Williams,Gary Harris,Malik Beasley,Rudy Gay,Norman Powell,Paul Millsap,Zach Collins,Mason Plumlee,208.3
Seth Curry,Michael Carter-Williams,Gary Harris,Monte Morris,DeMarre Carroll,Rudy Gay,Tobias Harris,Meyers Leonard,Mason Plumlee,160.3
Fred VanVleet,Bryn Forbes,Jimmy Butler,Monte Morris,DeMarre Carroll,Evan Turner,Tobias Harris,Mike Scott,Jakob Poeltl,141.6
Spencer Dinwiddie,TJ McConnell,Jimmy Butler,Monte Morris,Jonathon Simmons,Rodney Hood,Tobias Harris,Mike Scott,Nerlens Noel,124.9
