PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Jamal Murray,James Harden,Jeremy Lamb,Juancho Hernangomez,James III,Larry Jr,Paul Millsap,Alex Len,183.6
Jamal Murray,Shaun Livingston,Jeremy Lamb,Kent Bazemore,Kevin Durant,Vince Carter,Larry Jr,Paul Millsap,Nikola Jokic,218.8
Kemba Walker,Jamal Murray,Kent Bazemore,Tyler Dorsey,Kevin Durant,Alfonzo McKinnie,Larry Jr,Ante Zizic,Alex Len,154.8
Kemba Walker,Jamal Murray,Tyler Dorsey,Damion Lee,Kevin Durant,James III,Paul Millsap,Alex Poythress,Nikola Jokic,171.2
Kemba Walker,Jeremy Lin,Jeremy Lamb,Kent Bazemore,Kevin Durant,DeAndre' Bembry,Paul Millsap,Jonas Jerebko,Alex Len,239.4
Kemba Walker,Jamal Murray,James Harden,Damion Lee,Kevin Durant,Vince Carter,Kevon Looney,Jonas Jerebko,Alex Len,248.0
Kemba Walker,Jeremy Lin,Jeremy Lamb,Damion Lee,Kevin Durant,Juancho Hernangomez,Larry Jr,Kevon Looney,Nikola Jokic,195.3
Kemba Walker,Shaun Livingston,James Harden,Kent Bazemore,Kevin Durant,James III,PJ Tucker,Alex Poythress,Alex Len,193.6
Kemba Walker,Shaun Livingston,James Harden,Damion Lee,Kevin Durant,Alfonzo McKinnie,Larry Jr,Paul Millsap,Miles Plumlee,172.7
Jeremy Lin,Tony Parker,James Harden,Jeremy Lamb,Kevin Durant,James III,Paul Millsap,Ante Zizic,Nikola Jokic,234.7
Kemba Walker,Jamal Murray,James Harden,Kent Bazemore,Juancho Hernangomez,Vince Carter,Alex Poythress,Ante Zizic,Nikola Jokic,206.1
Kemba Walker,Tony Parker,James Harden,Kent Bazemore,Alfonzo McKinnie,James III,Larry Jr,Jonas Jerebko,Nikola Jokic,207.8
Jamal Murray,Tony Parker,James Harden,Kent Bazemore,Kevin Durant,Juancho Hernangomez,Omari Spellman,Marvin Williams,Alex Len,215.0
Kemba Walker,Jeremy Lin,James Harden,Tyler Dorsey,DeAndre' Bembry,Vince Carter,Larry Jr,Paul Millsap,Nikola Jokic,209.7
Jamal Murray,Shaun Livingston,James Harden,Tyler Dorsey,Kevin Durant,DeAndre' Bembry,Paul Millsap,Gary Clark,Alex Len,199.1
Jamal Murray,Jeremy Lin,James Harden,Kent Bazemore,Kevin Durant,James III,Larry Jr,Kevon Looney,Miles Plumlee,198.7
Kemba Walker,Jamal Murray,James Harden,Jeremy Lamb,Kevin Durant,Alfonzo McKinnie,Marvin Williams,Alex Poythress,Mason Plumlee,243.3
Kemba Walker,Collin Sexton,James Harden,Jeremy Lamb,Kevin Durant,Vince Carter,Larry Jr,Ante Zizic,Damian Jones,229.9
Kemba Walker,Jamal Murray,Jeremy Lamb,Kent Bazemore,Kevin Durant,Juancho Hernangomez,PJ Tucker,Gary Clark,Jordan Bell,179.1
Quinn Cook,Jamal Murray,James Harden,Kent Bazemore,DeAndre' Bembry,James III,Omari Spellman,Paul Millsap,Nikola Jokic,218.6
Chris Paul,Collin Sexton,Kent Bazemore,Damion Lee,Kevin Durant,James III,Larry Jr,Paul Millsap,Alex Len,173.0
Jamal Murray,Tony Parker,James Harden,Damion Lee,Rodney Hood,Miles Bridges,Larry Jr,Paul Millsap,Nikola Jokic,181.7
Kemba Walker,Shaun Livingston,James Harden,Jeremy Lamb,Nicolas Batum,Miles Bridges,Kevon Looney,Paul Millsap,Nikola Jokic,225.9
Kemba Walker,Quinn Cook,Jeremy Lamb,Kent Bazemore,Kevin Durant,James III,Larry Jr,Marvin Williams,Willy Hernangomez,191.8
Quinn Cook,Jamal Murray,James Harden,Jeremy Lamb,Kevin Durant,Rodney Hood,PJ Tucker,Ante Zizic,Alex Len,233.2
Kemba Walker,Trae Young,Jeremy Lamb,Tyler Dorsey,Kevin Durant,Miles Bridges,Larry Jr,Paul Millsap,Cody Zeller,190.5
Trae Young,Shaun Livingston,James Harden,Jeremy Lamb,Kevin Durant,Nicolas Batum,Larry Jr,Jonas Jerebko,Alex Len,247.1
Kemba Walker,Jamal Murray,Jeremy Lamb,Kent Bazemore,Taurean Prince,James III,Kevon Looney,Trey Lyles,Nikola Jokic,218.6
Kemba Walker,Tony Parker,James Harden,Tyler Dorsey,Kevin Durant,Juancho Hernangomez,Kevon Looney,Paul Millsap,Mason Plumlee,198.3
Jamal Murray,Jeremy Lin,James Harden,Tyler Dorsey,Kevin Durant,Juancho Hernangomez,PJ Tucker,Jonas Jerebko,Nikola Jokic,217.0
Collin Sexton,Jamal Murray,James Harden,Kevin Huerter,Kevin Durant,Miles Bridges,Larry Jr,Alex Poythress,Alex Len,198.2
Kemba Walker,Jamal Murray,Jeremy Lamb,Tyler Dorsey,Nicolas Batum,Rodney Hood,Omari Spellman,Larry Jr,Nikola Jokic,175.1
Kemba Walker,Trae Young,Jeremy Lamb,Kent Bazemore,Rodney Hood,Juancho Hernangomez,Marvin Williams,Paul Millsap,Nikola Jokic,225.6
Kemba Walker,Jamal Murray,Jeremy Lamb,David Nwaba,Kevin Durant,Miles Bridges,Jonas Jerebko,Ante Zizic,Nikola Jokic,248.3
Quinn Cook,Tony Parker,James Harden,Malik Beasley,Kevin Durant,Vince Carter,Larry Jr,Paul Millsap,Alex Len,214.1
Jamal Murray,Tony Parker,Jeremy Lamb,Damion Lee,Kevin Durant,Taurean Prince,Larry Jr,Trey Lyles,Alex Len,190.8
Collin Sexton,Shaun Livingston,James Harden,Tyler Dorsey,Kevin Durant,James III,Larry Jr,Marvin Williams,Nikola Jokic,198.7
Kemba Walker,Chris Paul,James Harden,Kent Bazemore,Alfonzo McKinnie,Vince Carter,Trey Lyles,Paul Millsap,Alex Len,214.5
Kemba Walker,Jamal Murray,James Harden,Kent Bazemore,Taurean Prince,Miles Bridges,Paul Millsap,Jonas Jerebko,Miles Plumlee,222.0
Kemba Walker,Quinn Cook,James Harden,Kent Bazemore,Rodney Hood,Miles Bridges,Larry Jr,Gary Clark,Alex Len,189.6
