PG,PG,SG,SG,SF,SF,PF,PF,C,P
Ricky Rubio,Darren Collison,Dennis Schroder,Buddy Hield,Paul George,Bojan Bogdanovic,Pascal Siakam,Marvin III,Nikola Vucevic,217.4
Ricky Rubio,Darren Collison,Jrue Holiday,Kent Bazemore,LeBron James,Bojan Bogdanovic,Marvin III,Kyle Kuzma,Alex Len,257.1
Ricky Rubio,Jamal Murray,Dennis Schroder,Kent Bazemore,Paul George,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,Alex Len,244.6
Ricky Rubio,Darren Collison,Jrue Holiday,Dennis Schroder,Paul George,Andrew Wiggins,Kyle Kuzma,Derrick Favors,Dewayne Dedmon,239.1
Ben Simmons,Darren Collison,Dennis Schroder,Kent Bazemore,Andrew Wiggins,Bojan Bogdanovic,Marvin III,Derrick Favors,Joel Embiid,239.2
Jamal Murray,Darren Collison,Jrue Holiday,Dennis Schroder,Justise Winslow,Bojan Bogdanovic,Domantas Sabonis,Kyle Kuzma,Karl-Anthony Towns,224.4
Ricky Rubio,Darren Collison,Dennis Schroder,Kent Bazemore,Justise Winslow,Andrew Wiggins,Pascal Siakam,Anthony Davis,Alex Len,258.0
Jamal Murray,Darren Collison,Dennis Schroder,Buddy Hield,LeBron James,Andrew Wiggins,Marvin III,Larry Jr,Alex Len,202.9
Ricky Rubio,Ben Simmons,Jrue Holiday,Buddy Hield,Andrew Wiggins,Bojan Bogdanovic,Serge Ibaka,Marvin III,Dewayne Dedmon,294.0
Ricky Rubio,Jamal Murray,Dennis Schroder,Buddy Hield,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Mitchell Robinson,266.1
Ben Simmons,Darren Collison,Jrue Holiday,Dennis Schroder,Paul George,Bojan Bogdanovic,Serge Ibaka,Larry Jr,Mitchell Robinson,213.1
Jamal Murray,Darren Collison,Jrue Holiday,Buddy Hield,Paul George,Bojan Bogdanovic,Noah Vonleh,Derrick Favors,Alex Len,262.8
Jamal Murray,Darren Collison,Kent Bazemore,Buddy Hield,Justise Winslow,Paul George,Marvin III,Kyle Kuzma,Dewayne Dedmon,206.0
Jamal Murray,Darren Collison,Jrue Holiday,Kent Bazemore,Andrew Wiggins,Bojan Bogdanovic,Pascal Siakam,Serge Ibaka,Nikola Vucevic,274.2
Ricky Rubio,Jamal Murray,Jrue Holiday,Dennis Schroder,Kawhi Leonard,Bojan Bogdanovic,Pascal Siakam,Larry Jr,Dewayne Dedmon,220.7
Ricky Rubio,Darren Collison,Dennis Schroder,Buddy Hield,LeBron James,Justise Winslow,Domantas Sabonis,Thaddeus Young,Dewayne Dedmon,218.0
Ricky Rubio,Ben Simmons,Dennis Schroder,Kent Bazemore,Justise Winslow,Paul George,Marvin III,Noah Vonleh,Mitchell Robinson,245.2
Ricky Rubio,Darren Collison,Dennis Schroder,Kent Bazemore,Kawhi Leonard,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Karl-Anthony Towns,217.2
Ricky Rubio,Darren Collison,Jrue Holiday,Dennis Schroder,Josh Richardson,Kawhi Leonard,Marvin III,Domantas Sabonis,Mitchell Robinson,236.4
Darren Collison,Isaiah Briscoe,Jrue Holiday,Dennis Schroder,Justise Winslow,Paul George,Blake Griffin,Marvin III,Alex Len,174.2
