PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Ricky Rubio,Dennis Schroder,Andrew Wiggins,Gordon Hayward,Paul George,Marvin III,Kyle Kuzma,JaVale McGee,249.6
Jamal Murray,Ricky Rubio,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Paul George,Marvin III,Jayson Tatum,Willie Cauley-Stein,253.8
Russell Westbrook,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Kawhi Leonard,Domantas Sabonis,Jayson Tatum,JaVale McGee,242.6
Jamal Murray,Ricky Rubio,Dennis Schroder,Bogdan Bogdanovic,LeBron James,Bojan Bogdanovic,Marvin III,Derrick Favors,JaVale McGee,217.4
Jamal Murray,Ricky Rubio,Dennis Schroder,Andrew Wiggins,LeBron James,Gordon Hayward,Domantas Sabonis,Paul Millsap,Willie Cauley-Stein,266.2
Russell Westbrook,Ricky Rubio,Bogdan Bogdanovic,Andrew Wiggins,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Willie Cauley-Stein,261.3
Jamal Murray,Ricky Rubio,Buddy Hield,Dennis Schroder,Gordon Hayward,Kawhi Leonard,Kyle Kuzma,Derrick Favors,Al Horford,260.9
Darren Collison,Ricky Rubio,Buddy Hield,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Domantas Sabonis,Kyle Kuzma,JaVale McGee,292.9
Kyrie Irving,Jamal Murray,Buddy Hield,Andrew Wiggins,Gordon Hayward,Bojan Bogdanovic,Domantas Sabonis,Jayson Tatum,JaVale McGee,288.2
Jamal Murray,Darren Collison,Bogdan Bogdanovic,Andrew Wiggins,Gordon Hayward,Paul George,Paul Millsap,Derrick Favors,JaVale McGee,277.2
Russell Westbrook,Isaiah Thomas,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Paul George,Marvin III,Derrick Favors,Al Horford,228.0
Russell Westbrook,Darren Collison,Buddy Hield,Dennis Schroder,Gordon Hayward,Bojan Bogdanovic,Marvin III,Paul Millsap,JaVale McGee,303.3
Russell Westbrook,Brad Wanamaker,Buddy Hield,Dennis Schroder,Gordon Hayward,Paul George,Domantas Sabonis,Kyle Kuzma,Willie Cauley-Stein,285.0
Kyrie Irving,Brad Wanamaker,Bogdan Bogdanovic,Andrew Wiggins,Paul George,Bojan Bogdanovic,Domantas Sabonis,Marvin III,Willie Cauley-Stein,269.8
Kyrie Irving,Jamal Murray,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Paul Millsap,Steven Adams,244.7
Kyrie Irving,Brad Wanamaker,Buddy Hield,Bogdan Bogdanovic,LeBron James,Gordon Hayward,Marvin III,Aaron Gordon,JaVale McGee,255.9
Ricky Rubio,Isaiah Thomas,Dennis Schroder,Bogdan Bogdanovic,LeBron James,Paul George,Kyle Kuzma,Thaddeus Young,Willie Cauley-Stein,202.6
Jamal Murray,Brad Wanamaker,Dennis Schroder,Bogdan Bogdanovic,Paul George,Kawhi Leonard,Kyle Kuzma,Aaron Gordon,JaVale McGee,210.9
