PG,PG,SG,SG,SF,SF,PF,PF,C,P
Shaun Livingston,Kyrie Irving,Dennis Schroder,Terrance Ferguson,Paul George,Gordon Hayward,Draymond Green,Jayson Tatum,Al Horford,203.8
Stephen Curry,Raymond Felton,Dennis Schroder,Furkan Korkmaz,Paul George,Gordon Hayward,Jayson Tatum,Amir Johnson,Joel Embiid,228.5
Stephen Curry,TJ McConnell,Dennis Schroder,Hamidou Diallo,Kevin Durant,Paul George,Jayson Tatum,Patrick Patterson,Al Horford,241.4
TJ McConnell,Kyrie Irving,Dennis Schroder,Alex Abrines,Kevin Durant,Gordon Hayward,Jayson Tatum,Daniel Theis,Joel Embiid,179.4
Stephen Curry,Kyrie Irving,Dennis Schroder,Alex Abrines,Paul George,Semi Ojeleye,Jayson Tatum,Jonas Jerebko,Steven Adams,202.6
Terry Rozier,Ben Simmons,Dennis Schroder,Terrance Ferguson,Kevin Durant,Paul George,Kevon Looney,Jayson Tatum,Steven Adams,299.4
Stephen Curry,Ben Simmons,Dennis Schroder,Alex Abrines,Paul George,Gordon Hayward,Kevon Looney,Daniel Theis,Al Horford,251.0
Kyrie Irving,Ben Simmons,Dennis Schroder,Hamidou Diallo,Paul George,Gordon Hayward,Patrick Patterson,Amir Johnson,Steven Adams,233.2
Kyrie Irving,Raymond Felton,Dennis Schroder,Furkan Korkmaz,Kevin Durant,Paul George,Draymond Green,Daniel Theis,Steven Adams,190.4
Kyrie Irving,Ben Simmons,Dennis Schroder,Furkan Korkmaz,Kevin Durant,Semi Ojeleye,Jayson Tatum,Jerami Grant,Al Horford,220.6
Stephen Curry,Kyrie Irving,Furkan Korkmaz,Hamidou Diallo,Kevin Durant,Gordon Hayward,Kevon Looney,Jayson Tatum,Steven Adams,274.2
Stephen Curry,Shaun Livingston,Dennis Schroder,Terrance Ferguson,Kevin Durant,Paul George,Daniel Theis,Jonas Jerebko,Joel Embiid,211.8
Kyrie Irving,Raymond Felton,Andre Iguodala,Terrance Ferguson,Kevin Durant,Paul George,Jayson Tatum,Patrick Patterson,Joel Embiid,228.6
Terry Rozier,Ben Simmons,Dennis Schroder,Hamidou Diallo,Gordon Hayward,Semi Ojeleye,Draymond Green,Jayson Tatum,Joel Embiid,237.4
Kyrie Irving,Ben Simmons,Andre Iguodala,Dennis Schroder,Paul George,Semi Ojeleye,Marcus Morris,Kevon Looney,Joel Embiid,243.8
Stephen Curry,TJ McConnell,Andre Iguodala,Dennis Schroder,Paul George,Gordon Hayward,Draymond Green,Marcus Morris,Steven Adams,235.7
Stephen Curry,Kyrie Irving,Dennis Schroder,JJ Redick,Kevin Durant,Paul George,Kevon Looney,Amir Johnson,Aron Baynes,226.3
Stephen Curry,Kyrie Irving,Terrance Ferguson,Hamidou Diallo,Paul George,Semi Ojeleye,Draymond Green,Amir Johnson,Joel Embiid,213.5
Ben Simmons,Raymond Felton,JJ Redick,Alex Abrines,Paul George,Gordon Hayward,Draymond Green,Jayson Tatum,Steven Adams,253.6
Stephen Curry,Terry Rozier,Dennis Schroder,Furkan Korkmaz,Kevin Durant,Gordon Hayward,Draymond Green,Jonas Jerebko,Al Horford,212.3
Shaun Livingston,Ben Simmons,Dennis Schroder,Alex Abrines,Robert Covington,Paul George,Jayson Tatum,Patrick Patterson,Joel Embiid,243.5
Terry Rozier,Kyrie Irving,Dennis Schroder,JJ Redick,Paul George,Gordon Hayward,Jerami Grant,Jonas Jerebko,Joel Embiid,181.3
Kyrie Irving,Ben Simmons,Hamidou Diallo,Alex Abrines,Kevin Durant,Paul George,Marcus Morris,Jayson Tatum,Aron Baynes,275.1
TJ McConnell,Ben Simmons,Jaylen Brown,Terrance Ferguson,Paul George,Gordon Hayward,Jayson Tatum,Jonas Jerebko,Joel Embiid,245.1
Shaun Livingston,TJ McConnell,JJ Redick,Furkan Korkmaz,Kevin Durant,Paul George,Draymond Green,Jayson Tatum,Joel Embiid,216.0
Stephen Curry,Kyrie Irving,Dennis Schroder,Terrance Ferguson,Robert Covington,Gordon Hayward,Kevon Looney,Patrick Patterson,Joel Embiid,222.9
Stephen Curry,Kyrie Irving,Andre Iguodala,Furkan Korkmaz,Robert Covington,Paul George,Jayson Tatum,Daniel Theis,Al Horford,215.2
Stephen Curry,Shaun Livingston,Andre Iguodala,Marcus Smart,Kevin Durant,Paul George,Jayson Tatum,Amir Johnson,Steven Adams,264.4
Kyrie Irving,Markelle Fultz,Furkan Korkmaz,Alex Abrines,Paul George,Gordon Hayward,Draymond Green,Kevon Looney,Joel Embiid,205.9
Stephen Curry,Kyrie Irving,Marcus Smart,JJ Redick,Paul George,Gordon Hayward,Jayson Tatum,Patrick Patterson,Nerlens Noel,236.6
Stephen Curry,Raymond Felton,Dennis Schroder,Alex Abrines,Kevin Durant,Semi Ojeleye,Draymond Green,Patrick Patterson,Joel Embiid,202.1
Ben Simmons,Raymond Felton,Marcus Smart,Dennis Schroder,Kevin Durant,Paul George,Marcus Morris,Jonas Jerebko,Al Horford,240.1
Stephen Curry,Ben Simmons,Terrance Ferguson,JJ Redick,Paul George,Semi Ojeleye,Marcus Morris,Jayson Tatum,Al Horford,268.6
Stephen Curry,Ben Simmons,Andre Iguodala,Hamidou Diallo,Paul George,Gordon Hayward,Jayson Tatum,Jerami Grant,Damian Jones,288.0
Stephen Curry,Kyrie Irving,Jaylen Brown,Hamidou Diallo,Paul George,Gordon Hayward,Marcus Morris,Jonas Jerebko,Al Horford,233.8
Stephen Curry,Kyrie Irving,Klay Thompson,Terrance Ferguson,Paul George,Gordon Hayward,Daniel Theis,Jerami Grant,Steven Adams,230.0
Stephen Curry,Ben Simmons,Dennis Schroder,Furkan Korkmaz,Paul George,Semi Ojeleye,Draymond Green,Dario Saric,Aron Baynes,208.6
TJ McConnell,Ben Simmons,Dennis Schroder,Alex Abrines,Kevin Durant,Paul George,Draymond Green,Amir Johnson,Damian Jones,220.3
Shaun Livingston,Kyrie Irving,Andre Iguodala,Hamidou Diallo,Kevin Durant,Gordon Hayward,Draymond Green,Jonas Jerebko,Joel Embiid,196.2
Terry Rozier,Kyrie Irving,JJ Redick,Alex Abrines,Kevin Durant,Paul George,Draymond Green,Patrick Patterson,Al Horford,207.8
