PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Tyler Ulis,Dwyane Wade,Bradley Beal,Josh Richardson,LeBron James,Kyle Kuzma,Amir Johnson,JaVale McGee,264.9
Ryan Arcidiacono,TJ McConnell,Dwyane Wade,CJ McCollum,Josh Richardson,LeBron James,Zach Collins,Kyle Kuzma,Joel Embiid,287.7
Ben Simmons,Tyler Johnson,Dwyane Wade,Bradley Beal,Josh Richardson,Derrick Jr,Markieff Morris,Kyle Kuzma,Joel Embiid,270.8
Ben Simmons,Seth Curry,CJ McCollum,Bradley Beal,LeBron James,Derrick Jr,Zach Collins,Kyle Kuzma,JaVale McGee,252.5
Ben Simmons,Damian Lillard,Dwyane Wade,CJ McCollum,Josh Richardson,Jeff Green,Wendell Jr,Kyle Kuzma,Ian Mahinmi,256.2
Damian Lillard,Seth Curry,Rodney McGruder,Dwyane Wade,LeBron James,Jeff Green,Markieff Morris,Kyle Kuzma,Joel Embiid,293.0
Tyler Johnson,Damian Lillard,CJ McCollum,Antonio Blakeney,LeBron James,Derrick Jr,Kyle Kuzma,Amir Johnson,Joel Embiid,255.8
Cameron Payne,Rajon Rondo,Dwyane Wade,Bradley Beal,LeBron James,Jake Layman,Wendell Jr,Kyle Kuzma,Joel Embiid,237.5
Ben Simmons,Damian Lillard,Dwyane Wade,Bradley Beal,Jeff Green,Jake Layman,Zach Collins,Amir Johnson,Joel Embiid,288.6
Damian Lillard,Cameron Payne,CJ McCollum,Bradley Beal,Lance Stephenson,Maurice Harkless,Markieff Morris,Kyle Kuzma,Joel Embiid,240.7
Damian Lillard,Ryan Arcidiacono,CJ McCollum,Bradley Beal,LeBron James,Jake Layman,Al-Farouq Aminu,Kyle Kuzma,Ian Mahinmi,217.5
Damian Lillard,TJ McConnell,Dwyane Wade,Bradley Beal,Michael Beasley,Evan Turner,Al-Farouq Aminu,Kyle Kuzma,Joel Embiid,226.9
Ben Simmons,Damian Lillard,Dwyane Wade,Nik Stauskas,LeBron James,Lance Stephenson,Zach Collins,Kyle Kuzma,Meyers Leonard,270.7
Damian Lillard,Ryan Arcidiacono,CJ McCollum,Bradley Beal,Josh Richardson,Evan Turner,Wendell Jr,Amir Johnson,Joel Embiid,273.6
Damian Lillard,Seth Curry,Bradley Beal,Austin Rivers,Josh Richardson,Jake Layman,Bobby Portis,Kyle Kuzma,Joel Embiid,266.8
Ben Simmons,Damian Lillard,Rodney McGruder,Antonio Blakeney,Josh Richardson,Evan Turner,Zach Collins,Kyle Kuzma,Joel Embiid,325.9
Ben Simmons,Ryan Arcidiacono,Dwyane Wade,Bradley Beal,LeBron James,Evan Turner,Bobby Portis,Kyle Kuzma,Bam Adebayo,269.9
Damian Lillard,TJ McConnell,CJ McCollum,Bradley Beal,LeBron James,Jeff Green,Wendell Jr,Markieff Morris,JaVale McGee,229.7
Damian Lillard,Cameron Payne,Dwyane Wade,CJ McCollum,LeBron James,Michael Beasley,Dario Saric,Kyle Kuzma,Robin Lopez,191.3
Ben Simmons,Tyler Ulis,CJ McCollum,Bradley Beal,Kelly Jr,Michael Beasley,Kyle Kuzma,Amir Johnson,Joel Embiid,207.0
Damian Lillard,Tyler Ulis,Dwyane Wade,CJ McCollum,Jake Layman,Otto Jr,Brandon Ingram,Kyle Kuzma,Joel Embiid,220.9
Ben Simmons,Damian Lillard,Dwyane Wade,Austin Rivers,LeBron James,Derrick Jr,Al-Farouq Aminu,Markieff Morris,JaVale McGee,257.6
Ben Simmons,Cameron Payne,Dwyane Wade,Bradley Beal,Josh Richardson,LeBron James,Al-Farouq Aminu,Zach Collins,Ian Mahinmi,255.2
Ben Simmons,TJ McConnell,Bradley Beal,Antonio Blakeney,Josh Richardson,LeBron James,Wendell Jr,Kyle Kuzma,Meyers Leonard,226.8
Tyler Johnson,Damian Lillard,Dwyane Wade,CJ McCollum,Josh Richardson,Lance Stephenson,Dario Saric,Al-Farouq Aminu,Joel Embiid,240.8
Damian Lillard,Seth Curry,Dwyane Wade,CJ McCollum,Josh Richardson,LeBron James,Kelly Olynyk,Bobby Portis,Meyers Leonard,262.3
Damian Lillard,Rajon Rondo,Markelle Fultz,Dwyane Wade,Josh Richardson,Kelly Jr,Kelly Olynyk,Kyle Kuzma,Joel Embiid,282.9
Ben Simmons,Damian Lillard,Rodney McGruder,Josh Hart,LeBron James,Jake Layman,Wendell Jr,Kyle Kuzma,JaVale McGee,287.1
Damian Lillard,Rajon Rondo,CJ McCollum,Austin Rivers,Josh Richardson,LeBron James,Markieff Morris,Kyle Kuzma,Bam Adebayo,256.7
Damian Lillard,Rajon Rondo,Dwyane Wade,CJ McCollum,LeBron James,Evan Turner,Brandon Ingram,Zach Collins,JaVale McGee,280.7
Goran Dragic,Rajon Rondo,CJ McCollum,Bradley Beal,Josh Richardson,Jeff Green,Dario Saric,Kyle Kuzma,Joel Embiid,273.7
Damian Lillard,Lonzo Ball,CJ McCollum,Nik Stauskas,LeBron James,Kelly Jr,Bobby Portis,Kyle Kuzma,JaVale McGee,266.1
Ben Simmons,Tyler Johnson,Dwyane Wade,Bradley Beal,LeBron James,Lance Stephenson,Dario Saric,Wendell Jr,JaVale McGee,209.5
Ben Simmons,Seth Curry,Dwyane Wade,CJ McCollum,Evan Turner,Maurice Harkless,Kelly Olynyk,Kyle Kuzma,Joel Embiid,262.2
Ben Simmons,Cameron Payne,CJ McCollum,Nik Stauskas,Josh Richardson,Jake Layman,Al-Farouq Aminu,Kyle Kuzma,Joel Embiid,264.1
Ben Simmons,Rajon Rondo,Rodney McGruder,Dwyane Wade,Josh Richardson,LeBron James,Brandon Ingram,Kyle Kuzma,Robin Lopez,296.6
Goran Dragic,Ben Simmons,Dwyane Wade,CJ McCollum,LeBron James,Jake Layman,Bobby Portis,Amir Johnson,JaVale McGee,277.2
Tyler Johnson,Ryan Arcidiacono,CJ McCollum,Bradley Beal,Josh Richardson,LeBron James,Brandon Ingram,Bobby Portis,JaVale McGee,276.8
Ben Simmons,Cameron Payne,Dwyane Wade,Antonio Blakeney,LeBron James,Kelly Jr,Kelly Olynyk,Kyle Kuzma,JaVale McGee,236.2
Ben Simmons,Cameron Payne,Rodney McGruder,CJ McCollum,Josh Richardson,LeBron James,Dario Saric,Markieff Morris,JaVale McGee,277.7
