PG,PG,SG,SG,SF,SF,PF,PF,C,P
Spencer Dinwiddie,Shabazz Napier,James Harden,Kent Bazemore,Danilo Gallinari,Wes Iwundu,Aaron Gordon,Montrezl Harrell,Jarrett Allen,211.5
Spencer Dinwiddie,Jerian Grant,Lou Williams,Buddy Hield,Danilo Gallinari,Wes Iwundu,Aaron Gordon,Marvin III,Nikola Vucevic,247.9
Spencer Dinwiddie,Jerian Grant,James Harden,Andrew Wiggins,Danilo Gallinari,Vince Carter,Marvin III,Montrezl Harrell,Alex Len,225.8
Spencer Dinwiddie,Shabazz Napier,Lou Williams,Bogdan Bogdanovic,Danilo Gallinari,Wilson Chandler,Marvin III,Montrezl Harrell,Karl-Anthony Towns,230.9
Spencer Dinwiddie,Shaquille Harrison,James Harden,Bogdan Bogdanovic,Danilo Gallinari,Gerald Green,Aaron Gordon,Marvin III,Willie Cauley-Stein,251.3
Spencer Dinwiddie,Yogi Ferrell,Kent Bazemore,Andrew Wiggins,Danilo Gallinari,Corey Brewer,Aaron Gordon,Marvin III,Karl-Anthony Towns,225.5
Ryan Arcidiacono,Spencer Dinwiddie,Bogdan Bogdanovic,Andrew Wiggins,Danuel House,Danilo Gallinari,Aaron Gordon,Montrezl Harrell,Nikola Vucevic,275.7
Spencer Dinwiddie,Shabazz Napier,James Harden,Andrew Wiggins,DeMarre Carroll,Wilson Chandler,Aaron Gordon,Marvin III,Nikola Vucevic,236.5
Spencer Dinwiddie,Shabazz Napier,James Harden,Buddy Hield,Danuel House,Danilo Gallinari,Marvin III,Kenneth Faried,Dewayne Dedmon,209.7
Spencer Dinwiddie,Yogi Ferrell,James Harden,Bogdan Bogdanovic,Wes Iwundu,Corey Brewer,Marvin III,Montrezl Harrell,Nikola Vucevic,226.4
Spencer Dinwiddie,Jerian Grant,Buddy Hield,Kent Bazemore,Danilo Gallinari,Gerald Green,Montrezl Harrell,Kenneth Faried,Karl-Anthony Towns,206.8
Jerian Grant,Shabazz Napier,James Harden,Austin Rivers,Danilo Gallinari,DeAndre' Bembry,Aaron Gordon,Marvin III,Karl-Anthony Towns,216.1
Spencer Dinwiddie,Yogi Ferrell,James Harden,Lou Williams,Danilo Gallinari,Wilson Chandler,Aaron Gordon,Kenneth Faried,Alex Len,181.5
Spencer Dinwiddie,Jerian Grant,James Harden,Lou Williams,Danuel House,Corey Brewer,Aaron Gordon,Montrezl Harrell,Willie Cauley-Stein,213.0
Spencer Dinwiddie,Jerian Grant,James Harden,Bogdan Bogdanovic,Keita Bates-Diop,Wes Iwundu,Aaron Gordon,Kenneth Faried,Karl-Anthony Towns,158.1
Jerian Grant,Shabazz Napier,James Harden,Bogdan Bogdanovic,Taurean Prince,Danilo Gallinari,Montrezl Harrell,Kenneth Faried,Nikola Vucevic,226.4
DJ Augustin,Ryan Arcidiacono,James Harden,Lou Williams,Danilo Gallinari,Wes Iwundu,Marvin III,Montrezl Harrell,Willie Cauley-Stein,234.5
Spencer Dinwiddie,Landry Shamet,Lou Williams,Andrew Wiggins,DeAndre' Bembry,Wes Iwundu,Aaron Gordon,Montrezl Harrell,Karl-Anthony Towns,225.4
Jerian Grant,Yogi Ferrell,James Harden,Buddy Hield,Joe Harris,Danilo Gallinari,Aaron Gordon,Montrezl Harrell,Dewayne Dedmon,261.9
Ryan Arcidiacono,Spencer Dinwiddie,James Harden,Kent Bazemore,Keita Bates-Diop,Danilo Gallinari,Marvin III,Khem Birch,Nikola Vucevic,232.5
