PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Kemba Walker,Kent Bazemore,Dennis Schroder,Bojan Bogdanovic,Gordon Hayward,Marvin III,Domantas Sabonis,Alex Len,278.0
Stephen Curry,Darren Collison,Dennis Schroder,Dwyane Wade,Paul George,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Alex Len,243.4
Kemba Walker,Kyrie Irving,Dennis Schroder,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Kyle Kuzma,Jayson Tatum,Alex Len,247.2
Russell Westbrook,Darren Collison,Khris Middleton,Jeremy Lamb,Bojan Bogdanovic,Josh Richardson,Kyle Kuzma,Domantas Sabonis,Alex Len,264.4
Kyrie Irving,Darren Collison,Kent Bazemore,Dwyane Wade,LeBron James,Josh Richardson,Marvin III,Domantas Sabonis,Alex Len,339.2
Russell Westbrook,Kyrie Irving,Dennis Schroder,Dwyane Wade,Gordon Hayward,Josh Richardson,Domantas Sabonis,Thaddeus Young,Thomas Bryant,319.7
Stephen Curry,Kyrie Irving,Khris Middleton,Jeremy Lamb,Bojan Bogdanovic,Gordon Hayward,Marvin III,Thaddeus Young,Alex Len,284.1
Stephen Curry,Kemba Walker,Khris Middleton,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Marvin III,Domantas Sabonis,Thomas Bryant,334.1
Stephen Curry,Kemba Walker,Buddy Hield,Dennis Schroder,Bojan Bogdanovic,Gordon Hayward,Kyle Kuzma,Thaddeus Young,Thomas Bryant,307.5
Stephen Curry,Kyrie Irving,Kent Bazemore,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Kyle Kuzma,Domantas Sabonis,JaVale McGee,300.1
Stephen Curry,Kemba Walker,Andrew Wiggins,Bogdan Bogdanovic,Gordon Hayward,Josh Richardson,Domantas Sabonis,Thaddeus Young,Alex Len,267.8
Russell Westbrook,Shelvin Mack,Kent Bazemore,Dennis Schroder,Paul George,Josh Richardson,Kyle Kuzma,Thaddeus Young,Alex Len,227.3
Russell Westbrook,Darren Collison,Buddy Hield,Dwyane Wade,Bojan Bogdanovic,Gordon Hayward,Kyle Kuzma,Marvin III,Brook Lopez,319.6
Stephen Curry,Elie Okobo,Andrew Wiggins,Dennis Schroder,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Marvin III,Alex Len,263.6
Kemba Walker,Isaiah Canaan,Khris Middleton,Dwyane Wade,LeBron James,Gordon Hayward,Kyle Kuzma,Domantas Sabonis,Alex Len,271.2
Kyrie Irving,Darren Collison,Dennis Schroder,Bogdan Bogdanovic,Kevin Durant,Gordon Hayward,Kyle Kuzma,Domantas Sabonis,Alex Len,252.9
Kyrie Irving,Jerryd Bayless,Khris Middleton,Dennis Schroder,LeBron James,Bojan Bogdanovic,Marvin III,Domantas Sabonis,Brook Lopez,328.4
Kemba Walker,Kyrie Irving,Kent Bazemore,Jeremy Lamb,Gordon Hayward,Josh Richardson,Kyle Kuzma,Marvin III,Thomas Bryant,326.7
Kemba Walker,Jevon Carter,Kent Bazemore,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,Alex Len,249.9
Russell Westbrook,Darren Collison,Khris Middleton,Dennis Schroder,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Thaddeus Young,Dewayne Dedmon,273.9
Kemba Walker,Elie Okobo,Buddy Hield,Dwyane Wade,Giannis Antetokounmpo,Bojan Bogdanovic,Marvin III,Thaddeus Young,Alex Len,288.1
Kemba Walker,Jevon Carter,Jeremy Lamb,Dwyane Wade,Paul George,Gordon Hayward,Marvin III,Jayson Tatum,Alex Len,200.6
Kemba Walker,Darren Collison,Khris Middleton,Dennis Schroder,Paul George,Corey Brewer,Kyle Kuzma,Marvin III,Alex Len,231.7
Russell Westbrook,Isaiah Canaan,Kent Bazemore,Dwyane Wade,LeBron James,Bojan Bogdanovic,Marvin III,Thaddeus Young,Thomas Bryant,353.5
Kyrie Irving,Jevon Carter,Khris Middleton,Kent Bazemore,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Jayson Tatum,Alex Len,288.0
Kyrie Irving,Shelvin Mack,Jeremy Lamb,Dennis Schroder,Paul George,Bojan Bogdanovic,Kyle Kuzma,Domantas Sabonis,Thomas Bryant,261.7
Kemba Walker,Darren Collison,Kent Bazemore,Dennis Schroder,Kevin Durant,Josh Richardson,Domantas Sabonis,Thaddeus Young,Brook Lopez,293.9
Kyrie Irving,Isaiah Canaan,Andrew Wiggins,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Marvin III,Domantas Sabonis,Alex Len,277.1
Russell Westbrook,Stephen Curry,Jeremy Lamb,Dennis Schroder,Gordon Hayward,Corey Brewer,Kyle Kuzma,Jayson Tatum,Alex Len,188.1
Stephen Curry,Shelvin Mack,Khris Middleton,Dennis Schroder,LeBron James,Josh Richardson,Domantas Sabonis,Jayson Tatum,Alex Len,244.5
Kemba Walker,Elie Okobo,Kent Bazemore,Dwyane Wade,LeBron James,Bojan Bogdanovic,Domantas Sabonis,Jayson Tatum,Brook Lopez,306.5
Kyrie Irving,Darren Collison,Jrue Holiday,Dennis Schroder,Bojan Bogdanovic,Josh Richardson,Marvin III,Thaddeus Young,JaVale McGee,289.4
Kemba Walker,Jerryd Bayless,Kent Bazemore,Buddy Hield,Giannis Antetokounmpo,Josh Richardson,Kyle Kuzma,Domantas Sabonis,Alex Len,292.0
Stephen Curry,Darren Collison,Kent Bazemore,Bogdan Bogdanovic,Kevin Durant,Bojan Bogdanovic,Marvin III,Jayson Tatum,Alex Len,281.1
Stephen Curry,Kyrie Irving,Dennis Schroder,Bogdan Bogdanovic,Gordon Hayward,Josh Richardson,Marvin III,Jayson Tatum,Brook Lopez,293.2
Kemba Walker,Darren Collison,Jeremy Lamb,Buddy Hield,Bojan Bogdanovic,Gordon Hayward,Domantas Sabonis,Jayson Tatum,JaVale McGee,239.1
Kemba Walker,Shelvin Mack,Dennis Schroder,Dwyane Wade,LeBron James,Gordon Hayward,Marvin III,Thaddeus Young,JaVale McGee,246.8
Kemba Walker,Isaiah Canaan,Dennis Schroder,Bogdan Bogdanovic,LeBron James,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Dewayne Dedmon,285.0
Kyrie Irving,Jerryd Bayless,Andrew Wiggins,Dennis Schroder,Paul George,Gordon Hayward,Jayson Tatum,Thaddeus Young,Alex Len,200.5
Stephen Curry,Jevon Carter,Khris Middleton,Dennis Schroder,Paul George,Gordon Hayward,Kyle Kuzma,Domantas Sabonis,Brook Lopez,259.1
