PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Kyrie Irving,Kent Bazemore,Bogdan Bogdanovic,Kevin Durant,Lance Stephenson,Marvin III,Jayson Tatum,Alex Len,260.8
Damian Lillard,Kyrie Irving,Bradley Beal,Kent Bazemore,Lance Stephenson,Gordon Hayward,Marvin III,Montrezl Harrell,Willie Cauley-Stein,245.5
Stephen Curry,Rajon Rondo,Kent Bazemore,Bogdan Bogdanovic,Kevin Durant,Gordon Hayward,Aaron Gordon,Montrezl Harrell,Willie Cauley-Stein,238.1
Damian Lillard,Kyrie Irving,Lou Williams,Kent Bazemore,Kevin Durant,Gordon Hayward,Aaron Gordon,Ersan Ilyasova,Alex Len,288.9
Damian Lillard,Brad Wanamaker,Kent Bazemore,Bogdan Bogdanovic,Giannis Antetokounmpo,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Alex Len,255.1
Stephen Curry,Kyrie Irving,Khris Middleton,Lou Williams,Gordon Hayward,Sam Dekker,Marvin III,Montrezl Harrell,Alex Len,301.5
Damian Lillard,Chris Chiozza,Buddy Hield,Kent Bazemore,Kevin Durant,Gordon Hayward,Marvin III,Jayson Tatum,Thomas Bryant,231.3
Damian Lillard,Stephen Curry,Lou Williams,Bogdan Bogdanovic,Gordon Hayward,Jake Layman,Marvin III,Jayson Tatum,Willie Cauley-Stein,252.3
Stephen Curry,Kyrie Irving,Khris Middleton,Kent Bazemore,Gordon Hayward,Jarred Vanderbilt,Aaron Gordon,Jayson Tatum,Thomas Bryant,233.9
Kyrie Irving,Elie Okobo,Kent Bazemore,CJ McCollum,Kevin Durant,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Brook Lopez,204.1
Damian Lillard,Emmanuel Mudiay,Khris Middleton,Kent Bazemore,Kevin Durant,Lance Stephenson,Aaron Gordon,Jayson Tatum,Willie Cauley-Stein,190.9
Stephen Curry,Landry Shamet,Lou Williams,Kent Bazemore,Kevin Durant,Gordon Hayward,Marvin III,Draymond Green,Brook Lopez,297.6
Kyrie Irving,Brad Wanamaker,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,Gordon Hayward,Marvin III,Draymond Green,Willie Cauley-Stein,285.5
Stephen Curry,Kyrie Irving,Buddy Hield,Kent Bazemore,Gordon Hayward,Royce O'Neale,Draymond Green,Montrezl Harrell,Al Horford,283.4
Kyrie Irving,Chris Chiozza,Khris Middleton,Kent Bazemore,Giannis Antetokounmpo,Lance Stephenson,Aaron Gordon,Montrezl Harrell,Alex Len,263.0
Stephen Curry,Chris Chiozza,Buddy Hield,Lou Williams,Kevin Durant,Lance Stephenson,Marvin III,Montrezl Harrell,Willie Cauley-Stein,237.8
Damian Lillard,Elie Okobo,Bradley Beal,Bogdan Bogdanovic,Kevin Durant,Lance Stephenson,Aaron Gordon,Montrezl Harrell,Alex Len,243.7
Emmanuel Mudiay,Quinn Cook,James Harden,Kent Bazemore,Kevin Durant,Gordon Hayward,Marvin III,Montrezl Harrell,Alex Len,272.0
Damian Lillard,Stephen Curry,Khris Middleton,Bogdan Bogdanovic,Gordon Hayward,Royce O'Neale,Aaron Gordon,Draymond Green,Alex Len,325.2
Kyrie Irving,Rajon Rondo,Buddy Hield,Lou Williams,Lance Stephenson,Gordon Hayward,Aaron Gordon,Jayson Tatum,Willie Cauley-Stein,193.5
Damian Lillard,Stephen Curry,Bradley Beal,Buddy Hield,Lance Stephenson,Gordon Hayward,Jayson Tatum,Georges Niang,Alex Len,249.5
Damian Lillard,Stephen Curry,Lou Williams,Kent Bazemore,Lance Stephenson,Royce O'Neale,Jayson Tatum,Montrezl Harrell,Thomas Bryant,220.8
Damian Lillard,Kyrie Irving,Kent Bazemore,Bogdan Bogdanovic,Kevin Durant,Jarred Vanderbilt,Montrezl Harrell,Ray Spalding,Nikola Vucevic,208.0
Emmanuel Mudiay,Stephen Curry,Buddy Hield,Bogdan Bogdanovic,Lance Stephenson,Gordon Hayward,Aaron Gordon,Marvin III,Brook Lopez,229.6
