PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Darren Collison,Dennis Schroder,Dwyane Wade,Paul George,Bojan Bogdanovic,Serge Ibaka,Thaddeus Young,Alex Len,233.2
Russell Westbrook,Kemba Walker,Dennis Schroder,Dwyane Wade,Justise Winslow,Bojan Bogdanovic,Domantas Sabonis,Frank Kaminsky,Dewayne Dedmon,245.4
Russell Westbrook,Darren Collison,Dennis Schroder,Dwyane Wade,Josh Richardson,Dwayne Bacon,Serge Ibaka,Domantas Sabonis,Steven Adams,210.4
Kemba Walker,Darren Collison,Bradley Beal,Dwyane Wade,Justise Winslow,Dwayne Bacon,Serge Ibaka,Pascal Siakam,Dewayne Dedmon,235.1
Russell Westbrook,Tony Parker,Dennis Schroder,Dwyane Wade,Justise Winslow,Josh Richardson,Pascal Siakam,Thaddeus Young,Alex Len,225.8
Darren Collison,Tony Parker,Bradley Beal,Dennis Schroder,Paul George,Bojan Bogdanovic,Pascal Siakam,Domantas Sabonis,Dewayne Dedmon,266.2
Russell Westbrook,Darren Collison,Dwyane Wade,Hamidou Diallo,Paul George,Bojan Bogdanovic,Pascal Siakam,Frank Kaminsky,Steven Adams,235.5
Kemba Walker,Darren Collison,Bradley Beal,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Domantas Sabonis,Patrick Patterson,Thomas Bryant,257.7
Russell Westbrook,Darren Collison,Dennis Schroder,Tyler Dorsey,Justise Winslow,Bojan Bogdanovic,Serge Ibaka,Pascal Siakam,Thomas Bryant,227.9
Russell Westbrook,Devonte' Graham,Bradley Beal,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Serge Ibaka,Frank Kaminsky,Alex Len,249.9
Kemba Walker,Tony Parker,Bradley Beal,Dwyane Wade,Paul George,Josh Richardson,Thaddeus Young,Frank Kaminsky,Dewayne Dedmon,253.3
Devonte' Graham,Kemba Walker,Dennis Schroder,Dwyane Wade,Paul George,Dwayne Bacon,Pascal Siakam,Domantas Sabonis,Thomas Bryant,208.2
Russell Westbrook,Cory Joseph,Bradley Beal,Dennis Schroder,Bojan Bogdanovic,Dwayne Bacon,Thaddeus Young,Domantas Sabonis,Alex Len,247.5
Darren Collison,Cory Joseph,Bradley Beal,Dwyane Wade,Justise Winslow,Paul George,Domantas Sabonis,Frank Kaminsky,Alex Len,225.0
Russell Westbrook,Cory Joseph,Dennis Schroder,Dwyane Wade,Paul George,Michael Kidd-Gilchrist,Serge Ibaka,Pascal Siakam,Dewayne Dedmon,227.2
Russell Westbrook,Tony Parker,Dwyane Wade,Tyler Dorsey,Paul George,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,Thomas Bryant,284.0
Russell Westbrook,Kemba Walker,Dennis Schroder,Tyler Dorsey,Paul George,Dwayne Bacon,Thaddeus Young,Frank Kaminsky,Steven Adams,191.1
Kemba Walker,Tony Parker,Dwyane Wade,Hamidou Diallo,Justise Winslow,Paul George,Serge Ibaka,Domantas Sabonis,Steven Adams,240.7
Russell Westbrook,Darren Collison,Dwyane Wade,Delon Wright,Justise Winslow,Paul George,Thaddeus Young,Richaun Holmes,Dewayne Dedmon,249.9
Kemba Walker,Cory Joseph,Bradley Beal,Dennis Schroder,Justise Winslow,Josh Richardson,Serge Ibaka,Frank Kaminsky,Steven Adams,202.1
Russell Westbrook,Darren Collison,Bradley Beal,Dennis Schroder,Josh Richardson,Vince Carter,Thaddeus Young,Frank Kaminsky,Thomas Bryant,224.2
Russell Westbrook,Kemba Walker,Dwyane Wade,Delon Wright,Bojan Bogdanovic,Josh Richardson,Thaddeus Young,Kelly Olynyk,Steven Adams,267.8
Kemba Walker,De'Anthony Melton,Dennis Schroder,Tyler Dorsey,Paul George,Josh Richardson,Serge Ibaka,Domantas Sabonis,Dewayne Dedmon,205.3
Russell Westbrook,Kemba Walker,Dwyane Wade,Malik Monk,Justise Winslow,Doug McDermott,Serge Ibaka,Thaddeus Young,Thomas Bryant,237.7
Kemba Walker,Darren Collison,Hamidou Diallo,Delon Wright,Paul George,Josh Richardson,Pascal Siakam,Domantas Sabonis,Alex Len,219.7
Russell Westbrook,De'Anthony Melton,Bradley Beal,Dwyane Wade,Bojan Bogdanovic,Vince Carter,Pascal Siakam,Thaddeus Young,Dewayne Dedmon,277.5
Kemba Walker,Jeremy Lin,Dennis Schroder,Danny Green,Justise Winslow,Paul George,Pascal Siakam,Thaddeus Young,Dewayne Dedmon,226.9
Russell Westbrook,Devonte' Graham,Bradley Beal,Dennis Schroder,Justise Winslow,OG Anunoby,Serge Ibaka,Thaddeus Young,Dewayne Dedmon,249.3
