PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Paul George,Rudy Gay,Jayson Tatum,Marvin III,Thomas Bryant,308.1
Kyrie Irving,Jamal Murray,Dennis Schroder,Bogdan Bogdanovic,Paul George,Rudy Gay,Paul Millsap,Larry Jr,Brook Lopez,217.1
Kyrie Irving,Jamal Murray,Khris Middleton,Bradley Beal,Paul George,James III,Paul Millsap,Marvin III,Thomas Bryant,291.0
Kyrie Irving,Jamal Murray,Andrew Wiggins,Bogdan Bogdanovic,Giannis Antetokounmpo,Paul George,Skal Labissiere,Daniel Theis,Thomas Bryant,240.6
Russell Westbrook,Kyrie Irving,Bradley Beal,Jaylen Morris,Paul George,Rudy Gay,Larry Jr,Skal Labissiere,Thomas Bryant,224.3
Russell Westbrook,Kyrie Irving,Andrew Wiggins,Buddy Hield,Rudy Gay,James III,Larry Jr,Marvin III,Brook Lopez,209.7
Russell Westbrook,Jamal Murray,Bradley Beal,Bogdan Bogdanovic,Paul George,James III,Larry Jr,Daniel Theis,Al Horford,227.0
Kyrie Irving,Jamal Murray,Jrue Holiday,Bogdan Bogdanovic,Kevin Durant,Juancho Hernangomez,Larry Jr,Marvin III,Thomas Bryant,259.6
Kyrie Irving,Jamal Murray,Bradley Beal,Buddy Hield,Rudy Gay,Juancho Hernangomez,Larry Jr,Jayson Tatum,Al Horford,250.9
Russell Westbrook,Jamal Murray,Dennis Schroder,Khris Middleton,Paul George,Juancho Hernangomez,Skal Labissiere,Marvin III,Brook Lopez,227.4
Kyrie Irving,Jamal Murray,Jrue Holiday,Jaylen Morris,Paul George,Rudy Gay,Marvin III,Daniel Theis,Al Horford,261.1
Kyrie Irving,Jamal Murray,Jrue Holiday,Buddy Hield,Paul George,James III,Jayson Tatum,Skal Labissiere,Brook Lopez,264.9
Russell Westbrook,Jamal Murray,Bogdan Bogdanovic,Jaylen Morris,Giannis Antetokounmpo,James III,Paul Millsap,Marvin III,Brook Lopez,259.6
Kyrie Irving,Tyus Jones,Dennis Schroder,Buddy Hield,Giannis Antetokounmpo,Rudy Gay,Paul Millsap,Marvin III,Thomas Bryant,281.2
Kyrie Irving,Tyus Jones,Bradley Beal,Bogdan Bogdanovic,Kevin Durant,Rudy Gay,Jayson Tatum,Marvin III,Brook Lopez,300.4
Russell Westbrook,Kyrie Irving,Jrue Holiday,Dennis Schroder,Rudy Gay,James III,Jayson Tatum,Daniel Theis,Thomas Bryant,196.2
Russell Westbrook,Jamal Murray,Andrew Wiggins,Khris Middleton,Rudy Gay,Juancho Hernangomez,Paul Millsap,Larry Jr,Thomas Bryant,179.2
Jamal Murray,Jalen Brunson,Bradley Beal,Buddy Hield,Giannis Antetokounmpo,Paul George,Marvin III,Daniel Theis,Brook Lopez,318.3
Kyrie Irving,Derrick White,Khris Middleton,Bogdan Bogdanovic,Giannis Antetokounmpo,Rudy Gay,Larry Jr,Jayson Tatum,Thomas Bryant,240.7
Russell Westbrook,Kyrie Irving,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,James III,Paul Millsap,Skal Labissiere,Thomas Bryant,249.7
Russell Westbrook,Kyrie Irving,Khris Middleton,Bogdan Bogdanovic,Rudy Gay,Juancho Hernangomez,Marvin III,Daniel Theis,Willie Cauley-Stein,217.7
Kyrie Irving,Tyus Jones,James Harden,Bogdan Bogdanovic,Paul George,Juancho Hernangomez,Paul Millsap,Jayson Tatum,Thomas Bryant,266.2
Kyrie Irving,Jalen Brunson,Khris Middleton,Buddy Hield,Paul George,Rudy Gay,Skal Labissiere,Marvin III,Nikola Jokic,265.3
Jamal Murray,Derrick White,Dennis Schroder,Andrew Wiggins,Giannis Antetokounmpo,Rudy Gay,Jayson Tatum,Marvin III,Brook Lopez,242.5
Jamal Murray,Tyus Jones,Dennis Schroder,Khris Middleton,Kevin Durant,Paul George,Larry Jr,Jayson Tatum,Thomas Bryant,265.3
Russell Westbrook,Tyus Jones,Andrew Wiggins,Bradley Beal,Paul George,Rudy Gay,Paul Millsap,Daniel Theis,Brook Lopez,235.2
Bryn Forbes,Jamal Murray,Andrew Wiggins,Bradley Beal,Paul George,Rudy Gay,Larry Jr,Marvin III,Willie Cauley-Stein,255.6
Kyrie Irving,Jamal Murray,James Harden,Bogdan Bogdanovic,Rudy Gay,James III,Skal Labissiere,Marvin III,Steven Adams,254.3
Russell Westbrook,Derrick White,Jrue Holiday,Bogdan Bogdanovic,Paul George,Rudy Gay,Paul Millsap,Skal Labissiere,Al Horford,233.4
Kyrie Irving,Derrick White,Andrew Wiggins,Bogdan Bogdanovic,Paul George,James III,Jayson Tatum,Marvin III,Nikola Jokic,230.4
Russell Westbrook,Jalen Brunson,Dennis Schroder,Jaylen Morris,Kevin Durant,Paul George,Paul Millsap,Marvin III,Thomas Bryant,252.5
Russell Westbrook,Kyrie Irving,Andrew Wiggins,Bradley Beal,Juancho Hernangomez,Wesley Johnson,Jayson Tatum,Marvin III,Thomas Bryant,232.3
Russell Westbrook,Patty Mills,Jrue Holiday,Bogdan Bogdanovic,Paul George,Juancho Hernangomez,Larry Jr,Jayson Tatum,Brook Lopez,226.7
Russell Westbrook,Patty Mills,Andrew Wiggins,Buddy Hield,Paul George,Juancho Hernangomez,Paul Millsap,Marvin III,Al Horford,251.4
Jamal Murray,Patty Mills,Dennis Schroder,Bradley Beal,Paul George,Rudy Gay,Jayson Tatum,Skal Labissiere,Nikola Jokic,255.2
Jamal Murray,Terry Rozier,Dennis Schroder,Bogdan Bogdanovic,Kevin Durant,Paul George,Marvin III,Daniel Theis,Nikola Jokic,265.6
Jamal Murray,Patty Mills,Jrue Holiday,Buddy Hield,Kevin Durant,Rudy Gay,Paul Millsap,Marvin III,Brook Lopez,301.9
Russell Westbrook,Jalen Brunson,Bradley Beal,Bogdan Bogdanovic,Rudy Gay,James III,Paul Millsap,Jayson Tatum,Nikola Jokic,230.1
Jamal Murray,Terry Rozier,Jrue Holiday,Bradley Beal,Giannis Antetokounmpo,Rudy Gay,Skal Labissiere,Marvin III,Thomas Bryant,289.4
