PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Kyrie Irving,Bogdan Bogdanovic,Khyri Thomas,Gordon Hayward,Rudy Gay,Kyle Kuzma,Anthony Davis,JaVale McGee,278.2
Quinn Cook,Kyrie Irving,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,LeBron James,Anthony Davis,Jon Leuer,Willie Cauley-Stein,264.4
Stephen Curry,Yogi Ferrell,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Rudy Gay,Marvin III,Blake Griffin,Willie Cauley-Stein,268.9
Stephen Curry,Bryn Forbes,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,Glenn III,Kyle Kuzma,Anthony Davis,Willie Cauley-Stein,243.3
Kyrie Irving,Yogi Ferrell,Buddy Hield,Bogdan Bogdanovic,LeBron James,Gerald Green,Kyle Kuzma,Marvin III,JaVale McGee,309.6
Kyrie Irving,Yogi Ferrell,James Harden,Bogdan Bogdanovic,Gordon Hayward,Glenn III,Blake Griffin,Anthony Davis,Jakob Poeltl,223.0
Patty Mills,Bryn Forbes,Buddy Hield,Bogdan Bogdanovic,LeBron James,Rudy Gay,Blake Griffin,Anthony Davis,JaVale McGee,283.6
Stephen Curry,Kyrie Irving,Bogdan Bogdanovic,Khyri Thomas,LeBron James,Glenn III,Marvin III,Johnathan Williams,Willie Cauley-Stein,251.3
Quinn Cook,Stephen Curry,James Harden,Bogdan Bogdanovic,Gordon Hayward,LeBron James,Kyle Kuzma,Johnathan Williams,Jakob Poeltl,251.6
Stephen Curry,Patty Mills,James Harden,Bogdan Bogdanovic,Glenn III,Gerald Green,Marvin III,Anthony Davis,JaVale McGee,252.8
Kyrie Irving,Patty Mills,Bogdan Bogdanovic,Khyri Thomas,Kevin Durant,Gerald Green,Blake Griffin,Anthony Davis,Willie Cauley-Stein,230.5
Stephen Curry,Kyrie Irving,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,Rudy Gay,Johnathan Williams,Jon Leuer,Jakob Poeltl,196.6
Stephen Curry,Yogi Ferrell,Bogdan Bogdanovic,Khyri Thomas,Kevin Durant,LeBron James,Blake Griffin,Jon Leuer,JaVale McGee,276.1
Kyrie Irving,Bryn Forbes,James Harden,Bogdan Bogdanovic,Gordon Hayward,Gerald Green,Kyle Kuzma,Draymond Green,Willie Cauley-Stein,241.8
