PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Brad Wanamaker,Lou Williams,Dennis Schroder,Kawhi Leonard,Gordon Hayward,Noah Vonleh,Guerschon Yabusele,Steven Adams,170.9
Brad Wanamaker,Jerome Robinson,Lou Williams,Dennis Schroder,Paul George,Gordon Hayward,Pascal Siakam,Serge Ibaka,Al Horford,187.6
Kyrie Irving,Brad Wanamaker,Dennis Schroder,Hamidou Diallo,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Al Horford,198.5
Kyrie Irving,Jevon Carter,Lou Williams,Dennis Schroder,Paul George,Gordon Hayward,Jayson Tatum,Noah Vonleh,Joakim Noah,203.0
Kyrie Irving,Kadeem Allen,Dennis Schroder,Delon Wright,Kawhi Leonard,Gordon Hayward,Pascal Siakam,Serge Ibaka,Steven Adams,213.9
Russell Westbrook,Brad Wanamaker,Dennis Schroder,Hamidou Diallo,Paul George,CJ Miles,Pascal Siakam,Jayson Tatum,Steven Adams,210.4
Russell Westbrook,Kadeem Allen,Dennis Schroder,Delon Wright,Paul George,Gordon Hayward,Montrezl Harrell,Guerschon Yabusele,Al Horford,236.8
Jevon Carter,Brad Wanamaker,Damyean Dotson,Dennis Schroder,Paul George,Kawhi Leonard,Montrezl Harrell,Serge Ibaka,Steven Adams,188.3
Russell Westbrook,Kyrie Irving,Lou Williams,Dennis Schroder,Gordon Hayward,CJ Miles,Serge Ibaka,JaMychal Green,Enes Kanter,183.6
Russell Westbrook,Kadeem Allen,Lou Williams,Hamidou Diallo,Kawhi Leonard,Gordon Hayward,Pascal Siakam,Jayson Tatum,Enes Kanter,196.2
Russell Westbrook,Shelvin Mack,Damyean Dotson,Dennis Schroder,Paul George,Gordon Hayward,Pascal Siakam,Noah Vonleh,Enes Kanter,194.8
Kyrie Irving,Jerome Robinson,Lou Williams,Hamidou Diallo,Paul George,Gordon Hayward,Montrezl Harrell,Guerschon Yabusele,Steven Adams,212.9
Kadeem Allen,Jerome Robinson,Lou Williams,Dennis Schroder,Paul George,Kawhi Leonard,Montrezl Harrell,Noah Vonleh,Enes Kanter,168.1
Kyrie Irving,Brad Wanamaker,Allonzo Trier,Wesley Matthews,Paul George,Gordon Hayward,Jayson Tatum,Serge Ibaka,Steven Adams,221.8
Kyrie Irving,Jevon Carter,Lou Williams,Dennis Schroder,Kawhi Leonard,Norman Powell,Serge Ibaka,Guerschon Yabusele,Al Horford,192.6
Kyrie Irving,Brad Wanamaker,Lou Williams,Justin Holiday,Kawhi Leonard,Norman Powell,Pascal Siakam,Jayson Tatum,Steven Adams,229.7
Russell Westbrook,Jerome Robinson,Lou Williams,Dennis Schroder,Kawhi Leonard,Bruno Caboclo,Jayson Tatum,Serge Ibaka,Joakim Noah,200.4
Russell Westbrook,Jerome Robinson,Dennis Schroder,Delon Wright,Paul George,Norman Powell,Noah Vonleh,Serge Ibaka,Steven Adams,250.4
Russell Westbrook,Fred VanVleet,Lou Williams,Dennis Schroder,Paul George,Norman Powell,Jayson Tatum,Guerschon Yabusele,Enes Kanter,219.5
Russell Westbrook,Brad Wanamaker,Lou Williams,Allonzo Trier,Paul George,Gordon Hayward,Montrezl Harrell,Mike Scott,Enes Kanter,188.2
Kyrie Irving,Brad Wanamaker,Allonzo Trier,Dennis Schroder,Paul George,Kawhi Leonard,Pascal Siakam,Guerschon Yabusele,Joakim Noah,164.4
Russell Westbrook,Jerome Robinson,Allonzo Trier,Dennis Schroder,Kawhi Leonard,Mario Hezonja,Pascal Siakam,Montrezl Harrell,Steven Adams,211.7
Russell Westbrook,Shelvin Mack,Dennis Schroder,Wesley Matthews,Kawhi Leonard,Gordon Hayward,Montrezl Harrell,Serge Ibaka,Nerlens Noel,197.5
Shelvin Mack,Jevon Carter,Dennis Schroder,Delon Wright,Paul George,Kawhi Leonard,Pascal Siakam,Jayson Tatum,Al Horford,227.0
Russell Westbrook,Jerome Robinson,Allonzo Trier,Hamidou Diallo,Paul George,Gordon Hayward,Jayson Tatum,Noah Vonleh,Al Horford,233.7
Russell Westbrook,Kyrie Irving,Lou Williams,Delon Wright,Gordon Hayward,Bruno Caboclo,Jayson Tatum,Patrick Patterson,Steven Adams,256.6
Russell Westbrook,Jevon Carter,Justin Holiday,Avery Bradley,Kawhi Leonard,Gordon Hayward,Jayson Tatum,Serge Ibaka,Steven Adams,231.0
Russell Westbrook,Kyrie Irving,Marcus Smart,Dennis Schroder,Gordon Hayward,Norman Powell,Pascal Siakam,Montrezl Harrell,Joakim Noah,241.2
Russell Westbrook,Fred VanVleet,Justin Holiday,Dennis Schroder,Kawhi Leonard,Gordon Hayward,Pascal Siakam,Patrick Patterson,Al Horford,236.3
Shelvin Mack,Brad Wanamaker,Lou Williams,Wesley Matthews,Paul George,Kawhi Leonard,Montrezl Harrell,Guerschon Yabusele,Al Horford,193.3
Shelvin Mack,Shai Gilgeous-Alexander,Lou Williams,Dennis Schroder,Paul George,Norman Powell,Pascal Siakam,Montrezl Harrell,Steven Adams,231.8
