PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Darren Collison,Bradley Beal,Buddy Hield,Paul George,Bojan Bogdanovic,Domantas Sabonis,Marvin III,Thomas Bryant,272.7
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Pascal Siakam,Marvin III,Thomas Bryant,230.6
Russell Westbrook,Damian Lillard,Buddy Hield,Bogdan Bogdanovic,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Domantas Sabonis,Thomas Bryant,251.7
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Dennis Schroder,Paul George,Bojan Bogdanovic,Serge Ibaka,Jayson Tatum,Thomas Bryant,278.4
Russell Westbrook,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Bojan Bogdanovic,Justise Winslow,Jayson Tatum,Domantas Sabonis,Thomas Bryant,283.5
Russell Westbrook,Spencer Dinwiddie,Buddy Hield,CJ McCollum,Bojan Bogdanovic,Josh Richardson,Domantas Sabonis,Marvin III,Brook Lopez,288.8
Damian Lillard,Darren Collison,Buddy Hield,Jeremy Lamb,Paul George,Bojan Bogdanovic,Jayson Tatum,Pascal Siakam,Brook Lopez,262.0
Damian Lillard,Spencer Dinwiddie,Bogdan Bogdanovic,CJ McCollum,Paul George,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,Mitchell Robinson,262.9
Stephen Curry,Damian Lillard,Bradley Beal,Dennis Schroder,Bojan Bogdanovic,Justise Winslow,Pascal Siakam,Marvin III,Thomas Bryant,215.4
Russell Westbrook,Darren Collison,Dennis Schroder,Bogdan Bogdanovic,Paul George,Bojan Bogdanovic,Serge Ibaka,Marvin III,Mitchell Robinson,206.5
Stephen Curry,Kyrie Irving,Jeremy Lamb,CJ McCollum,Bojan Bogdanovic,Josh Richardson,Serge Ibaka,Marvin III,Thomas Bryant,281.7
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Jeremy Lamb,Paul George,Justise Winslow,Domantas Sabonis,Marvin III,Mitchell Robinson,264.5
Stephen Curry,Darren Collison,Dennis Schroder,Bogdan Bogdanovic,Paul George,Josh Richardson,Pascal Siakam,Domantas Sabonis,Thomas Bryant,250.6
Russell Westbrook,Darren Collison,Jeremy Lamb,CJ McCollum,Paul George,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Thomas Bryant,302.9
Darren Collison,Spencer Dinwiddie,Buddy Hield,Bogdan Bogdanovic,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Marvin III,Joel Embiid,274.7
Russell Westbrook,Darren Collison,Bradley Beal,Buddy Hield,Bojan Bogdanovic,Justise Winslow,Serge Ibaka,Pascal Siakam,Dewayne Dedmon,261.5
Damian Lillard,Kemba Walker,Bradley Beal,Buddy Hield,Bojan Bogdanovic,Josh Richardson,Noah Vonleh,Jayson Tatum,Thomas Bryant,290.1
Damian Lillard,Spencer Dinwiddie,Buddy Hield,CJ McCollum,Paul George,Gordon Hayward,Noah Vonleh,Marvin III,Thomas Bryant,270.7
Kyrie Irving,Spencer Dinwiddie,Dennis Schroder,Jeremy Lamb,Paul George,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Dewayne Dedmon,306.1
Stephen Curry,Kyrie Irving,Buddy Hield,Bogdan Bogdanovic,Bojan Bogdanovic,Josh Richardson,Jayson Tatum,Domantas Sabonis,Dewayne Dedmon,303.8
Kyrie Irving,Spencer Dinwiddie,Buddy Hield,CJ McCollum,Kawhi Leonard,Bojan Bogdanovic,Pascal Siakam,Thaddeus Young,Thomas Bryant,285.1
Darren Collison,Spencer Dinwiddie,Bradley Beal,Bogdan Bogdanovic,Kawhi Leonard,Bojan Bogdanovic,Pascal Siakam,Domantas Sabonis,Brook Lopez,265.5
