PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Ricky Rubio,Dennis Schroder,Dwyane Wade,Rudy Gay,Josh Richardson,Serge Ibaka,Jayson Tatum,Thomas Bryant,245.2
Jevon Carter,Ricky Rubio,Dennis Schroder,Dwyane Wade,Paul George,Kawhi Leonard,Aaron Gordon,Derrick Favors,Thomas Bryant,212.6
Ben Simmons,Ricky Rubio,Dennis Schroder,Khris Middleton,Rudy Gay,Josh Richardson,Aaron Gordon,Larry Jr,Al Horford,282.5
Ben Simmons,Ricky Rubio,Khris Middleton,Jordan McRae,Paul George,Rudy Gay,Serge Ibaka,Derrick Favors,Thomas Bryant,258.9
Kyrie Irving,Ben Simmons,Dennis Schroder,Dwyane Wade,Kawhi Leonard,Josh Richardson,Larry Jr,Malcolm Miller,Thomas Bryant,211.5
Ben Simmons,Damian Lillard,Dennis Schroder,Dwyane Wade,Josh Richardson,James III,Serge Ibaka,Derrick Favors,Al Horford,241.5
Damian Lillard,Jevon Carter,Dennis Schroder,Khris Middleton,Kawhi Leonard,Rudy Gay,Jayson Tatum,Larry Jr,Thomas Bryant,238.6
Kyrie Irving,Jevon Carter,Khris Middleton,Dwyane Wade,Rudy Gay,Josh Richardson,Aaron Gordon,Serge Ibaka,Brook Lopez,294.4
Ben Simmons,Ricky Rubio,Dennis Schroder,Dwyane Wade,Paul George,Wes Iwundu,Serge Ibaka,Larry Jr,Brook Lopez,186.2
Kyrie Irving,Ricky Rubio,Dennis Schroder,Khris Middleton,Josh Richardson,James III,Jayson Tatum,Derrick Favors,Brook Lopez,255.3
Russell Westbrook,Ben Simmons,Jordan McRae,Dwyane Wade,Rudy Gay,Josh Richardson,Larry Jr,Derrick Favors,Brook Lopez,255.3
Damian Lillard,Ricky Rubio,Khris Middleton,Dwyane Wade,Josh Richardson,Wes Iwundu,Pascal Siakam,Derrick Favors,Thomas Bryant,290.7
Ben Simmons,Jevon Carter,Dennis Schroder,Bradley Beal,Rudy Gay,Josh Richardson,Pascal Siakam,Derrick Favors,Thomas Bryant,277.6
Kyrie Irving,Jevon Carter,Dennis Schroder,Dwyane Wade,Paul George,Josh Richardson,Jayson Tatum,Ivan Rabb,Al Horford,203.1
Jevon Carter,Ricky Rubio,Dennis Schroder,Khris Middleton,Kawhi Leonard,Josh Richardson,Serge Ibaka,Malcolm Miller,Joel Embiid,252.2
Russell Westbrook,Jevon Carter,Khris Middleton,Dwyane Wade,Paul George,James III,Serge Ibaka,Larry Jr,Thomas Bryant,191.5
Kyrie Irving,Ben Simmons,Dennis Schroder,Dwyane Wade,Rudy Gay,Wes Iwundu,Jayson Tatum,Derrick Favors,Steven Adams,220.7
Kyrie Irving,Ricky Rubio,Bradley Beal,Dwyane Wade,Rudy Gay,James III,Aaron Gordon,Larry Jr,Thomas Bryant,256.1
Russell Westbrook,Kyrie Irving,Dennis Schroder,Jordan McRae,Josh Richardson,Wes Iwundu,Aaron Gordon,Derrick Favors,Thomas Bryant,233.1
Ben Simmons,Ricky Rubio,Dennis Schroder,Bradley Beal,Paul George,James III,Jayson Tatum,Malcolm Miller,Thomas Bryant,211.5
Russell Westbrook,Jevon Carter,Dennis Schroder,Jordan McRae,Kawhi Leonard,Rudy Gay,Aaron Gordon,Serge Ibaka,Al Horford,250.4
Ben Simmons,Jevon Carter,James Harden,Dwyane Wade,Kawhi Leonard,Rudy Gay,Serge Ibaka,Ivan Rabb,Thomas Bryant,271.2
Jevon Carter,Ricky Rubio,Jordan McRae,Dwyane Wade,Paul George,Rudy Gay,Jayson Tatum,Larry Jr,Joel Embiid,219.4
Damian Lillard,Ricky Rubio,Dennis Schroder,Jordan McRae,Rudy Gay,Josh Richardson,Derrick Favors,Ivan Rabb,Joel Embiid,263.3
Damian Lillard,Ricky Rubio,Jordan McRae,Dwyane Wade,Paul George,Josh Richardson,Serge Ibaka,Malcolm Miller,Steven Adams,214.7
Kyrie Irving,Ricky Rubio,Dennis Schroder,Jordan McRae,Paul George,Rudy Gay,Aaron Gordon,Malcolm Miller,Brook Lopez,242.4
Russell Westbrook,Ricky Rubio,Dennis Schroder,Bradley Beal,Rudy Gay,Wes Iwundu,Derrick Favors,Malcolm Miller,Al Horford,245.7
Russell Westbrook,Ricky Rubio,Dennis Schroder,Jordan McRae,Paul George,James III,Larry Jr,Derrick Favors,Steven Adams,163.2
