PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Jamal Murray,Lou Williams,Khris Middleton,Bojan Bogdanovic,Deng Adel,Domantas Sabonis,Anthony Davis,JaVale McGee,279.7
Jamal Murray,Isaiah Thomas,Lou Williams,CJ McCollum,Giannis Antetokounmpo,Bojan Bogdanovic,Kyle Kuzma,Noah Vonleh,JaVale McGee,283.8
Darren Collison,Isaiah Thomas,Khris Middleton,CJ McCollum,LeBron James,Bojan Bogdanovic,Anthony Davis,Henry Ellenson,JaVale McGee,296.2
Jamal Murray,Darren Collison,Lou Williams,CJ McCollum,Bojan Bogdanovic,Evan Turner,Montrezl Harrell,Anthony Davis,Brook Lopez,316.6
Jamal Murray,Isaiah Thomas,Lou Williams,Khris Middleton,LeBron James,Davis Bertans,Kyle Kuzma,Anthony Davis,Brook Lopez,292.5
Darren Collison,Isaiah Thomas,Lou Williams,Khris Middleton,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Amir Johnson,Brook Lopez,227.8
Damian Lillard,Darren Collison,Lou Williams,CJ McCollum,Bojan Bogdanovic,Davis Bertans,Thaddeus Young,Paul Millsap,JaVale McGee,298.8
Jamal Murray,Darren Collison,Lou Williams,Khris Middleton,LeBron James,Evan Turner,Thaddeus Young,Noah Vonleh,JaVale McGee,297.1
Ben Simmons,Darren Collison,Lou Williams,Khris Middleton,Bojan Bogdanovic,Jake Layman,Kyle Kuzma,Montrezl Harrell,JaVale McGee,306.4
Ben Simmons,Jamal Murray,Khris Middleton,CJ McCollum,Bojan Bogdanovic,Darius Miller,Kyle Kuzma,Anthony Davis,Jahlil Okafor,310.0
Damian Lillard,Jamal Murray,Khris Middleton,CJ McCollum,Bojan Bogdanovic,Jake Layman,Thaddeus Young,Noah Vonleh,Brook Lopez,296.5
Jamal Murray,Darren Collison,Khris Middleton,Tony Snell,Giannis Antetokounmpo,Bojan Bogdanovic,Noah Vonleh,Anthony Davis,Kyle O'Quinn,283.3
Jamal Murray,Brandon Knight,Khris Middleton,CJ McCollum,Giannis Antetokounmpo,Davis Bertans,Thaddeus Young,Anthony Davis,JaVale McGee,301.5
Jamal Murray,Darren Collison,Lou Williams,David Nwaba,LeBron James,Bojan Bogdanovic,Domantas Sabonis,Kyle Kuzma,Jahlil Okafor,283.9
Jamal Murray,Ryan Arcidiacono,Lou Williams,CJ McCollum,LeBron James,Jake Layman,Anthony Davis,Paul Millsap,JaVale McGee,321.0
Darren Collison,TJ McConnell,Lou Williams,CJ McCollum,Giannis Antetokounmpo,Kevin Knox,Domantas Sabonis,Anthony Davis,JaVale McGee,278.6
Ben Simmons,Isaiah Thomas,Lou Williams,CJ McCollum,Bojan Bogdanovic,Davis Bertans,Domantas Sabonis,Anthony Davis,Mitchell Robinson,262.7
Ben Simmons,Isaiah Thomas,Lou Williams,Khris Middleton,Giannis Antetokounmpo,Evan Turner,Jonah Bolden,Anthony Davis,JaVale McGee,233.0
Jamal Murray,Isaiah Thomas,CJ McCollum,Monte Morris,LeBron James,Bojan Bogdanovic,Domantas Sabonis,Paul Millsap,Brook Lopez,302.7
Ben Simmons,Brandon Knight,Lou Williams,Ian Clark,LeBron James,Bojan Bogdanovic,Noah Vonleh,Anthony Davis,JaVale McGee,290.0
Damian Lillard,Brandon Knight,Lou Williams,CJ McCollum,LeBron James,Evan Turner,Domantas Sabonis,Kyle Kuzma,JaVale McGee,293.7
