PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Kemba Walker,Jeremy Lamb,Buddy Hield,Paul George,Bojan Bogdanovic,Marvin III,Serge Ibaka,Nikola Vucevic,275.0
Stephen Curry,Spencer Dinwiddie,Jrue Holiday,Lou Williams,Paul George,Bojan Bogdanovic,Montrezl Harrell,Marvin III,Nikola Vucevic,263.9
Kyrie Irving,Spencer Dinwiddie,Jrue Holiday,Jeremy Lamb,Kawhi Leonard,Paul George,Marvin III,Pascal Siakam,Alex Len,267.5
Spencer Dinwiddie,Darren Collison,Jeremy Lamb,Buddy Hield,Giannis Antetokounmpo,Paul George,Montrezl Harrell,Marvin III,Rudy Gobert,261.7
Kyrie Irving,Kemba Walker,Dennis Schroder,Lou Williams,Paul George,Danilo Gallinari,Montrezl Harrell,Marvin III,Alex Len,235.7
Kemba Walker,Ricky Rubio,Jrue Holiday,Jeremy Lamb,Paul George,Andrew Wiggins,Montrezl Harrell,Marvin III,Jarrett Allen,289.1
Kemba Walker,Darren Collison,Dennis Schroder,Jrue Holiday,Paul George,Bojan Bogdanovic,Marvin III,Pascal Siakam,Rudy Gobert,237.9
Kyrie Irving,Darren Collison,Jrue Holiday,Jeremy Lamb,Paul George,Danilo Gallinari,Montrezl Harrell,Domantas Sabonis,Nikola Vucevic,261.1
Kemba Walker,Spencer Dinwiddie,Jrue Holiday,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Montrezl Harrell,Serge Ibaka,Alex Len,235.4
Kyrie Irving,Ricky Rubio,Lou Williams,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Montrezl Harrell,Pascal Siakam,Nikola Vucevic,224.4
Kemba Walker,Spencer Dinwiddie,Kent Bazemore,Buddy Hield,Paul George,Danilo Gallinari,Montrezl Harrell,Pascal Siakam,Nikola Vucevic,221.5
Ricky Rubio,Spencer Dinwiddie,Dennis Schroder,Jeremy Lamb,Giannis Antetokounmpo,Danilo Gallinari,Marvin III,Serge Ibaka,Nikola Vucevic,274.0
Kyrie Irving,Ricky Rubio,Jrue Holiday,Lou Williams,Paul George,Bojan Bogdanovic,Jayson Tatum,Serge Ibaka,Alex Len,246.7
Ricky Rubio,Darren Collison,Lou Williams,Jeremy Lamb,Kawhi Leonard,Paul George,Jayson Tatum,Marvin III,Nikola Vucevic,271.8
Kyrie Irving,Spencer Dinwiddie,Lou Williams,Jeremy Lamb,Paul George,Andrew Wiggins,Montrezl Harrell,Serge Ibaka,Steven Adams,250.0
Kyrie Irving,Spencer Dinwiddie,Dennis Schroder,Kent Bazemore,Paul George,Andrew Wiggins,Marvin III,Domantas Sabonis,Nikola Vucevic,264.0
Kemba Walker,Spencer Dinwiddie,Lou Williams,Buddy Hield,Giannis Antetokounmpo,Bojan Bogdanovic,Marvin III,Pascal Siakam,Steven Adams,251.3
Stephen Curry,Darren Collison,Jrue Holiday,Buddy Hield,Paul George,Danilo Gallinari,Marvin III,Serge Ibaka,Alex Len,284.2
Kyrie Irving,Ricky Rubio,Jrue Holiday,Buddy Hield,Kawhi Leonard,Bojan Bogdanovic,Montrezl Harrell,Marvin III,Rudy Gobert,276.6
Stephen Curry,Kemba Walker,Lou Williams,Jeremy Lamb,Paul George,Bojan Bogdanovic,Domantas Sabonis,Pascal Siakam,Alex Len,225.3
Kyrie Irving,Darren Collison,Jrue Holiday,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Jayson Tatum,Marvin III,Jarrett Allen,288.4
Ricky Rubio,Spencer Dinwiddie,Jrue Holiday,Buddy Hield,Paul George,Andrew Wiggins,Serge Ibaka,Noah Vonleh,Nikola Vucevic,261.3
Stephen Curry,Spencer Dinwiddie,Dennis Schroder,Jeremy Lamb,Paul George,Bojan Bogdanovic,Jayson Tatum,Serge Ibaka,Jarrett Allen,241.1
Stephen Curry,Kyrie Irving,Dennis Schroder,Buddy Hield,Paul George,Bojan Bogdanovic,Montrezl Harrell,Pascal Siakam,Brook Lopez,198.0
Kyrie Irving,Kemba Walker,Dennis Schroder,Jrue Holiday,Bojan Bogdanovic,Andrew Wiggins,Montrezl Harrell,Noah Vonleh,Nikola Vucevic,221.6
Kemba Walker,Spencer Dinwiddie,Dennis Schroder,Jeremy Lamb,Paul George,Kevin Durant,Marvin III,Noah Vonleh,Brook Lopez,254.2
Kyrie Irving,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Kevin Durant,Bojan Bogdanovic,Marvin III,Serge Ibaka,Rudy Gobert,264.9
Kemba Walker,Spencer Dinwiddie,Jrue Holiday,Buddy Hield,Paul George,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,Brook Lopez,240.2
Stephen Curry,Kemba Walker,Dennis Schroder,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Montrezl Harrell,Marvin III,Al Horford,263.0
Kemba Walker,Darren Collison,Lou Williams,Buddy Hield,Kevin Durant,Andrew Wiggins,Montrezl Harrell,Marvin III,Nikola Vucevic,280.0
Kyrie Irving,Spencer Dinwiddie,Lou Williams,Buddy Hield,Paul George,Gordon Hayward,Jayson Tatum,Marvin III,Jarrett Allen,261.5
Kyrie Irving,Darren Collison,Jrue Holiday,Lou Williams,Paul George,Andrew Wiggins,Marvin III,Derrick Favors,Al Horford,279.4
Kemba Walker,Spencer Dinwiddie,Jrue Holiday,Lou Williams,Kawhi Leonard,Danilo Gallinari,Marvin III,Serge Ibaka,Brook Lopez,276.7
Kyrie Irving,Darren Collison,Jeremy Lamb,Kent Bazemore,Giannis Antetokounmpo,Paul George,Serge Ibaka,Noah Vonleh,Alex Len,239.8
Stephen Curry,Kyrie Irving,Jrue Holiday,Jeremy Lamb,Danilo Gallinari,Bojan Bogdanovic,Serge Ibaka,Pascal Siakam,Steven Adams,273.0
Kyrie Irving,Darren Collison,Dennis Schroder,Buddy Hield,Kawhi Leonard,Paul George,Marvin III,Noah Vonleh,Steven Adams,262.6
