PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Spencer Dinwiddie,Dennis Schroder,Dwyane Wade,Giannis Antetokounmpo,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,JaVale McGee,281.3
Stephen Curry,Ricky Rubio,Khris Middleton,Dennis Schroder,Josh Richardson,Bojan Bogdanovic,Kyle Kuzma,Aaron Gordon,JaVale McGee,272.0
Russell Westbrook,Ricky Rubio,Dennis Schroder,Dwyane Wade,Rudy Gay,Justise Winslow,Kyle Kuzma,Draymond Green,JaVale McGee,241.5
Darren Collison,Spencer Dinwiddie,Khris Middleton,Dennis Schroder,Kevin Durant,Rudy Gay,Kyle Kuzma,Paul Millsap,JaVale McGee,289.7
Stephen Curry,Jamal Murray,Dennis Schroder,Dwyane Wade,Josh Richardson,Justise Winslow,Paul Millsap,Derrick Favors,JaVale McGee,290.9
Stephen Curry,Darren Collison,Dennis Schroder,Jrue Holiday,Rudy Gay,Bojan Bogdanovic,Thaddeus Young,Derrick Favors,JaVale McGee,324.4
Stephen Curry,Spencer Dinwiddie,Khris Middleton,Dwyane Wade,Rudy Gay,Justise Winslow,Thaddeus Young,Aaron Gordon,JaVale McGee,276.0
Ricky Rubio,Spencer Dinwiddie,Khris Middleton,Dwyane Wade,Kevin Durant,Bojan Bogdanovic,Draymond Green,Derrick Favors,JaVale McGee,295.1
Ben Simmons,Spencer Dinwiddie,Dennis Schroder,Jrue Holiday,Bojan Bogdanovic,Justise Winslow,Draymond Green,Aaron Gordon,JaVale McGee,288.5
Jamal Murray,Darren Collison,Dwyane Wade,Jrue Holiday,Josh Richardson,Rudy Gay,Kyle Kuzma,Aaron Gordon,JaVale McGee,272.6
Stephen Curry,Jamal Murray,Khris Middleton,Dennis Schroder,Giannis Antetokounmpo,Rudy Gay,Draymond Green,James Johnson,JaVale McGee,306.3
Stephen Curry,Spencer Dinwiddie,Dennis Schroder,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Draymond Green,Paul Millsap,Steven Adams,281.8
Jamal Murray,Spencer Dinwiddie,Dennis Schroder,Dwyane Wade,Kevin Durant,Josh Richardson,Draymond Green,Aaron Gordon,Brook Lopez,265.6
Ben Simmons,Darren Collison,Dennis Schroder,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Brook Lopez,316.4
Jamal Murray,Ricky Rubio,Khris Middleton,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Kyle Kuzma,Paul Millsap,Brook Lopez,293.4
Darren Collison,Ricky Rubio,Dennis Schroder,Dwyane Wade,LeBron James,Bojan Bogdanovic,Paul Millsap,James Johnson,JaVale McGee,256.2
Ricky Rubio,Spencer Dinwiddie,Dennis Schroder,Jrue Holiday,Josh Richardson,Rudy Gay,Kyle Kuzma,Thaddeus Young,Steven Adams,259.0
Russell Westbrook,Shabazz Napier,Khris Middleton,Dennis Schroder,Bojan Bogdanovic,Justise Winslow,Thaddeus Young,Paul Millsap,JaVale McGee,262.0
Jamal Murray,Ricky Rubio,Khris Middleton,Jrue Holiday,Josh Richardson,Justise Winslow,Thaddeus Young,Draymond Green,JaVale McGee,289.7
Ben Simmons,Ricky Rubio,Dennis Schroder,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Thaddeus Young,Aaron Gordon,Jarrett Allen,251.5
Jamal Murray,Ricky Rubio,Dennis Schroder,Jrue Holiday,Kevin Durant,Wes Iwundu,Kyle Kuzma,Derrick Favors,JaVale McGee,258.0
Russell Westbrook,Spencer Dinwiddie,Khris Middleton,Dennis Schroder,Rudy Gay,Bojan Bogdanovic,Aaron Gordon,James Johnson,Brook Lopez,254.2
Jamal Murray,Darren Collison,Khris Middleton,Dennis Schroder,Bojan Bogdanovic,Justise Winslow,Kyle Kuzma,Draymond Green,Steven Adams,283.0
