PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Kemba Walker,Dennis Schroder,Kent Bazemore,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Serge Ibaka,Alex Len,260.1
Kemba Walker,Darren Collison,Jeremy Lamb,Kent Bazemore,Paul George,Danilo Gallinari,Serge Ibaka,Noah Vonleh,Alex Len,318.0
Russell Westbrook,Darren Collison,Dennis Schroder,Jeremy Lamb,Bojan Bogdanovic,Danilo Gallinari,Jayson Tatum,Domantas Sabonis,Alex Len,278.5
Russell Westbrook,Kyrie Irving,Khris Middleton,Kent Bazemore,Gordon Hayward,Danilo Gallinari,Noah Vonleh,Domantas Sabonis,Alex Len,236.1
Kemba Walker,Kyrie Irving,Jeremy Lamb,Kent Bazemore,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Domantas Sabonis,Thomas Bryant,252.8
Kemba Walker,Darren Collison,Khris Middleton,Kent Bazemore,Bojan Bogdanovic,Danilo Gallinari,Pascal Siakam,Montrezl Harrell,Thomas Bryant,262.7
Kemba Walker,Darren Collison,Khris Middleton,Dennis Schroder,Kawhi Leonard,Bojan Bogdanovic,Aaron Gordon,Noah Vonleh,Alex Len,232.6
Kemba Walker,Troy Caupain,Khris Middleton,Jeremy Lamb,Paul George,Bojan Bogdanovic,Pascal Siakam,Domantas Sabonis,Alex Len,303.7
Russell Westbrook,Troy Caupain,Dennis Schroder,Jeremy Lamb,Paul George,Bojan Bogdanovic,Serge Ibaka,Noah Vonleh,Thomas Bryant,272.5
Kemba Walker,Kyrie Irving,Dennis Schroder,Jeremy Lamb,Gordon Hayward,Danilo Gallinari,Pascal Siakam,Noah Vonleh,Dewayne Dedmon,259.1
Kyrie Irving,Darren Collison,Dennis Schroder,Kent Bazemore,Paul George,Bojan Bogdanovic,Pascal Siakam,Noah Vonleh,Brook Lopez,233.6
