PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Spencer Dinwiddie,Bradley Beal,Dwyane Wade,Justise Winslow,Danilo Gallinari,Pascal Siakam,Montrezl Harrell,Thomas Bryant,232.8
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Lou Williams,Kawhi Leonard,Danilo Gallinari,Serge Ibaka,Noah Vonleh,Thomas Bryant,267.1
Damian Lillard,Spencer Dinwiddie,Lou Williams,Dwyane Wade,Josh Richardson,Justise Winslow,Serge Ibaka,Aaron Gordon,Mitchell Robinson,239.8
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Dwyane Wade,Josh Richardson,Wes Iwundu,Pascal Siakam,Noah Vonleh,Nikola Vucevic,280.3
Spencer Dinwiddie,Frank Ntilikina,Bradley Beal,Dwyane Wade,Kawhi Leonard,Justise Winslow,Aaron Gordon,Noah Vonleh,Nikola Vucevic,248.2
Damian Lillard,Spencer Dinwiddie,Bradley Beal,Dwyane Wade,Kawhi Leonard,Wes Iwundu,Serge Ibaka,Kelly Olynyk,Jarrett Allen,234.4
Spencer Dinwiddie,Jerian Grant,CJ McCollum,Dwyane Wade,Kawhi Leonard,Josh Richardson,Montrezl Harrell,Aaron Gordon,Thomas Bryant,231.3
Spencer Dinwiddie,Delon Wright,CJ McCollum,Lou Williams,Justise Winslow,Danilo Gallinari,Montrezl Harrell,Aaron Gordon,Nikola Vucevic,234.7
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Damyean Dotson,Kawhi Leonard,Justise Winslow,Pascal Siakam,Aaron Gordon,Mo Bamba,231.6
Damian Lillard,Shabazz Napier,Lou Williams,Bradley Beal,Kawhi Leonard,Justise Winslow,Montrezl Harrell,Noah Vonleh,Mitchell Robinson,262.4
Spencer Dinwiddie,Shabazz Napier,Lou Williams,Dwyane Wade,Kawhi Leonard,Danilo Gallinari,Pascal Siakam,Aaron Gordon,Jarrett Allen,218.3
Spencer Dinwiddie,Frank Ntilikina,CJ McCollum,Bradley Beal,Josh Richardson,Danilo Gallinari,Montrezl Harrell,Serge Ibaka,Jarrett Allen,267.0
Damian Lillard,Delon Wright,CJ McCollum,Bradley Beal,Josh Richardson,Justise Winslow,Aaron Gordon,Noah Vonleh,Thomas Bryant,274.5
Damian Lillard,Jerian Grant,CJ McCollum,Lou Williams,Josh Richardson,Justise Winslow,Pascal Siakam,Montrezl Harrell,Jarrett Allen,264.0
Damian Lillard,Delon Wright,Lou Williams,Dwyane Wade,Kawhi Leonard,Justise Winslow,Pascal Siakam,Kelly Olynyk,Nikola Vucevic,206.7
Damian Lillard,Jerian Grant,CJ McCollum,Bradley Beal,Justise Winslow,Danilo Gallinari,Serge Ibaka,Kelly Olynyk,Nikola Vucevic,245.8
Damian Lillard,Frank Ntilikina,Lou Williams,Bradley Beal,Kawhi Leonard,Wes Iwundu,Pascal Siakam,Aaron Gordon,Thomas Bryant,239.4
Emmanuel Mudiay,Spencer Dinwiddie,Dwyane Wade,Damyean Dotson,Kawhi Leonard,Danilo Gallinari,Montrezl Harrell,Serge Ibaka,Nikola Vucevic,216.6
