PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Ricky Rubio,Jeremy Lamb,Kent Bazemore,Paul George,Bojan Bogdanovic,Kyle Kuzma,Domantas Sabonis,Dewayne Dedmon,234.5
Stephen Curry,Ricky Rubio,Jeremy Lamb,Kent Bazemore,Kevin Durant,Gordon Hayward,Kyle Kuzma,Thaddeus Young,Al Horford,262.3
Stephen Curry,Darren Collison,Dennis Schroder,Kent Bazemore,Paul George,Gordon Hayward,Kyle Kuzma,Jayson Tatum,Dewayne Dedmon,209.8
Russell Westbrook,Jamal Murray,Dennis Schroder,Kent Bazemore,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,JaVale McGee,256.8
Stephen Curry,Ricky Rubio,Andrew Wiggins,Kent Bazemore,Gordon Hayward,Bojan Bogdanovic,Domantas Sabonis,Jayson Tatum,JaVale McGee,244.6
Ricky Rubio,Darren Collison,Dennis Schroder,Kent Bazemore,LeBron James,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Al Horford,241.1
Jamal Murray,Darren Collison,Andrew Wiggins,Kent Bazemore,Paul George,Gordon Hayward,Domantas Sabonis,Thaddeus Young,Thomas Bryant,256.3
Russell Westbrook,Darren Collison,Jeremy Lamb,Kent Bazemore,Gordon Hayward,Bojan Bogdanovic,Derrick Favors,Jayson Tatum,Al Horford,218.7
Ricky Rubio,Darren Collison,Andrew Wiggins,Kent Bazemore,LeBron James,Gordon Hayward,Kyle Kuzma,Derrick Favors,Steven Adams,214.2
Stephen Curry,Jamal Murray,Jeremy Lamb,Kent Bazemore,LeBron James,Bojan Bogdanovic,Thaddeus Young,Jayson Tatum,Tyson Chandler,253.6
Jamal Murray,Ricky Rubio,Dennis Schroder,Kent Bazemore,Kevin Durant,Bojan Bogdanovic,Derrick Favors,Jayson Tatum,Thomas Bryant,237.9
Russell Westbrook,Ricky Rubio,Dennis Schroder,Kent Bazemore,Paul George,Gordon Hayward,Domantas Sabonis,Daniel Theis,Steven Adams,208.2
Stephen Curry,Jamal Murray,Andrew Wiggins,Kent Bazemore,Kevin Durant,Bojan Bogdanovic,Kyle Kuzma,Daniel Theis,Steven Adams,289.0
Ricky Rubio,Darren Collison,Jeremy Lamb,Andrew Wiggins,Kevin Durant,Bojan Bogdanovic,Thaddeus Young,Jayson Tatum,Dewayne Dedmon,246.8
Stephen Curry,Darren Collison,Dennis Schroder,Jeremy Lamb,Kevin Durant,Bojan Bogdanovic,Kyle Kuzma,Domantas Sabonis,Tyson Chandler,226.1
Stephen Curry,Darren Collison,Bradley Beal,Kent Bazemore,Gordon Hayward,Bojan Bogdanovic,Thaddeus Young,Draymond Green,Steven Adams,280.3
Kyrie Irving,Ricky Rubio,Jeremy Lamb,Kent Bazemore,LeBron James,Gordon Hayward,Paul Millsap,Domantas Sabonis,Tyson Chandler,209.1
Ricky Rubio,Darren Collison,Bradley Beal,Kent Bazemore,Paul George,Bojan Bogdanovic,Paul Millsap,Jayson Tatum,Tyson Chandler,233.3
Damian Lillard,Ricky Rubio,Dennis Schroder,Jeremy Lamb,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Jayson Tatum,Steven Adams,216.5
Russell Westbrook,Ricky Rubio,Andrew Wiggins,Kent Bazemore,Nicolas Batum,Bojan Bogdanovic,Kyle Kuzma,Paul Millsap,Al Horford,254.1
Kemba Walker,Jamal Murray,Jeremy Lamb,Kent Bazemore,Paul George,Gordon Hayward,Jayson Tatum,Daniel Theis,JaVale McGee,215.6
Russell Westbrook,Stephen Curry,Bradley Beal,Kent Bazemore,Gordon Hayward,Nicolas Batum,Kyle Kuzma,Domantas Sabonis,Tyson Chandler,240.5
Jamal Murray,Ricky Rubio,Bradley Beal,Kent Bazemore,LeBron James,Gordon Hayward,Thaddeus Young,Daniel Theis,Dewayne Dedmon,252.2
Russell Westbrook,Darren Collison,Jeremy Lamb,Kent Bazemore,Kevin Durant,Nicolas Batum,Domantas Sabonis,Thaddeus Young,Steven Adams,244.7
Kyrie Irving,Ricky Rubio,Dennis Schroder,Kent Bazemore,Paul George,Nicolas Batum,Kyle Kuzma,Thaddeus Young,Thomas Bryant,217.3
Ricky Rubio,Darren Collison,Dennis Schroder,Jeremy Lamb,Paul George,Gordon Hayward,Thaddeus Young,Draymond Green,JaVale McGee,225.7
Jamal Murray,Ricky Rubio,Dennis Schroder,Andrew Wiggins,Kevin Durant,Gordon Hayward,Kyle Kuzma,Draymond Green,Dewayne Dedmon,266.4
Damian Lillard,Darren Collison,Reggie Bullock,Kent Bazemore,Gordon Hayward,Bojan Bogdanovic,Kyle Kuzma,Domantas Sabonis,Nikola Jokic,242.0
Stephen Curry,Jamal Murray,Dennis Schroder,Kent Bazemore,Kevin Durant,Gordon Hayward,Paul Millsap,Domantas Sabonis,Alex Len,232.7
Jamal Murray,Darren Collison,Jeremy Lamb,Kent Bazemore,Kevin Durant,Jeff Green,Kyle Kuzma,Jayson Tatum,Nikola Jokic,244.8
Russell Westbrook,Ricky Rubio,Jeremy Lamb,Andrew Wiggins,Gordon Hayward,Jeff Green,Kyle Kuzma,Domantas Sabonis,Thomas Bryant,231.8
Russell Westbrook,Ricky Rubio,Reggie Bullock,Kent Bazemore,Kevin Durant,Gordon Hayward,Paul Millsap,Jayson Tatum,Dewayne Dedmon,226.2
