PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Spencer Dinwiddie,Dwyane Wade,Lou Williams,Josh Richardson,Justise Winslow,Montrezl Harrell,Jayson Tatum,Al Horford,277.3
Kyrie Irving,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Gordon Hayward,Justise Winslow,Kyle Kuzma,Montrezl Harrell,Willie Cauley-Stein,275.4
Damian Lillard,Spencer Dinwiddie,Dwyane Wade,Lou Williams,Danilo Gallinari,Gordon Hayward,Kyle Kuzma,Jayson Tatum,Jarrett Allen,252.1
Damian Lillard,Elie Okobo,Dwyane Wade,Lou Williams,Paul George,Justise Winslow,Kyle Kuzma,Aaron Gordon,Al Horford,281.7
Damian Lillard,Spencer Dinwiddie,Bogdan Bogdanovic,Dwyane Wade,Paul George,Justise Winslow,Montrezl Harrell,Frank Kaminsky,Willie Cauley-Stein,308.9
Kyrie Irving,Spencer Dinwiddie,Dwyane Wade,Dennis Schroder,Paul George,Gordon Hayward,Jayson Tatum,Cheick Diallo,Al Horford,206.7
Kyrie Irving,Elie Okobo,CJ McCollum,Dwyane Wade,Paul George,Justise Winslow,Montrezl Harrell,Jayson Tatum,Jarrett Allen,258.3
Stephen Curry,Spencer Dinwiddie,Bogdan Bogdanovic,Lou Williams,Paul George,Justise Winslow,Kyle Kuzma,Cheick Diallo,Jarrett Allen,316.9
Stephen Curry,Elie Okobo,Dwyane Wade,Lou Williams,Danilo Gallinari,Gordon Hayward,Montrezl Harrell,Aaron Gordon,Karl-Anthony Towns,250.0
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Lou Williams,Danilo Gallinari,Justise Winslow,Montrezl Harrell,Cheick Diallo,Karl-Anthony Towns,294.0
Kyrie Irving,Stephen Curry,CJ McCollum,Lou Williams,Danilo Gallinari,Justise Winslow,Kyle Kuzma,Frank Kaminsky,Al Horford,310.2
Stephen Curry,Damian Lillard,Dwyane Wade,Dennis Schroder,Danilo Gallinari,Justise Winslow,Kyle Kuzma,Montrezl Harrell,Boban Marjanovic,248.5
Stephen Curry,Russell Westbrook,Dwyane Wade,Dennis Schroder,Gordon Hayward,Justise Winslow,Jayson Tatum,Frank Kaminsky,Jarrett Allen,236.8
Kyrie Irving,Spencer Dinwiddie,Dwyane Wade,Lou Williams,LeBron James,Justise Winslow,Aaron Gordon,Frank Kaminsky,Jarrett Allen,286.3
Kyrie Irving,Stephen Curry,Bogdan Bogdanovic,Dwyane Wade,Danilo Gallinari,Justise Winslow,Jayson Tatum,Cheick Diallo,Willie Cauley-Stein,317.1
Kyrie Irving,Damian Lillard,Dwyane Wade,Lou Williams,Paul George,Josh Richardson,Montrezl Harrell,Cheick Diallo,Salah Mejri,246.8
Damian Lillard,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Paul George,Justise Winslow,Draymond Green,Jayson Tatum,Boban Marjanovic,281.4
Spencer Dinwiddie,Elie Okobo,Bogdan Bogdanovic,CJ McCollum,Paul George,Gordon Hayward,Kyle Kuzma,Montrezl Harrell,Al Horford,249.5
Russell Westbrook,Spencer Dinwiddie,Andrew Wiggins,Lou Williams,Danilo Gallinari,Justise Winslow,Jayson Tatum,Frank Kaminsky,Willie Cauley-Stein,328.8
Stephen Curry,Spencer Dinwiddie,CJ McCollum,Dwyane Wade,Gordon Hayward,Justise Winslow,Draymond Green,Aaron Gordon,Willie Cauley-Stein,324.1
Kyrie Irving,Damian Lillard,Andrew Wiggins,Dwyane Wade,Danilo Gallinari,Gordon Hayward,Montrezl Harrell,Frank Kaminsky,Al Horford,247.5
Kyrie Irving,Stephen Curry,Buddy Hield,Lou Williams,Gordon Hayward,Justise Winslow,Jayson Tatum,Aaron Gordon,Salah Mejri,285.7
Russell Westbrook,Damian Lillard,Dwyane Wade,Lou Williams,Gordon Hayward,Justise Winslow,Draymond Green,Montrezl Harrell,Jordan Bell,279.7
Stephen Curry,Damian Lillard,Andrew Wiggins,CJ McCollum,Gordon Hayward,Justise Winslow,Jayson Tatum,Cheick Diallo,Al Horford,294.4
Kyrie Irving,Stephen Curry,Bogdan Bogdanovic,Lou Williams,Paul George,Gordon Hayward,Montrezl Harrell,Frank Kaminsky,Boban Marjanovic,259.6
Damian Lillard,Elie Okobo,Bogdan Bogdanovic,Dennis Schroder,Gordon Hayward,Justise Winslow,Kyle Kuzma,Jayson Tatum,Karl-Anthony Towns,228.6
Kyrie Irving,Damian Lillard,Dwyane Wade,Dennis Schroder,Josh Richardson,Justise Winslow,Jayson Tatum,Aaron Gordon,Jordan Bell,239.6
Russell Westbrook,Spencer Dinwiddie,Bogdan Bogdanovic,Dwyane Wade,Danilo Gallinari,Justise Winslow,Kyle Kuzma,Aaron Gordon,Salah Mejri,284.4
Russell Westbrook,Elie Okobo,Dennis Schroder,Lou Williams,Paul George,Gordon Hayward,Montrezl Harrell,Jayson Tatum,Salah Mejri,196.3
Damian Lillard,Elie Okobo,Bogdan Bogdanovic,Lou Williams,Josh Richardson,Danilo Gallinari,Montrezl Harrell,Jayson Tatum,Willie Cauley-Stein,299.1
Stephen Curry,Spencer Dinwiddie,Andrew Wiggins,Dwyane Wade,Kevin Durant,Gordon Hayward,Montrezl Harrell,Cheick Diallo,Jarrett Allen,278.7
Kyrie Irving,Spencer Dinwiddie,CJ McCollum,Dwyane Wade,Josh Richardson,Danilo Gallinari,Kyle Kuzma,Montrezl Harrell,Jordan Bell,248.4
Stephen Curry,Elie Okobo,Buddy Hield,Dwyane Wade,Josh Richardson,Gordon Hayward,Kyle Kuzma,Jayson Tatum,Willie Cauley-Stein,264.4
Kyrie Irving,Stephen Curry,Andrew Wiggins,Dennis Schroder,Paul George,Justise Winslow,Montrezl Harrell,Cheick Diallo,Jordan Bell,249.4
Spencer Dinwiddie,Elie Okobo,CJ McCollum,Lou Williams,Kevin Durant,Danilo Gallinari,Jayson Tatum,Aaron Gordon,Al Horford,299.1
Kemba Walker,Spencer Dinwiddie,Buddy Hield,Dwyane Wade,Gordon Hayward,Justise Winslow,Kyle Kuzma,Frank Kaminsky,Karl-Anthony Towns,243.5
Damian Lillard,Spencer Dinwiddie,Andrew Wiggins,Dwyane Wade,Josh Richardson,Justise Winslow,Kyle Kuzma,Cheick Diallo,Nikola Vucevic,263.0
Kyrie Irving,Spencer Dinwiddie,Andrew Wiggins,Bogdan Bogdanovic,Gordon Hayward,Justise Winslow,Draymond Green,Jayson Tatum,Jarrett Allen,293.8
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Bogdan Bogdanovic,Danilo Gallinari,Gordon Hayward,Montrezl Harrell,Jayson Tatum,Jordan Bell,262.1
Stephen Curry,Elie Okobo,Andrew Wiggins,Lou Williams,Paul George,Danilo Gallinari,Kyle Kuzma,Jayson Tatum,Boban Marjanovic,270.9
