PG,PG,SG,SG,SF,SF,PF,PF,C,P
Spencer Dinwiddie,Ricky Rubio,Dennis Schroder,Lou Williams,Paul George,Danilo Gallinari,Montrezl Harrell,Draymond Green,Rudy Gobert,268.3
Russell Westbrook,Spencer Dinwiddie,Lou Williams,Bradley Beal,Paul George,Dzanan Musa,Montrezl Harrell,Jason Smith,Jarrett Allen,221.5
Stephen Curry,Ricky Rubio,Lou Williams,Alec Burks,Paul George,Kevin Durant,Montrezl Harrell,Kenneth Faried,Jarrett Allen,256.3
Stephen Curry,Quinn Cook,Lou Williams,Bradley Beal,Paul George,Danilo Gallinari,Jason Smith,Kenneth Faried,Rudy Gobert,240.2
Spencer Dinwiddie,Quinn Cook,Dennis Schroder,Bradley Beal,Paul George,Kevin Durant,Draymond Green,Kenneth Faried,Jarrett Allen,219.4
Stephen Curry,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Kevin Durant,Danilo Gallinari,Montrezl Harrell,Jason Smith,Ian Mahinmi,217.6
Russell Westbrook,Raymond Felton,Lou Williams,Alec Burks,Kevin Durant,Danilo Gallinari,Montrezl Harrell,Jason Smith,Rudy Gobert,246.2
Stephen Curry,Raymond Felton,Bradley Beal,Alec Burks,Paul George,Dzanan Musa,Montrezl Harrell,Draymond Green,Rudy Gobert,254.8
Russell Westbrook,Raymond Felton,Dennis Schroder,Bradley Beal,Paul George,Danilo Gallinari,Montrezl Harrell,Kenneth Faried,Damian Jones,193.8
Spencer Dinwiddie,Ricky Rubio,Bradley Beal,Alec Burks,Paul George,Kevin Durant,Patrick Patterson,Jason Smith,Rudy Gobert,244.7
Stephen Curry,Russell Westbrook,Dennis Schroder,Lou Williams,Jeff Green,Dzanan Musa,Montrezl Harrell,Kenneth Faried,Rudy Gobert,233.7
Russell Westbrook,Ricky Rubio,Lou Williams,Bradley Beal,Danilo Gallinari,Royce O'Neale,Draymond Green,Kenneth Faried,Jarrett Allen,243.0
Russell Westbrook,Quinn Cook,Dennis Schroder,Lou Williams,Paul George,Kevin Durant,Montrezl Harrell,Patrick Patterson,Ian Mahinmi,247.1
Russell Westbrook,Ricky Rubio,Dennis Schroder,Alec Burks,Paul George,Danilo Gallinari,Ryan Anderson,Jason Smith,Jarrett Allen,199.8
Stephen Curry,Raymond Felton,Dennis Schroder,Lou Williams,Paul George,Kevin Durant,Draymond Green,Jason Smith,Jordan Bell,237.2
Ricky Rubio,Quinn Cook,Lou Williams,Bradley Beal,Kevin Durant,Dzanan Musa,Montrezl Harrell,Josh Jackson,Rudy Gobert,227.3
Stephen Curry,Russell Westbrook,Lou Williams,Terrance Ferguson,Paul George,Danilo Gallinari,Montrezl Harrell,Ryan Anderson,Jordan Bell,264.0
Stephen Curry,Ricky Rubio,Bradley Beal,Grayson Allen,Paul George,Danilo Gallinari,Montrezl Harrell,Kevon Looney,Steven Adams,218.7
