PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Daryl Macon,Dwyane Wade,Dennis Schroder,Paul George,Justise Winslow,Pascal Siakam,Paul Millsap,Steven Adams,203.7
Damian Lillard,Stephen Curry,Dwyane Wade,Jeremy Lamb,Paul George,Justise Winslow,Paul Millsap,Trey Lyles,Nene Nene,225.9
Damian Lillard,Jamal Murray,Bradley Beal,Dennis Schroder,Kawhi Leonard,Justise Winslow,Pascal Siakam,Trey Lyles,Nene Nene,182.4
Jamal Murray,Chris Chiozza,Andrew Wiggins,Jeremy Lamb,Kawhi Leonard,Justise Winslow,Pascal Siakam,Paul Millsap,JaVale McGee,213.4
Stephen Curry,Jamal Murray,Andrew Wiggins,Dennis Schroder,Paul George,Justise Winslow,Derrick Favors,Kenneth Faried,Nene Nene,169.1
Damian Lillard,Chris Chiozza,Dennis Schroder,Jeremy Lamb,Paul George,Justise Winslow,Pascal Siakam,Kenneth Faried,Thomas Bryant,210.8
Stephen Curry,Jamal Murray,Dwyane Wade,Dennis Schroder,Kawhi Leonard,Yuta Watanabe,Blake Griffin,Paul Millsap,Nene Nene,136.2
Damian Lillard,Jamal Murray,Andrew Wiggins,Dennis Schroder,Justise Winslow,Yuta Watanabe,Larry Jr,Paul Millsap,Thomas Bryant,167.5
Stephen Curry,Chris Chiozza,Andrew Wiggins,Dennis Schroder,Kawhi Leonard,Justise Winslow,Blake Griffin,Trey Lyles,Steven Adams,134.1
Jamal Murray,Chris Chiozza,Dwyane Wade,Bradley Beal,Paul George,Justise Winslow,Larry Jr,Trey Lyles,Thomas Bryant,197.7
Kemba Walker,Jamal Murray,Dennis Schroder,Jeremy Lamb,Paul George,Yuta Watanabe,Paul Millsap,Trey Lyles,JaVale McGee,193.6
Damian Lillard,Chris Chiozza,Dwyane Wade,Bradley Beal,Kawhi Leonard,Justise Winslow,Paul Millsap,Kenneth Faried,Steven Adams,209.6
Kemba Walker,Chris Chiozza,Bradley Beal,Dennis Schroder,Paul George,Justise Winslow,Draymond Green,Paul Millsap,Nene Nene,161.5
Russell Westbrook,Stephen Curry,Dennis Schroder,Jeremy Lamb,Justise Winslow,Yuta Watanabe,Paul Millsap,Kenneth Faried,Steven Adams,170.2
Damian Lillard,Daryl Macon,Dwyane Wade,Andrew Wiggins,Paul George,Kawhi Leonard,Pascal Siakam,Kenneth Faried,Nene Nene,217.8
Jamal Murray,Daryl Macon,Dennis Schroder,Jeremy Lamb,Paul George,Kawhi Leonard,Draymond Green,Larry Jr,Nene Nene,168.8
Damian Lillard,Daryl Macon,Dennis Schroder,Jeremy Lamb,Kawhi Leonard,Justise Winslow,Blake Griffin,Paul Millsap,Salah Mejri,178.4
Stephen Curry,Daryl Macon,Bradley Beal,Andrew Wiggins,Kawhi Leonard,Justise Winslow,Larry Jr,Paul Millsap,Nene Nene,135.4
Kemba Walker,Jamal Murray,Dwyane Wade,Andrew Wiggins,Lance Stephenson,Justise Winslow,Pascal Siakam,Blake Griffin,Nene Nene,192.1
Stephen Curry,Jamal Murray,Dwyane Wade,Jeremy Lamb,Kawhi Leonard,Justise Winslow,Larry Jr,Kenneth Faried,Salah Mejri,178.7
Stephen Curry,Chris Chiozza,Dwyane Wade,Dennis Schroder,Paul George,Lance Stephenson,Larry Jr,Paul Millsap,JaVale McGee,126.7
Kemba Walker,Stephen Curry,Dwyane Wade,Dennis Schroder,Justise Winslow,Yuta Watanabe,Pascal Siakam,Trey Lyles,Thomas Bryant,146.5
Chris Chiozza,Daryl Macon,Dwyane Wade,Andrew Wiggins,Paul George,Justise Winslow,Blake Griffin,Derrick Favors,JaVale McGee,203.2
Damian Lillard,Daryl Macon,Dwyane Wade,Jeremy Lamb,Justise Winslow,Yuta Watanabe,Pascal Siakam,Larry Jr,Nikola Jokic,189.4
Damian Lillard,Jamal Murray,Dwyane Wade,Dennis Schroder,Paul George,Lance Stephenson,Blake Griffin,Trey Lyles,Salah Mejri,181.6
Ben Simmons,Daryl Macon,Andrew Wiggins,Jeremy Lamb,Paul George,Justise Winslow,Larry Jr,Trey Lyles,Steven Adams,201.5
Russell Westbrook,Daryl Macon,Bradley Beal,Dennis Schroder,Paul George,Justise Winslow,Trey Lyles,Kenneth Faried,JaVale McGee,178.6
Stephen Curry,Chris Chiozza,Andrew Wiggins,Jeremy Lamb,Paul George,Yuta Watanabe,Pascal Siakam,Blake Griffin,Nene Nene,165.9
Jamal Murray,Chris Chiozza,Jeremy Lamb,Antonio Blakeney,Paul George,Justise Winslow,Draymond Green,Blake Griffin,Steven Adams,200.7
Damian Lillard,Chris Chiozza,Dwyane Wade,Dennis Schroder,Kawhi Leonard,Yuta Watanabe,Pascal Siakam,Derrick Favors,JaVale McGee,179.6
Damian Lillard,Stephen Curry,Andrew Wiggins,Antonio Blakeney,Lance Stephenson,Justise Winslow,Pascal Siakam,Paul Millsap,Steven Adams,163.4
Damian Lillard,Jamal Murray,Dwyane Wade,Jeremy Lamb,Kawhi Leonard,Yuta Watanabe,Draymond Green,Trey Lyles,Steven Adams,225.5
Russell Westbrook,Chris Chiozza,Dwyane Wade,Andrew Wiggins,Paul George,Yuta Watanabe,Paul Millsap,Trey Lyles,Steven Adams,213.3
Damian Lillard,Stephen Curry,Dennis Schroder,Reggie Bullock,Paul George,Yuta Watanabe,Pascal Siakam,Paul Millsap,Salah Mejri,135.9
Stephen Curry,Jamal Murray,Bradley Beal,Jeremy Lamb,Lance Stephenson,Justise Winslow,Derrick Favors,Trey Lyles,Steven Adams,185.9
Kemba Walker,Daryl Macon,Andrew Wiggins,Dennis Schroder,Kawhi Leonard,Yuta Watanabe,Derrick Favors,Paul Millsap,Steven Adams,162.2
Stephen Curry,Daryl Macon,Jeremy Lamb,Antonio Blakeney,Paul George,Kawhi Leonard,Pascal Siakam,Trey Lyles,JaVale McGee,172.9
Kemba Walker,Jamal Murray,Dwyane Wade,Bradley Beal,Justise Winslow,Yuta Watanabe,Derrick Favors,Paul Millsap,Salah Mejri,196.5
Russell Westbrook,Jamal Murray,Dwyane Wade,Dennis Schroder,Lance Stephenson,Justise Winslow,Draymond Green,Kenneth Faried,Thomas Bryant,180.0
Stephen Curry,Daryl Macon,Dwyane Wade,Jeremy Lamb,Paul George,Lance Stephenson,Blake Griffin,Kenneth Faried,Steven Adams,181.2
