PG,PG,SG,SG,SF,SF,PF,PF,C,P
Edmond Sumner,Brad Wanamaker,Jaylen Brown,Pat Connaughton,Tyreke Evans,Nikola Mirotic,Thaddeus Young,Domantas Sabonis,Kyle O'Quinn,151.3
Cory Joseph,Ish Smith,Sterling Brown,Eric Gordon,Royce O'Neale,Doug McDermott,Georges Niang,Jon Leuer,Kyle O'Quinn,116.9
Cory Joseph,Ish Smith,Aaron Holiday,Langston Galloway,Royce O'Neale,Doug McDermott,TJ Leaf,Daniel Theis,Thon Maker,110.2
Edmond Sumner,Brad Wanamaker,Sterling Brown,Eric Gordon,Tyreke Evans,Nikola Mirotic,Jayson Tatum,Daniel Theis,Ekpe Udoh,113.0
Cory Joseph,Ish Smith,Jaylen Brown,Pat Connaughton,Tyreke Evans,Doug McDermott,Thaddeus Young,Jayson Tatum,Nene Nene,197.6
Edmond Sumner,Brad Wanamaker,Aaron Holiday,Langston Galloway,Doug McDermott,Gerald Green,Georges Niang,Jon Leuer,Aron Baynes,58.1
Cory Joseph,Ish Smith,Pat Connaughton,Wesley Matthews,Bojan Bogdanovic,Danuel House,Georges Niang,Jon Leuer,Brook Lopez,185.0
Edmond Sumner,Brad Wanamaker,Sterling Brown,Eric Gordon,Bojan Bogdanovic,Gerald Green,Marcus Morris,Georges Niang,Nene Nene,109.3
Cory Joseph,Ish Smith,Aaron Holiday,Langston Galloway,Thabo Sefolosha,Danuel House,Derrick Favors,PJ Tucker,Aron Baynes,122.2
Edmond Sumner,Brad Wanamaker,Sterling Brown,Eric Gordon,Thabo Sefolosha,Danuel House,PJ Tucker,Ersan Ilyasova,Aron Baynes,95.3
Darren Collison,Brad Wanamaker,Austin Rivers,Kyle Korver,Royce O'Neale,Danuel House,Derrick Favors,PJ Tucker,Aron Baynes,120.8
Ish Smith,Darren Collison,Sterling Brown,Langston Galloway,Royce O'Neale,Danuel House,Jayson Tatum,Daniel Theis,Brook Lopez,161.8
Cory Joseph,Raul Neto,Jaylen Brown,Khris Middleton,Doug McDermott,Gerald Green,Ersan Ilyasova,Jon Leuer,Aron Baynes,121.6
Reggie Jackson,Raul Neto,Jaylen Brown,Luke Kennard,Thabo Sefolosha,Doug McDermott,Thaddeus Young,Jayson Tatum,Myles Turner,186.3
Chris Paul,Brad Wanamaker,Sterling Brown,Pat Connaughton,Royce O'Neale,Joe Ingles,Marcus Morris,Derrick Favors,Kyle O'Quinn,184.5
Terry Rozier,Tim Frazier,Donovan Mitchell,Wayne Ellington,Royce O'Neale,Joe Ingles,Marcus Morris,Derrick Favors,Thon Maker,169.9
Ricky Rubio,George Hill,Sterling Brown,Wayne Ellington,Royce O'Neale,Thabo Sefolosha,Marcus Morris,Derrick Favors,Aron Baynes,179.6
Ish Smith,Darren Collison,Donovan Mitchell,Pat Connaughton,Royce O'Neale,Thabo Sefolosha,Marcus Morris,Derrick Favors,Ekpe Udoh,181.0
Kyrie Irving,Terry Rozier,Sterling Brown,Pat Connaughton,Giannis Antetokounmpo,Thabo Sefolosha,Marcus Morris,Derrick Favors,Thon Maker,206.7
Terry Rozier,Tim Frazier,Sterling Brown,Khyri Thomas,Giannis Antetokounmpo,Royce O'Neale,Marcus Morris,Thaddeus Young,Kyle O'Quinn,103.2
George Hill,Tim Frazier,Sterling Brown,Pat Connaughton,Gordon Hayward,Gerald Green,Marcus Morris,Derrick Favors,Ekpe Udoh,144.5
Edmond Sumner,Darren Collison,Khris Middleton,Khyri Thomas,Tyreke Evans,Nikola Mirotic,Thaddeus Young,TJ Leaf,Al Horford,156.1
Kyrie Irving,Reggie Jackson,Eric Gordon,Austin Rivers,Joe Ingles,Gerald Green,Derrick Favors,Kenneth Faried,Brook Lopez,232.4
Cory Joseph,Raul Neto,Aaron Holiday,Khyri Thomas,Joe Ingles,Gerald Green,Derrick Favors,Jon Leuer,Brook Lopez,105.5
Chris Paul,Ricky Rubio,Khris Middleton,Austin Rivers,Joe Ingles,Gerald Green,DJ Wilson,Thaddeus Young,Brook Lopez,218.9
Chris Paul,Tim Frazier,Khris Middleton,Aaron Holiday,Joe Ingles,Gerald Green,Derrick Favors,Kenneth Faried,Al Horford,191.8
Cory Joseph,Terry Rozier,Eric Gordon,Grayson Allen,Bojan Bogdanovic,Jae Crowder,Jayson Tatum,Ersan Ilyasova,Al Horford,200.9
Eric Bledsoe,Terry Rozier,James Harden,Wesley Matthews,Bojan Bogdanovic,Jae Crowder,DJ Wilson,Derrick Favors,Al Horford,272.1
Kyrie Irving,Terry Rozier,James Harden,Grayson Allen,Royce O'Neale,Gerald Green,DJ Wilson,Ersan Ilyasova,Al Horford,226.6
Kyrie Irving,Terry Rozier,Eric Gordon,Wesley Matthews,Bojan Bogdanovic,Gerald Green,DJ Wilson,Jayson Tatum,Aron Baynes,220.5
Kyrie Irving,Chris Paul,Aaron Holiday,Grayson Allen,Bojan Bogdanovic,Jae Crowder,DJ Wilson,Kenneth Faried,Al Horford,216.1
Cory Joseph,Brad Wanamaker,James Harden,Kyle Korver,Doug McDermott,Gerald Green,TJ Leaf,Domantas Sabonis,Ekpe Udoh,103.7
Ricky Rubio,Brad Wanamaker,James Harden,Aaron Holiday,Jae Crowder,Danuel House,Georges Niang,Domantas Sabonis,Ekpe Udoh,171.2
Eric Bledsoe,Brad Wanamaker,James Harden,Eric Gordon,Thabo Sefolosha,Nikola Mirotic,Domantas Sabonis,PJ Tucker,Ekpe Udoh,168.5
Kyrie Irving,Brad Wanamaker,James Harden,Wesley Matthews,Royce O'Neale,Joe Ingles,Derrick Favors,Domantas Sabonis,Ekpe Udoh,243.9
Brad Wanamaker,Raul Neto,James Harden,Langston Galloway,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Kenneth Faried,Ekpe Udoh,163.5
Chris Paul,Brad Wanamaker,James Harden,Wayne Ellington,Tyreke Evans,Gordon Hayward,DJ Wilson,Domantas Sabonis,Ekpe Udoh,167.6
Ricky Rubio,Brad Wanamaker,James Harden,Kyle Korver,Giannis Antetokounmpo,Tyreke Evans,Derrick Favors,PJ Tucker,Ekpe Udoh,165.9
Eric Bledsoe,Brad Wanamaker,James Harden,Kyle Korver,Gordon Hayward,Joe Ingles,Georges Niang,Kenneth Faried,Ekpe Udoh,184.8
Kyrie Irving,Brad Wanamaker,James Harden,Kyle Korver,Thabo Sefolosha,Danuel House,DJ Wilson,Ersan Ilyasova,Ekpe Udoh,164.1
