PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Jamal Murray,Andrew Wiggins,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Kyle Kuzma,Pascal Siakam,Thomas Bryant,284.3
Kemba Walker,Spencer Dinwiddie,Lou Williams,Dwyane Wade,Bojan Bogdanovic,Danilo Gallinari,Kyle Kuzma,Montrezl Harrell,Thomas Bryant,281.4
Spencer Dinwiddie,Jamal Murray,Dwyane Wade,Dennis Schroder,Kawhi Leonard,Rudy Gay,Serge Ibaka,Montrezl Harrell,Thomas Bryant,234.1
Russell Westbrook,Spencer Dinwiddie,Dwyane Wade,Dennis Schroder,Bojan Bogdanovic,Justise Winslow,Aaron Gordon,Domantas Sabonis,Thomas Bryant,270.7
Darren Collison,Kemba Walker,Andrew Wiggins,Dwyane Wade,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,Thomas Bryant,291.9
Kemba Walker,Jamal Murray,Dwyane Wade,Dennis Schroder,Bojan Bogdanovic,Justise Winslow,Pascal Siakam,Montrezl Harrell,Dewayne Dedmon,253.1
Kemba Walker,Spencer Dinwiddie,Lou Williams,Andrew Wiggins,Rudy Gay,Justise Winslow,Pascal Siakam,Serge Ibaka,Thomas Bryant,291.8
Russell Westbrook,Darren Collison,Lou Williams,Dwyane Wade,Rudy Gay,Josh Richardson,Montrezl Harrell,Domantas Sabonis,Thomas Bryant,301.4
Spencer Dinwiddie,Jamal Murray,Andrew Wiggins,Dwyane Wade,Danilo Gallinari,Justise Winslow,Kyle Kuzma,Serge Ibaka,Dewayne Dedmon,314.1
Darren Collison,Spencer Dinwiddie,Dwyane Wade,Dennis Schroder,Rudy Gay,Danilo Gallinari,Kyle Kuzma,Pascal Siakam,Karl-Anthony Towns,261.0
Russell Westbrook,Darren Collison,Lou Williams,Jeremy Lamb,Bojan Bogdanovic,Danilo Gallinari,Pascal Siakam,Serge Ibaka,Thomas Bryant,313.9
Darren Collison,Jamal Murray,Lou Williams,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Kyle Kuzma,Domantas Sabonis,Karl-Anthony Towns,353.9
Spencer Dinwiddie,Jamal Murray,Lou Williams,Dwyane Wade,Bojan Bogdanovic,Josh Richardson,Pascal Siakam,Serge Ibaka,Steven Adams,267.8
Darren Collison,Jamal Murray,Lou Williams,Dennis Schroder,Rudy Gay,Bojan Bogdanovic,Anthony Davis,Aaron Gordon,Thomas Bryant,313.6
