PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Ricky Rubio,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Thaddeus Young,Derrick Favors,Nikola Vucevic,257.6
Darren Collison,Ricky Rubio,Dwyane Wade,Buddy Hield,Rudy Gay,Justise Winslow,Domantas Sabonis,Aaron Gordon,Nikola Vucevic,263.1
Damian Lillard,Darren Collison,Bogdan Bogdanovic,Buddy Hield,Bojan Bogdanovic,Justise Winslow,Domantas Sabonis,Thaddeus Young,Willie Cauley-Stein,260.9
Darren Collison,Ricky Rubio,CJ McCollum,Buddy Hield,Josh Richardson,Bojan Bogdanovic,Aaron Gordon,Derrick Favors,Willie Cauley-Stein,253.3
Damian Lillard,Jalen Brunson,CJ McCollum,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Aaron Gordon,Willie Cauley-Stein,243.9
Darren Collison,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Josh Richardson,Rudy Gay,Thaddeus Young,Derrick Favors,Rudy Gobert,221.7
Damian Lillard,Ricky Rubio,CJ McCollum,Buddy Hield,Josh Richardson,Rudy Gay,Domantas Sabonis,Thaddeus Young,Kyle O'Quinn,221.0
Damian Lillard,Jalen Brunson,Dwyane Wade,Buddy Hield,Josh Richardson,Justise Winslow,Thaddeus Young,Aaron Gordon,Rudy Gobert,265.3
Damian Lillard,Darren Collison,Bogdan Bogdanovic,Grayson Allen,Rudy Gay,Bojan Bogdanovic,Aaron Gordon,Derrick Favors,Nikola Vucevic,258.2
Darren Collison,Jalen Brunson,CJ McCollum,Bogdan Bogdanovic,Josh Richardson,Justise Winslow,Domantas Sabonis,Derrick Favors,Nikola Vucevic,234.7
Ricky Rubio,Elie Okobo,CJ McCollum,Bogdan Bogdanovic,Bojan Bogdanovic,Justise Winslow,Domantas Sabonis,Aaron Gordon,Rudy Gobert,266.6
Damian Lillard,Ricky Rubio,Grayson Allen,Antonio Blakeney,Josh Richardson,Justise Winslow,Domantas Sabonis,Aaron Gordon,Willie Cauley-Stein,244.0
Ricky Rubio,Jalen Brunson,Bogdan Bogdanovic,Antonio Blakeney,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Nikola Vucevic,172.7
Damian Lillard,Darren Collison,CJ McCollum,Buddy Hield,Rudy Gay,Justise Winslow,Derrick Favors,Chimezie Metu,Rudy Gobert,271.0
Damian Lillard,Darren Collison,Dwyane Wade,Antonio Blakeney,Josh Richardson,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Salah Mejri,210.6
Damian Lillard,Ricky Rubio,Buddy Hield,Antonio Blakeney,Rudy Gay,Bojan Bogdanovic,Josh Jackson,Aaron Gordon,Rudy Gobert,257.9
Damian Lillard,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Josh Richardson,Bojan Bogdanovic,Aaron Gordon,Chimezie Metu,Mo Bamba,248.1
Ricky Rubio,Jalen Brunson,Buddy Hield,Grayson Allen,Rudy Gay,Justise Winslow,Thaddeus Young,Derrick Favors,Willie Cauley-Stein,165.6
Damian Lillard,Seth Curry,CJ McCollum,Bogdan Bogdanovic,Rudy Gay,Justise Winslow,Thaddeus Young,Aaron Gordon,Salah Mejri,216.6
Darren Collison,Patty Mills,CJ McCollum,Antonio Blakeney,Josh Richardson,Rudy Gay,Thaddeus Young,Aaron Gordon,Nikola Vucevic,203.1
Damian Lillard,Shaquille Harrison,Dwyane Wade,Bogdan Bogdanovic,Rudy Gay,Justise Winslow,Domantas Sabonis,Derrick Favors,Kyle O'Quinn,203.4
Ricky Rubio,Jalen Brunson,Dwyane Wade,Buddy Hield,Joe Ingles,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Rudy Gobert,239.7
Damian Lillard,Darren Collison,CJ McCollum,Grayson Allen,Josh Richardson,Bojan Bogdanovic,Thaddeus Young,Maxi Kleber,Rudy Gobert,255.4
Damian Lillard,Seth Curry,Dwyane Wade,Bogdan Bogdanovic,Josh Richardson,Thabo Sefolosha,Domantas Sabonis,Thaddeus Young,Nikola Vucevic,226.7
Damian Lillard,Ricky Rubio,Bogdan Bogdanovic,Buddy Hield,Josh Richardson,Justise Winslow,Dwight Powell,Meyers Leonard,Nikola Vucevic,243.7
Damian Lillard,DJ Augustin,Dwyane Wade,Buddy Hield,Josh Richardson,Rudy Gay,Derrick Favors,Zach Collins,Nikola Vucevic,202.0
Bryn Forbes,Raul Neto,Bogdan Bogdanovic,Buddy Hield,Josh Richardson,Bojan Bogdanovic,Domantas Sabonis,Aaron Gordon,Nikola Vucevic,231.4
Tyler Johnson,Shaquille Harrison,CJ McCollum,Buddy Hield,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Nikola Vucevic,197.4
Damian Lillard,Devin Harris,Bogdan Bogdanovic,Buddy Hield,Josh Richardson,Rudy Gay,Aaron Gordon,James Johnson,Willie Cauley-Stein,245.7
Darren Collison,Ryan Arcidiacono,Dwyane Wade,Buddy Hield,Josh Richardson,Bojan Bogdanovic,Lauri Markkanen,Thaddeus Young,Nikola Vucevic,222.9
Damian Lillard,Darren Collison,CJ McCollum,Dwyane Wade,Josh Richardson,Justise Winslow,Wendell Jr,Meyers Leonard,Willie Cauley-Stein,222.3
JJ Barea,Cory Joseph,CJ McCollum,Dwyane Wade,Rudy Gay,Justise Winslow,Domantas Sabonis,Thaddeus Young,Rudy Gobert,196.2
Ricky Rubio,Dennis Jr,Justin Holiday,Dwyane Wade,Josh Richardson,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Willie Cauley-Stein,200.0
Damian Lillard,Ricky Rubio,CJ McCollum,Bogdan Bogdanovic,Davis Bertans,Dante Cunningham,Domantas Sabonis,Derrick Favors,Willie Cauley-Stein,257.4
Damian Lillard,Patty Mills,Bogdan Bogdanovic,Buddy Hield,Josh Richardson,Bojan Bogdanovic,Derrick Favors,Kelly Olynyk,Rudy Gobert,252.8
