PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Ricky Rubio,Dennis Schroder,Dwyane Wade,Rudy Gay,Josh Richardson,Pascal Siakam,Serge Ibaka,JaVale McGee,242.5
Russell Westbrook,Ricky Rubio,Khris Middleton,Andrew Wiggins,Rudy Gay,Justise Winslow,Aaron Gordon,Derrick Favors,JaVale McGee,294.2
Ricky Rubio,George Hill,Dennis Schroder,Dwyane Wade,Paul George,Giannis Antetokounmpo,Aaron Gordon,Derrick Favors,JaVale McGee,276.2
Elie Okobo,Ricky Rubio,Bradley Beal,Andrew Wiggins,Paul George,Josh Richardson,Pascal Siakam,Derrick Favors,JaVale McGee,284.7
Russell Westbrook,Ricky Rubio,Khris Middleton,Dwyane Wade,Paul George,Gary Clark,Pascal Siakam,Derrick Favors,Nene Nene,274.5
Russell Westbrook,Ricky Rubio,Andrew Wiggins,Dwyane Wade,Paul George,Josh Richardson,Jarell Martin,Quincy Acy,Brook Lopez,293.0
Russell Westbrook,Ricky Rubio,Bradley Beal,Dwyane Wade,Rudy Gay,CJ Miles,Noah Vonleh,Derrick Favors,Brook Lopez,273.2
Elie Okobo,Ricky Rubio,Khris Middleton,Dwyane Wade,Paul George,Kawhi Leonard,Serge Ibaka,Noah Vonleh,JaVale McGee,278.3
Russell Westbrook,Ricky Rubio,Khris Middleton,Dennis Schroder,Gary Clark,Josh Richardson,Noah Vonleh,Aaron Gordon,Brook Lopez,237.4
Russell Westbrook,Frank Ntilikina,Dennis Schroder,Dwyane Wade,Kawhi Leonard,Justise Winslow,Noah Vonleh,Derrick Favors,JaVale McGee,225.6
Russell Westbrook,Ricky Rubio,Dennis Schroder,Andrew Wiggins,Giannis Antetokounmpo,CJ Miles,Noah Vonleh,Jarell Martin,JaVale McGee,212.0
Jalen Brunson,Ricky Rubio,Bradley Beal,Dennis Schroder,Kawhi Leonard,Justise Winslow,Pascal Siakam,Aaron Gordon,JaVale McGee,236.9
Russell Westbrook,Jalen Brunson,Andrew Wiggins,Dwyane Wade,Paul George,CJ Miles,Serge Ibaka,Aaron Gordon,JaVale McGee,277.3
Russell Westbrook,Ricky Rubio,Andrew Wiggins,Dwyane Wade,Justise Winslow,James III,Pascal Siakam,Noah Vonleh,Thomas Bryant,265.8
Frank Ntilikina,Ricky Rubio,Andrew Wiggins,Dwyane Wade,Giannis Antetokounmpo,Rudy Gay,Pascal Siakam,Derrick Favors,Rudy Gobert,300.7
Russell Westbrook,Ricky Rubio,Dennis Schroder,Dwyane Wade,Justise Winslow,CJ Miles,Aaron Gordon,Quincy Acy,Nikola Vucevic,236.8
Frank Ntilikina,Ricky Rubio,Bradley Beal,Dwyane Wade,Paul George,Justise Winslow,Serge Ibaka,Derrick Favors,Thomas Bryant,302.1
Russell Westbrook,Elie Okobo,Khris Middleton,Dwyane Wade,Giannis Antetokounmpo,Justise Winslow,Pascal Siakam,Quincy Acy,JaVale McGee,229.1
Ricky Rubio,George Hill,Khris Middleton,Dennis Schroder,Rudy Gay,Kawhi Leonard,Pascal Siakam,Derrick Favors,Nikola Vucevic,274.3
Ricky Rubio,Trey Burke,Khris Middleton,Andrew Wiggins,Giannis Antetokounmpo,Josh Richardson,Pascal Siakam,Serge Ibaka,Brook Lopez,303.4
Russell Westbrook,Trey Burke,Khris Middleton,Dennis Schroder,Paul George,Josh Richardson,Derrick Favors,Jarell Martin,JaVale McGee,226.1
Russell Westbrook,George Hill,Khris Middleton,Dwyane Wade,Justise Winslow,Josh Richardson,Serge Ibaka,Aaron Gordon,Thomas Bryant,272.7
Frank Ntilikina,Ricky Rubio,Dennis Schroder,Andrew Wiggins,Paul George,Rudy Gay,Serge Ibaka,Aaron Gordon,Brook Lopez,302.1
Russell Westbrook,George Hill,Dennis Schroder,Andrew Wiggins,Justise Winslow,Josh Richardson,Pascal Siakam,Derrick Favors,Brook Lopez,253.2
Russell Westbrook,Ricky Rubio,Dennis Schroder,Andrew Wiggins,Kawhi Leonard,Gary Clark,Derrick Favors,Quincy Acy,Thomas Bryant,246.7
Jalen Brunson,Ricky Rubio,Khris Middleton,Dwyane Wade,Kawhi Leonard,Josh Richardson,Aaron Gordon,Derrick Favors,Rudy Gobert,296.2
Russell Westbrook,Ricky Rubio,Khris Middleton,Dennis Schroder,CJ Miles,James III,Serge Ibaka,Derrick Favors,Rudy Gobert,232.4
Russell Westbrook,Elie Okobo,Dennis Schroder,Dwyane Wade,Giannis Antetokounmpo,Rudy Gay,Aaron Gordon,Jarell Martin,Brook Lopez,232.7
Russell Westbrook,Ricky Rubio,Khris Middleton,Bradley Beal,Rudy Gay,Gary Clark,Serge Ibaka,Jarell Martin,Thomas Bryant,261.4
Ricky Rubio,Trey Burke,James Harden,Dwyane Wade,Rudy Gay,Justise Winslow,Pascal Siakam,Aaron Gordon,Brook Lopez,293.0
Ricky Rubio,George Hill,James Harden,Khris Middleton,Justise Winslow,Josh Richardson,Pascal Siakam,Noah Vonleh,JaVale McGee,252.1
Russell Westbrook,Frank Ntilikina,Khris Middleton,Bradley Beal,Josh Richardson,CJ Miles,Pascal Siakam,Aaron Gordon,JaVale McGee,241.8
Elie Okobo,Ricky Rubio,Khris Middleton,Dennis Schroder,Paul George,Giannis Antetokounmpo,Pascal Siakam,Jarell Martin,Thomas Bryant,245.3
Russell Westbrook,Jalen Brunson,Dennis Schroder,Dwyane Wade,Giannis Antetokounmpo,CJ Miles,Pascal Siakam,Derrick Favors,Thomas Bryant,226.1
Elie Okobo,Ricky Rubio,James Harden,Dennis Schroder,Justise Winslow,Josh Richardson,Aaron Gordon,Derrick Favors,Thomas Bryant,259.3
Russell Westbrook,George Hill,Andrew Wiggins,Dwyane Wade,Rudy Gay,Gary Clark,Pascal Siakam,Aaron Gordon,Nikola Vucevic,284.2
Russell Westbrook,Trey Burke,Bradley Beal,Andrew Wiggins,Justise Winslow,Gary Clark,Pascal Siakam,Serge Ibaka,JaVale McGee,254.0
Russell Westbrook,Elie Okobo,Andrew Wiggins,Dwyane Wade,Rudy Gay,Kawhi Leonard,Serge Ibaka,Derrick Favors,Nene Nene,273.3
Jalen Brunson,Ricky Rubio,Khris Middleton,Dennis Schroder,Paul George,Josh Richardson,Serge Ibaka,Quincy Acy,Nikola Vucevic,259.1
