PG,PG,SG,SG,SF,SF,PF,PF,C,P
Jamal Murray,Devin Harris,Buddy Hield,Dwyane Wade,LeBron James,Josh Richardson,Serge Ibaka,Kyle Kuzma,Thomas Bryant,241.2
Jamal Murray,Tyler Johnson,Bradley Beal,Buddy Hield,Justise Winslow,Josh Richardson,Anthony Davis,Harry III,Thomas Bryant,274.1
Tomas Satoransky,Jamal Murray,Jrue Holiday,Bogdan Bogdanovic,LeBron James,Justise Winslow,Serge Ibaka,Harry III,Thomas Bryant,194.5
Jamal Murray,Jalen Brunson,Bradley Beal,Dwyane Wade,Josh Richardson,Kawhi Leonard,Serge Ibaka,Harry III,Willie Cauley-Stein,255.9
Tomas Satoransky,Jalen Brunson,Jrue Holiday,Dwyane Wade,Justise Winslow,Josh Richardson,Anthony Davis,Kyle Kuzma,Thomas Bryant,258.8
Jamal Murray,Devin Harris,Bradley Beal,Bogdan Bogdanovic,Juancho Hernangomez,Justise Winslow,Serge Ibaka,Kyle Kuzma,Willie Cauley-Stein,210.6
Jamal Murray,Tim Frazier,Bogdan Bogdanovic,Dwyane Wade,Justise Winslow,Josh Richardson,Kyle Kuzma,Harry III,Nikola Jokic,214.1
Tyler Johnson,Devin Harris,Bogdan Bogdanovic,Dwyane Wade,Justise Winslow,Kawhi Leonard,Anthony Davis,Serge Ibaka,Thomas Bryant,260.3
Tomas Satoransky,Jamal Murray,Buddy Hield,Dwyane Wade,Justise Winslow,Isaac Bonga,Anthony Davis,Serge Ibaka,Willie Cauley-Stein,232.0
Jalen Brunson,Tim Frazier,Bradley Beal,Buddy Hield,Justise Winslow,Kawhi Leonard,Serge Ibaka,Kyle Kuzma,Thomas Bryant,237.0
Tomas Satoransky,Jamal Murray,Bradley Beal,Bogdan Bogdanovic,Josh Richardson,Kawhi Leonard,Kyle Kuzma,Dwight Powell,Thomas Bryant,272.3
Jamal Murray,Jalen Brunson,Buddy Hield,Wayne Ellington,LeBron James,Justise Winslow,Kyle Kuzma,Harry III,Willie Cauley-Stein,183.5
Jamal Murray,Jalen Brunson,Bogdan Bogdanovic,Wayne Ellington,Juancho Hernangomez,Josh Richardson,Anthony Davis,Serge Ibaka,Thomas Bryant,245.9
Jamal Murray,Tyler Johnson,Jrue Holiday,Dwyane Wade,Juancho Hernangomez,Kawhi Leonard,Kyle Kuzma,Harry III,Thomas Bryant,233.5
Tomas Satoransky,Devin Harris,Bogdan Bogdanovic,Dwyane Wade,LeBron James,Kawhi Leonard,Kyle Kuzma,Harry III,Willie Cauley-Stein,199.1
Jamal Murray,Tyler Johnson,Dwyane Wade,Wayne Ellington,LeBron James,Justise Winslow,Serge Ibaka,Dwight Powell,Nikola Jokic,205.0
