PG,PG,SG,SG,SF,SF,PF,PF,C,P
Spencer Dinwiddie,Darren Collison,CJ McCollum,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Thaddeus Young,Derrick Favors,Rudy Gobert,278.2
Spencer Dinwiddie,Darren Collison,Jeremy Lamb,Khris Middleton,Kevin Durant,Bojan Bogdanovic,Pascal Siakam,Serge Ibaka,Brook Lopez,245.4
Damian Lillard,Spencer Dinwiddie,Andrew Wiggins,Shake Milton,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Derrick Favors,Brook Lopez,261.2
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Shake Milton,Kawhi Leonard,Bojan Bogdanovic,Domantas Sabonis,Pascal Siakam,Thomas Bryant,219.0
Kemba Walker,Spencer Dinwiddie,CJ McCollum,Shake Milton,Kevin Durant,Bojan Bogdanovic,Kyle Kuzma,Thaddeus Young,Brook Lopez,240.0
Kemba Walker,Damian Lillard,Bradley Beal,Jeremy Lamb,Bojan Bogdanovic,Michael Kidd-Gilchrist,Thaddeus Young,Derrick Favors,Brook Lopez,286.2
Damian Lillard,Darren Collison,CJ McCollum,Shake Milton,Kevin Durant,Bojan Bogdanovic,Pascal Siakam,Derrick Favors,Thomas Bryant,270.0
Kemba Walker,Darren Collison,Khris Middleton,Shake Milton,Kawhi Leonard,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Jarrett Allen,249.9
Stephen Curry,Spencer Dinwiddie,Jeremy Lamb,Shake Milton,Kevin Durant,Bojan Bogdanovic,Noah Vonleh,Derrick Favors,JaVale McGee,218.1
Kemba Walker,Spencer Dinwiddie,Bradley Beal,CJ McCollum,Bojan Bogdanovic,OG Anunoby,Serge Ibaka,Derrick Favors,Thomas Bryant,246.2
Damian Lillard,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Bojan Bogdanovic,Chandler Hutchison,Domantas Sabonis,Serge Ibaka,JaVale McGee,261.7
Kemba Walker,Spencer Dinwiddie,Andrew Wiggins,Jeremy Lamb,Bojan Bogdanovic,Miles Bridges,Kyle Kuzma,Serge Ibaka,Rudy Gobert,218.8
Damian Lillard,Spencer Dinwiddie,Bradley Beal,Khris Middleton,Bojan Bogdanovic,Jaron Blossomgame,Pascal Siakam,Derrick Favors,Jarrett Allen,282.1
Ben Simmons,Spencer Dinwiddie,Khris Middleton,Shake Milton,Kawhi Leonard,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Dewayne Dedmon,278.7
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Khris Middleton,Bojan Bogdanovic,Michael Kidd-Gilchrist,Noah Vonleh,Serge Ibaka,Rudy Gobert,263.6
Ben Simmons,Kemba Walker,CJ McCollum,Khris Middleton,Bojan Bogdanovic,Chandler Hutchison,Pascal Siakam,Derrick Favors,Brook Lopez,289.2
Damian Lillard,Stephen Curry,CJ McCollum,Jeremy Lamb,Bojan Bogdanovic,Miles Bridges,Serge Ibaka,Derrick Favors,Jarrett Allen,273.7
Damian Lillard,Spencer Dinwiddie,Jeremy Lamb,Khris Middleton,Kawhi Leonard,OG Anunoby,Kyle Kuzma,Thaddeus Young,Brook Lopez,268.1
Ben Simmons,Darren Collison,Jeremy Lamb,Shake Milton,Kevin Durant,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Jarrett Allen,293.8
Ben Simmons,Damian Lillard,Jeremy Lamb,Khris Middleton,Bojan Bogdanovic,OG Anunoby,Domantas Sabonis,Derrick Favors,Thomas Bryant,297.9
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Khris Middleton,Kawhi Leonard,Michael Kidd-Gilchrist,Serge Ibaka,Derrick Favors,JaVale McGee,226.0
Stephen Curry,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Bojan Bogdanovic,Lance Stephenson,Kyle Kuzma,Thaddeus Young,Thomas Bryant,242.3
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Jeremy Lamb,Kevin Durant,Jaron Blossomgame,Thaddeus Young,Serge Ibaka,Thomas Bryant,255.9
Kemba Walker,Damian Lillard,CJ McCollum,Jeremy Lamb,Wilson Chandler,Bojan Bogdanovic,Kyle Kuzma,Pascal Siakam,Dewayne Dedmon,256.4
Damian Lillard,Darren Collison,Andrew Wiggins,Jeremy Lamb,Bojan Bogdanovic,Jaron Blossomgame,Domantas Sabonis,Pascal Siakam,Rudy Gobert,283.7
Stephen Curry,Spencer Dinwiddie,Andrew Wiggins,CJ McCollum,Bojan Bogdanovic,Miles Bridges,Domantas Sabonis,Pascal Siakam,Brook Lopez,265.2
Kemba Walker,Cameron Payne,CJ McCollum,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Noah Vonleh,Serge Ibaka,Brook Lopez,243.6
Kemba Walker,Spencer Dinwiddie,CJ McCollum,Jeremy Lamb,Kevin Durant,Lance Stephenson,Pascal Siakam,Derrick Favors,Jarrett Allen,242.4
Kemba Walker,Stephen Curry,Jeremy Lamb,Khris Middleton,Bojan Bogdanovic,Jaron Blossomgame,Thaddeus Young,Serge Ibaka,Dewayne Dedmon,254.7
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Andrew Wiggins,Bojan Bogdanovic,Chandler Hutchison,Pascal Siakam,Thaddeus Young,Dewayne Dedmon,262.8
Ben Simmons,Spencer Dinwiddie,Andrew Wiggins,Jeremy Lamb,Kevin Durant,Miles Bridges,Thaddeus Young,Derrick Favors,Brook Lopez,285.5
Damian Lillard,Darren Collison,Bradley Beal,Khris Middleton,Bojan Bogdanovic,Miles Bridges,Thaddeus Young,Serge Ibaka,Thomas Bryant,285.8
Spencer Dinwiddie,Darren Collison,Bradley Beal,Jeremy Lamb,Kevin Durant,Michael Kidd-Gilchrist,Domantas Sabonis,Derrick Favors,Thomas Bryant,270.5
Kemba Walker,Darren Collison,Andrew Wiggins,Jeremy Lamb,Kawhi Leonard,Chandler Hutchison,Domantas Sabonis,Derrick Favors,Brook Lopez,272.2
Spencer Dinwiddie,Jalen Brunson,CJ McCollum,Khris Middleton,Kawhi Leonard,Bojan Bogdanovic,Domantas Sabonis,Kyle Kuzma,JaVale McGee,247.7
Damian Lillard,Darren Collison,CJ McCollum,Jeremy Lamb,Kawhi Leonard,OG Anunoby,Pascal Siakam,Serge Ibaka,JaVale McGee,264.8
Spencer Dinwiddie,Darren Collison,Bradley Beal,Jeremy Lamb,Kawhi Leonard,Miles Bridges,Kyle Kuzma,Pascal Siakam,Jarrett Allen,256.5
Damian Lillard,Darren Collison,Bradley Beal,CJ McCollum,Bojan Bogdanovic,OG Anunoby,Domantas Sabonis,Noah Vonleh,Brook Lopez,306.1
