PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Danilo Gallinari,Gordon Hayward,Kyle Kuzma,Anthony Davis,Thomas Bryant,285.4
Kemba Walker,Damian Lillard,Kent Bazemore,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Jayson Tatum,Anthony Davis,Thomas Bryant,279.5
Kyrie Irving,Darren Collison,Kent Bazemore,Dwyane Wade,Rudy Gay,Bojan Bogdanovic,Kyle Kuzma,Anthony Davis,Thomas Bryant,243.8
Stephen Curry,Darren Collison,Andrew Wiggins,Bogdan Bogdanovic,Justise Winslow,Bojan Bogdanovic,Derrick Favors,Anthony Davis,Thomas Bryant,282.2
Ricky Rubio,Damian Lillard,Jeremy Lamb,Dwyane Wade,Justise Winslow,Rudy Gay,Jayson Tatum,Anthony Davis,Thomas Bryant,277.3
Darren Collison,Damian Lillard,Jeremy Lamb,Bogdan Bogdanovic,Gordon Hayward,Rudy Gay,Kyle Kuzma,Anthony Davis,JaVale McGee,273.7
Ricky Rubio,Kyrie Irving,Kent Bazemore,Andrew Wiggins,Josh Richardson,Gordon Hayward,Derrick Favors,Anthony Davis,Thomas Bryant,244.0
Darren Collison,Damian Lillard,Khris Middleton,Dwyane Wade,Josh Richardson,Gordon Hayward,Thaddeus Young,Anthony Davis,Thomas Bryant,272.3
Ricky Rubio,Darren Collison,Khris Middleton,Buddy Hield,Danilo Gallinari,Bojan Bogdanovic,Jayson Tatum,Anthony Davis,Thomas Bryant,257.1
Damian Lillard,Brad Wanamaker,Andrew Wiggins,Dwyane Wade,Danilo Gallinari,Bojan Bogdanovic,Blake Griffin,Anthony Davis,Thomas Bryant,277.7
Kyrie Irving,Shelvin Mack,Dwyane Wade,Bogdan Bogdanovic,Gordon Hayward,Bojan Bogdanovic,Blake Griffin,Anthony Davis,JaVale McGee,258.4
Stephen Curry,Kyrie Irving,Jeremy Lamb,Bogdan Bogdanovic,Rudy Gay,Bojan Bogdanovic,Thaddeus Young,Jayson Tatum,Thomas Bryant,277.2
