PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Damian Lillard,Dennis Schroder,Andrew Wiggins,Kevin Durant,Wesley Johnson,Kyle Kuzma,Meyers Leonard,JaVale McGee,212.4
Stephen Curry,Quinn Cook,CJ McCollum,Andrew Wiggins,Paul George,Wesley Johnson,Kyle Kuzma,Draymond Green,Thomas Bryant,248.0
Russell Westbrook,Quinn Cook,Dennis Schroder,CJ McCollum,Paul George,Kevin Durant,Quincy Acy,Meyers Leonard,JaVale McGee,221.1
Russell Westbrook,Seth Curry,CJ McCollum,Andrew Wiggins,Kevin Durant,Luol Deng,Kyle Kuzma,Draymond Green,JaVale McGee,293.2
Damian Lillard,Quinn Cook,Dennis Schroder,Andrew Wiggins,Paul George,Kevin Durant,Draymond Green,Patrick Patterson,Tyson Chandler,222.9
Damian Lillard,Quinn Cook,Bradley Beal,Dennis Schroder,Paul George,Troy Jr,Kyle Kuzma,Meyers Leonard,Thomas Bryant,176.1
Russell Westbrook,Stephen Curry,Bradley Beal,CJ McCollum,Darius Miller,Wesley Johnson,Draymond Green,Meyers Leonard,JaVale McGee,273.9
Stephen Curry,Seth Curry,Dennis Schroder,CJ McCollum,Paul George,Kevin Durant,Kyle Kuzma,Zach Collins,Tyson Chandler,251.6
Damian Lillard,Elie Okobo,Dennis Schroder,CJ McCollum,Paul George,Jake Layman,Kyle Kuzma,Draymond Green,JaVale McGee,237.0
Quinn Cook,Elie Okobo,Bradley Beal,Andrew Wiggins,Paul George,Kevin Durant,Kyle Kuzma,Zach Collins,JaVale McGee,238.8
Russell Westbrook,Seth Curry,Dennis Schroder,Andrew Wiggins,Paul George,Wesley Johnson,Draymond Green,Meyers Leonard,Steven Adams,269.8
Stephen Curry,Quinn Cook,Bradley Beal,Dennis Schroder,Kevin Durant,Darius Miller,Kyle Kuzma,Draymond Green,Ian Mahinmi,217.4
Stephen Curry,De'Anthony Melton,Jrue Holiday,CJ McCollum,Paul George,Luol Deng,Kyle Kuzma,Meyers Leonard,JaVale McGee,240.9
