PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Spencer Dinwiddie,Lou Williams,Kent Bazemore,Paul George,Danilo Gallinari,Larry Jr,Serge Ibaka,Thomas Bryant,218.6
Jamal Murray,Spencer Dinwiddie,Dennis Schroder,Andrew Wiggins,Paul George,Danilo Gallinari,Blake Griffin,Serge Ibaka,Alex Len,203.4
Stephen Curry,Jamal Murray,Dennis Schroder,Lou Williams,Paul George,Danilo Gallinari,Noah Vonleh,Pascal Siakam,Thomas Bryant,218.7
Jamal Murray,Spencer Dinwiddie,James Harden,Lou Williams,Paul George,Troy Jr,Larry Jr,Montrezl Harrell,Alex Len,169.6
Russell Westbrook,Jamal Murray,Bradley Beal,Lou Williams,Paul George,Danuel Jr,Noah Vonleh,Serge Ibaka,Alex Len,205.0
Stephen Curry,Spencer Dinwiddie,Bradley Beal,Andrew Wiggins,Paul George,Troy Jr,Montrezl Harrell,Serge Ibaka,Thomas Bryant,253.4
Russell Westbrook,Jamal Murray,Jrue Holiday,Andrew Wiggins,Paul George,Troy Jr,Noah Vonleh,Larry Jr,Thomas Bryant,216.6
Jamal Murray,Spencer Dinwiddie,Andrew Wiggins,Kent Bazemore,Paul George,Danuel Jr,Anthony Davis,Pascal Siakam,Thomas Bryant,220.4
Jamal Murray,Spencer Dinwiddie,Dennis Schroder,Kent Bazemore,Kevin Durant,Paul George,Noah Vonleh,Larry Jr,Dewayne Dedmon,178.7
Stephen Curry,Spencer Dinwiddie,Lou Williams,Andrew Wiggins,Kawhi Leonard,Danilo Gallinari,Noah Vonleh,Larry Jr,Alex Len,225.3
Stephen Curry,Jamal Murray,Jrue Holiday,Kent Bazemore,Paul George,Danilo Gallinari,Larry Jr,Cheick Diallo,Alex Len,193.9
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Paul George,James III,Larry Jr,Pascal Siakam,Alex Len,192.6
Jamal Murray,Spencer Dinwiddie,Bradley Beal,Lou Williams,Paul George,James III,Blake Griffin,Paul Millsap,Thomas Bryant,229.1
Stephen Curry,Jamal Murray,James Harden,Andrew Wiggins,Danilo Gallinari,Danuel Jr,Larry Jr,Serge Ibaka,Thomas Bryant,197.9
Jamal Murray,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Danilo Gallinari,Troy Jr,Anthony Davis,Larry Jr,Thomas Bryant,195.5
Stephen Curry,Spencer Dinwiddie,Jrue Holiday,Dennis Schroder,Paul George,Danuel Jr,Larry Jr,Paul Millsap,Thomas Bryant,217.8
Stephen Curry,Spencer Dinwiddie,Jrue Holiday,Lou Williams,Paul George,James III,Noah Vonleh,Serge Ibaka,Dewayne Dedmon,293.2
Russell Westbrook,Spencer Dinwiddie,Andrew Wiggins,Kent Bazemore,Paul George,Juancho Hernangomez,Noah Vonleh,Paul Millsap,Alex Len,184.3
Russell Westbrook,Jamal Murray,Andrew Wiggins,Kent Bazemore,Kevin Durant,James III,Larry Jr,Serge Ibaka,Alex Len,144.5
Jamal Murray,Spencer Dinwiddie,Lou Williams,Andrew Wiggins,Kevin Durant,Danilo Gallinari,Montrezl Harrell,Cheick Diallo,Thomas Bryant,209.3
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Paul George,Troy Jr,Noah Vonleh,Cheick Diallo,Karl-Anthony Towns,208.2
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Andrew Wiggins,Kevin Durant,Danuel Jr,Noah Vonleh,Serge Ibaka,Thomas Bryant,205.4
Stephen Curry,Spencer Dinwiddie,Lou Williams,Kent Bazemore,Kevin Durant,Danuel Jr,Montrezl Harrell,Serge Ibaka,Alex Len,195.9
Russell Westbrook,Stephen Curry,Bradley Beal,Kent Bazemore,Paul George,James III,Noah Vonleh,Cheick Diallo,Thomas Bryant,210.2
