PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Spencer Dinwiddie,Lou Williams,Kent Bazemore,Paul George,Danilo Gallinari,Larry Jr,Derrick Favors,Thomas Bryant,258.2
Spencer Dinwiddie,Ricky Rubio,Dennis Schroder,Andrew Wiggins,Paul George,Rudy Gay,Montrezl Harrell,Derrick Favors,Thomas Bryant,174.2
Damian Lillard,Ricky Rubio,Dennis Schroder,CJ McCollum,Rudy Gay,Danilo Gallinari,Larry Jr,Derrick Favors,Dewayne Dedmon,229.8
Russell Westbrook,Ricky Rubio,Andrew Wiggins,Kent Bazemore,Paul George,Thabo Sefolosha,Larry Jr,Derrick Favors,Dewayne Dedmon,211.5
Russell Westbrook,Ricky Rubio,Jeremy Lamb,Kent Bazemore,Rudy Gay,Danilo Gallinari,Noah Vonleh,Derrick Favors,Thomas Bryant,259.1
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Danilo Gallinari,Thabo Sefolosha,Montrezl Harrell,Derrick Favors,Dewayne Dedmon,268.1
Spencer Dinwiddie,Ricky Rubio,CJ McCollum,Lou Williams,Paul George,Rudy Gay,Noah Vonleh,Larry Jr,Brook Lopez,190.4
Spencer Dinwiddie,Ricky Rubio,CJ McCollum,Khris Middleton,Danilo Gallinari,Thabo Sefolosha,Anthony Davis,Derrick Favors,Thomas Bryant,232.5
Damian Lillard,Spencer Dinwiddie,Jeremy Lamb,CJ McCollum,Paul George,Thabo Sefolosha,Noah Vonleh,Derrick Favors,Dewayne Dedmon,239.5
Russell Westbrook,Spencer Dinwiddie,CJ McCollum,Kent Bazemore,James III,Rudy Gay,Montrezl Harrell,Derrick Favors,Brook Lopez,263.1
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Andrew Wiggins,Rudy Gay,Danilo Gallinari,Larry Jr,Derrick Favors,Brook Lopez,243.0
Damian Lillard,Ricky Rubio,Dennis Schroder,Kent Bazemore,Paul George,James III,Noah Vonleh,Derrick Favors,Brook Lopez,199.4
Spencer Dinwiddie,Ricky Rubio,Jeremy Lamb,Lou Williams,James III,Rudy Gay,Anthony Davis,Derrick Favors,Dewayne Dedmon,230.4
Spencer Dinwiddie,Ricky Rubio,Khris Middleton,Antonio Blakeney,Paul George,Danilo Gallinari,Montrezl Harrell,Larry Jr,Dewayne Dedmon,216.3
Kemba Walker,Damian Lillard,CJ McCollum,Lou Williams,Rudy Gay,Thabo Sefolosha,Montrezl Harrell,Derrick Favors,Thomas Bryant,247.5
Ben Simmons,Spencer Dinwiddie,Dennis Schroder,Khris Middleton,Paul George,Thabo Sefolosha,Larry Jr,Derrick Favors,Brook Lopez,170.7
Kemba Walker,Ricky Rubio,Jeremy Lamb,CJ McCollum,Paul George,James III,Larry Jr,Derrick Favors,Thomas Bryant,167.3
Ben Simmons,Ricky Rubio,Lou Williams,Grayson Allen,Paul George,Danilo Gallinari,Noah Vonleh,Derrick Favors,Dewayne Dedmon,227.1
Russell Westbrook,Ben Simmons,Dennis Schroder,Andrew Wiggins,James III,Danilo Gallinari,Larry Jr,Derrick Favors,Thomas Bryant,203.7
Russell Westbrook,Spencer Dinwiddie,Jeremy Lamb,Bradley Beal,Rudy Gay,Thabo Sefolosha,Montrezl Harrell,Larry Jr,Thomas Bryant,232.3
Kemba Walker,Spencer Dinwiddie,Khris Middleton,Kent Bazemore,Paul George,Rudy Gay,Derrick Favors,Josh Jackson,Dewayne Dedmon,234.7
Damian Lillard,Spencer Dinwiddie,Jrue Holiday,Bradley Beal,James III,Rudy Gay,Noah Vonleh,Derrick Favors,Thomas Bryant,241.9
Spencer Dinwiddie,Ricky Rubio,Lou Williams,Kent Bazemore,Giannis Antetokounmpo,Thabo Sefolosha,Noah Vonleh,Montrezl Harrell,Thomas Bryant,219.2
Ben Simmons,Ricky Rubio,Lou Williams,Sterling Brown,Giannis Antetokounmpo,Rudy Gay,Larry Jr,Derrick Favors,Thomas Bryant,194.6
Ben Simmons,Spencer Dinwiddie,Andrew Wiggins,Kent Bazemore,Danilo Gallinari,Thabo Sefolosha,Noah Vonleh,Derrick Favors,Rudy Gobert,261.9
Kemba Walker,Russell Westbrook,Dennis Schroder,Antonio Blakeney,Paul George,Thabo Sefolosha,Noah Vonleh,Derrick Favors,Thomas Bryant,179.5
Damian Lillard,Ricky Rubio,Lou Williams,Andrew Wiggins,Danilo Gallinari,Thabo Sefolosha,Montrezl Harrell,Larry Jr,Brook Lopez,244.3
Damian Lillard,Ricky Rubio,CJ McCollum,Andrew Wiggins,Paul George,Danilo Gallinari,Noah Vonleh,Ersan Ilyasova,Thomas Bryant,234.4
Russell Westbrook,Spencer Dinwiddie,Sterling Brown,Grayson Allen,Paul George,Danilo Gallinari,Noah Vonleh,Montrezl Harrell,Thomas Bryant,232.5
Damian Lillard,Spencer Dinwiddie,Bradley Beal,Kent Bazemore,Rudy Gay,Danilo Gallinari,Montrezl Harrell,Cheick Diallo,Dewayne Dedmon,301.3
Russell Westbrook,Spencer Dinwiddie,Antonio Blakeney,Grayson Allen,Giannis Antetokounmpo,Rudy Gay,Larry Jr,Derrick Favors,Dewayne Dedmon,234.3
Kemba Walker,Ricky Rubio,CJ McCollum,Kent Bazemore,James III,Danilo Gallinari,Noah Vonleh,Montrezl Harrell,Dewayne Dedmon,241.6
Spencer Dinwiddie,Ricky Rubio,James Harden,Sterling Brown,James III,Danilo Gallinari,Larry Jr,Derrick Favors,Rudy Gobert,251.6
Spencer Dinwiddie,Ricky Rubio,Dennis Schroder,Andrew Wiggins,Giannis Antetokounmpo,James III,Noah Vonleh,Larry Jr,Dewayne Dedmon,163.8
Russell Westbrook,Ricky Rubio,CJ McCollum,Sterling Brown,Paul George,Danilo Gallinari,Derrick Favors,Kevin Knox,Brook Lopez,264.6
Spencer Dinwiddie,Ricky Rubio,Jrue Holiday,Lou Williams,Paul George,Thabo Sefolosha,Derrick Favors,Cheick Diallo,Rudy Gobert,243.9
Damian Lillard,Ricky Rubio,Khris Middleton,Kent Bazemore,James III,Rudy Gay,Montrezl Harrell,Larry Jr,Thomas Bryant,198.0
Spencer Dinwiddie,Raul Neto,Andrew Wiggins,Sterling Brown,Paul George,Danilo Gallinari,Anthony Davis,Derrick Favors,Dewayne Dedmon,250.0
Russell Westbrook,Raul Neto,Lou Williams,Khris Middleton,Paul George,James III,Montrezl Harrell,Derrick Favors,Thomas Bryant,240.1
Spencer Dinwiddie,Ricky Rubio,Dennis Schroder,Kent Bazemore,Danilo Gallinari,Maurice Harkless,Anthony Davis,Larry Jr,Brook Lopez,207.2
