PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Rudy Gay,James III,Pascal Siakam,Serge Ibaka,Jakob Poeltl,238.7
Jamal Murray,Patty Mills,James Harden,Buddy Hield,Rudy Gay,Juancho Hernangomez,Serge Ibaka,Paul Millsap,Pau Gasol,259.3
Shaun Livingston,Yogi Ferrell,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,Rudy Gay,Serge Ibaka,Paul Millsap,Nikola Jokic,240.1
Jamal Murray,Patty Mills,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,James III,Draymond Green,Paul Millsap,Willie Cauley-Stein,257.0
Jamal Murray,Yogi Ferrell,Buddy Hield,Marco Belinelli,Kawhi Leonard,Rudy Gay,Pascal Siakam,Paul Millsap,Willie Cauley-Stein,237.0
Patty Mills,Shaun Livingston,James Harden,Bogdan Bogdanovic,Kawhi Leonard,Rudy Gay,Pascal Siakam,Paul Millsap,Jakob Poeltl,247.6
Jamal Murray,Bryn Forbes,Austin Rivers,Bogdan Bogdanovic,Kawhi Leonard,Rudy Gay,Draymond Green,Serge Ibaka,Willie Cauley-Stein,267.8
Jamal Murray,Patty Mills,Bogdan Bogdanovic,Marco Belinelli,Kawhi Leonard,Kevin Durant,Pascal Siakam,Serge Ibaka,Pau Gasol,234.0
Stephen Curry,Jamal Murray,Austin Rivers,Delon Wright,Kevin Durant,Rudy Gay,Pascal Siakam,Paul Millsap,Pau Gasol,271.8
Stephen Curry,Yogi Ferrell,James Harden,Bogdan Bogdanovic,Juancho Hernangomez,James III,Pascal Siakam,Paul Millsap,Pau Gasol,212.0
Stephen Curry,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Kawhi Leonard,Justin Jackson,Paul Millsap,Harry III,Pau Gasol,245.3
Stephen Curry,Jamal Murray,Bogdan Bogdanovic,Marco Belinelli,Rudy Gay,Juancho Hernangomez,Paul Millsap,Chris Boucher,Nikola Jokic,240.5
Stephen Curry,Shaun Livingston,Buddy Hield,Delon Wright,Kawhi Leonard,James III,Serge Ibaka,Paul Millsap,Willie Cauley-Stein,222.0
Jamal Murray,Yogi Ferrell,James Harden,Marco Belinelli,Kevin Durant,James III,Serge Ibaka,Paul Millsap,Jakob Poeltl,244.1
Stephen Curry,Bryn Forbes,James Harden,Bogdan Bogdanovic,Rudy Gay,Justin Jackson,Serge Ibaka,Paul Millsap,Kosta Koufos,271.5
Jamal Murray,Shaun Livingston,James Harden,Delon Wright,Rudy Gay,James III,Draymond Green,Pascal Siakam,Willie Cauley-Stein,298.1
Jamal Murray,Bryn Forbes,Buddy Hield,Delon Wright,Kevin Durant,Juancho Hernangomez,Pascal Siakam,Serge Ibaka,Willie Cauley-Stein,265.2
Stephen Curry,Yogi Ferrell,Buddy Hield,Iman Shumpert,Kawhi Leonard,Rudy Gay,Draymond Green,Serge Ibaka,Pau Gasol,226.2
Stephen Curry,Jamal Murray,Danny Green,Torrey Craig,Kawhi Leonard,Rudy Gay,Draymond Green,Paul Millsap,Jakob Poeltl,239.1
Bryn Forbes,Yogi Ferrell,Buddy Hield,Bogdan Bogdanovic,Kawhi Leonard,Kevin Durant,Draymond Green,Pascal Siakam,Jakob Poeltl,251.0
Stephen Curry,Patty Mills,Austin Rivers,Buddy Hield,Rudy Gay,Juancho Hernangomez,Draymond Green,Pascal Siakam,Nikola Jokic,279.4
Jamal Murray,Patty Mills,Buddy Hield,Bogdan Bogdanovic,Kawhi Leonard,Rudy Gay,Jonas Jerebko,Trey Lyles,Nikola Jokic,248.2
Stephen Curry,Jamal Murray,Buddy Hield,Danny Green,Kevin Durant,OG Anunoby,Serge Ibaka,Paul Millsap,Kosta Koufos,230.7
Jamal Murray,Yogi Ferrell,James Harden,Bogdan Bogdanovic,OG Anunoby,Justin Jackson,Pascal Siakam,Serge Ibaka,Willie Cauley-Stein,269.5
Jamal Murray,Bryn Forbes,Bogdan Bogdanovic,Danny Green,Kevin Durant,Rudy Gay,Pascal Siakam,Harry III,Nikola Jokic,274.1
Fred VanVleet,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,OG Anunoby,Juancho Hernangomez,Draymond Green,Serge Ibaka,Nikola Jokic,255.2
Bryn Forbes,Shaun Livingston,James Harden,Buddy Hield,Kevin Durant,James III,Draymond Green,Serge Ibaka,Pau Gasol,269.2
