PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Darren Collison,Jrue Holiday,Dwyane Wade,Bojan Bogdanovic,Rudy Gay,Kyle Kuzma,Domantas Sabonis,Joel Embiid,299.5
Kemba Walker,Kyrie Irving,Jrue Holiday,Jeremy Lamb,Bojan Bogdanovic,Justise Winslow,Thaddeus Young,Derrick Favors,Joel Embiid,278.9
Kemba Walker,Ricky Rubio,Jrue Holiday,Dwyane Wade,LeBron James,Justise Winslow,Thaddeus Young,Domantas Sabonis,Alex Len,303.0
Kemba Walker,Darren Collison,CJ McCollum,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Alex Len,276.6
Kyrie Irving,Darren Collison,Dwyane Wade,Jeremy Lamb,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Andre Drummond,215.9
Ricky Rubio,Darren Collison,Dwyane Wade,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Joel Embiid,290.5
Kyrie Irving,Darren Collison,Jrue Holiday,CJ McCollum,LeBron James,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,JaVale McGee,261.3
Kemba Walker,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Bojan Bogdanovic,Justise Winslow,Blake Griffin,Kyle Kuzma,Andre Drummond,268.1
Ben Simmons,Darren Collison,Jrue Holiday,Jeremy Lamb,Bojan Bogdanovic,Justise Winslow,Blake Griffin,Domantas Sabonis,Nikola Vucevic,230.7
Kyrie Irving,Darren Collison,CJ McCollum,Jeremy Lamb,Josh Richardson,Justise Winslow,Kyle Kuzma,Domantas Sabonis,Joel Embiid,240.5
Ben Simmons,Kyrie Irving,Jrue Holiday,Dwyane Wade,Bojan Bogdanovic,Justise Winslow,Kyle Kuzma,Aaron Gordon,Alex Len,214.7
Ricky Rubio,Darren Collison,Jrue Holiday,Dwyane Wade,Josh Richardson,Justise Winslow,Blake Griffin,Derrick Favors,Joel Embiid,277.5
Kemba Walker,Kyrie Irving,CJ McCollum,Dwyane Wade,Bojan Bogdanovic,Rudy Gay,Blake Griffin,Thaddeus Young,Alex Len,255.3
Kemba Walker,Darren Collison,CJ McCollum,Dwyane Wade,Giannis Antetokounmpo,Justise Winslow,Thaddeus Young,Derrick Favors,Rudy Gobert,291.5
Kemba Walker,Ricky Rubio,Jrue Holiday,CJ McCollum,Josh Richardson,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Nikola Vucevic,298.0
Damian Lillard,Kyrie Irving,Jrue Holiday,Jeremy Lamb,Bojan Bogdanovic,Rudy Gay,Jayson Tatum,Domantas Sabonis,Alex Len,247.5
Ricky Rubio,Darren Collison,Jrue Holiday,Jeremy Lamb,Giannis Antetokounmpo,Rudy Gay,Kyle Kuzma,Thaddeus Young,Alex Len,260.7
Kemba Walker,Kyrie Irving,Dwyane Wade,Jeremy Lamb,Rudy Gay,Justise Winslow,Aaron Gordon,Domantas Sabonis,Nikola Vucevic,251.0
Kemba Walker,Damian Lillard,Dwyane Wade,Jeremy Lamb,Josh Richardson,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,Rudy Gobert,303.0
Kyrie Irving,Darren Collison,Jrue Holiday,Dwyane Wade,LeBron James,Larry Jr,Jayson Tatum,Derrick Favors,Alex Len,218.3
Kemba Walker,Ricky Rubio,CJ McCollum,Jeremy Lamb,Rudy Gay,Gordon Hayward,Thaddeus Young,Domantas Sabonis,Joel Embiid,311.2
Damian Lillard,Darren Collison,Jrue Holiday,CJ McCollum,Bojan Bogdanovic,Justise Winslow,Aaron Gordon,Derrick Favors,Andre Drummond,277.2
Kemba Walker,Darren Collison,Jrue Holiday,Khris Middleton,Josh Richardson,Justise Winslow,Kyle Kuzma,Thaddeus Young,Nikola Vucevic,275.6
Ben Simmons,Ricky Rubio,CJ McCollum,Dwyane Wade,Larry Jr,Bojan Bogdanovic,Kyle Kuzma,Derrick Favors,Joel Embiid,268.9
Ricky Rubio,Darren Collison,Jrue Holiday,Jeremy Lamb,LeBron James,Gordon Hayward,Domantas Sabonis,Derrick Favors,Rudy Gobert,302.4
Kyrie Irving,Ricky Rubio,Khris Middleton,Dwyane Wade,Rudy Gay,Justise Winslow,Kyle Kuzma,Thaddeus Young,Joel Embiid,281.5
