PG,PG,SG,SG,SF,SF,PF,PF,C,P
Darren Collison,Ish Smith,Buddy Hield,Bogdan Bogdanovic,Giannis Antetokounmpo,Bojan Bogdanovic,Marvin III,Domantas Sabonis,Alex Len,284.8
Darren Collison,Jeremy Lin,James Harden,Khris Middleton,Rudy Gay,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,Alex Len,268.6
Darren Collison,Yogi Ferrell,Buddy Hield,Bradley Beal,Rudy Gay,Bojan Bogdanovic,Blake Griffin,Domantas Sabonis,Dewayne Dedmon,246.3
Darren Collison,Frank Jackson,Khris Middleton,Bogdan Bogdanovic,Giannis Antetokounmpo,Rudy Gay,Thaddeus Young,Marvin III,Dewayne Dedmon,274.0
Darren Collison,George Hill,Jrue Holiday,Buddy Hield,Rudy Gay,Bojan Bogdanovic,Thaddeus Young,Marvin III,Andre Drummond,303.8
Darren Collison,George Hill,James Harden,Bradley Beal,Bojan Bogdanovic,John Jenkins,Marvin III,Domantas Sabonis,Thomas Bryant,290.0
Darren Collison,Yogi Ferrell,Khris Middleton,Buddy Hield,Giannis Antetokounmpo,Mitchell Creek,Blake Griffin,Thaddeus Young,Alex Len,252.5
Darren Collison,Jeremy Lin,Bradley Beal,Bogdan Bogdanovic,Giannis Antetokounmpo,Mitchell Creek,Thaddeus Young,Domantas Sabonis,Thomas Bryant,253.4
Patty Mills,George Hill,Khris Middleton,Bradley Beal,Giannis Antetokounmpo,Rudy Gay,Marvin III,Domantas Sabonis,Alex Len,289.0
Darren Collison,Frank Jackson,Khris Middleton,Bogdan Bogdanovic,Bojan Bogdanovic,John Jenkins,Blake Griffin,Domantas Sabonis,Nikola Jokic,205.5
Darren Collison,Patty Mills,Jrue Holiday,Buddy Hield,Giannis Antetokounmpo,John Jenkins,Thaddeus Young,Domantas Sabonis,Dewayne Dedmon,284.8
Darren Collison,Jeremy Lin,Jrue Holiday,Bradley Beal,Bojan Bogdanovic,Mitchell Creek,Blake Griffin,Marvin III,Alex Len,264.8
Bryn Forbes,Ish Smith,Khris Middleton,Bradley Beal,Giannis Antetokounmpo,Bojan Bogdanovic,Thaddeus Young,Domantas Sabonis,Dewayne Dedmon,260.3
Yogi Ferrell,Patty Mills,Buddy Hield,Bradley Beal,Giannis Antetokounmpo,Bojan Bogdanovic,Thaddeus Young,Marvin III,Thomas Bryant,288.0
Elie Okobo,George Hill,Khris Middleton,Buddy Hield,Giannis Antetokounmpo,Bojan Bogdanovic,Blake Griffin,Domantas Sabonis,Thomas Bryant,240.6
Darren Collison,Patty Mills,James Harden,Buddy Hield,Rudy Gay,Mitchell Creek,Marvin III,Domantas Sabonis,Willie Cauley-Stein,299.4
De'Aaron Fox,Darren Collison,Bradley Beal,Bogdan Bogdanovic,Rudy Gay,John Jenkins,Blake Griffin,Thaddeus Young,Alex Len,223.6
Darren Collison,Yogi Ferrell,James Harden,Bogdan Bogdanovic,Bojan Bogdanovic,Mitchell Creek,Thaddeus Young,Marvin III,Brook Lopez,271.4
Tim Frazier,Jeremy Lin,Buddy Hield,Bogdan Bogdanovic,Giannis Antetokounmpo,Bojan Bogdanovic,Blake Griffin,Thaddeus Young,Dewayne Dedmon,231.2
Frank Jackson,Ish Smith,James Harden,Bogdan Bogdanovic,Rudy Gay,Bojan Bogdanovic,Blake Griffin,Marvin III,Thomas Bryant,251.4
Elie Okobo,Cory Joseph,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Bojan Bogdanovic,Thaddeus Young,Marvin III,Alex Len,273.7
Bryn Forbes,Yogi Ferrell,Jrue Holiday,Bogdan Bogdanovic,Giannis Antetokounmpo,Rudy Gay,Thaddeus Young,Domantas Sabonis,Alex Len,257.8
Bryn Forbes,Jeremy Lin,Bradley Beal,Bogdan Bogdanovic,Rudy Gay,Bojan Bogdanovic,Marvin III,Domantas Sabonis,Nikola Jokic,255.2
Darren Collison,Bryn Forbes,Jrue Holiday,Khris Middleton,Giannis Antetokounmpo,Mitchell Creek,Marvin III,Domantas Sabonis,Jarrett Allen,326.4
Tim Frazier,Jeremy Lin,Jrue Holiday,Buddy Hield,Giannis Antetokounmpo,Rudy Gay,Marvin III,Domantas Sabonis,Thomas Bryant,298.9
Darren Collison,Patty Mills,Buddy Hield,Bogdan Bogdanovic,Giannis Antetokounmpo,Rudy Gay,Blake Griffin,DJ Wilson,Thomas Bryant,240.9
Jeremy Lin,Ish Smith,Khris Middleton,Bogdan Bogdanovic,Giannis Antetokounmpo,Rudy Gay,Blake Griffin,Domantas Sabonis,Jarrett Allen,260.9
Patty Mills,Ish Smith,Khris Middleton,Buddy Hield,Rudy Gay,Bojan Bogdanovic,Blake Griffin,Thaddeus Young,Nikola Jokic,218.7
Darren Collison,Ish Smith,Buddy Hield,Bradley Beal,Giannis Antetokounmpo,Rudy Gay,Thaddeus Young,Trey Lyles,Willie Cauley-Stein,288.7
Darren Collison,Patty Mills,Khris Middleton,Aaron Holiday,Giannis Antetokounmpo,Bojan Bogdanovic,Blake Griffin,Marvin III,Willie Cauley-Stein,279.8
Frank Jackson,Jeremy Lin,Buddy Hield,Bradley Beal,Giannis Antetokounmpo,John Jenkins,Blake Griffin,Domantas Sabonis,Alex Len,243.6
