PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Spencer Dinwiddie,Buddy Hield,Dwyane Wade,Gordon Hayward,Josh Richardson,Derrick Favors,Marvin III,Joel Embiid,247.3
Damian Lillard,Ricky Rubio,CJ McCollum,Dwyane Wade,Justise Winslow,Gordon Hayward,Jayson Tatum,Marvin III,Nikola Vucevic,228.2
Kyrie Irving,Spencer Dinwiddie,Dwyane Wade,Bogdan Bogdanovic,Kevin Durant,Josh Richardson,Jayson Tatum,Marvin III,JaVale McGee,269.2
Spencer Dinwiddie,Ricky Rubio,Buddy Hield,Bogdan Bogdanovic,Justise Winslow,Josh Richardson,Kyle Kuzma,Marvin III,Nikola Vucevic,228.5
Stephen Curry,Damian Lillard,Dwyane Wade,Bogdan Bogdanovic,Gordon Hayward,Josh Richardson,Kyle Kuzma,Jayson Tatum,Alex Len,231.8
Damian Lillard,Ricky Rubio,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,Gordon Hayward,Jayson Tatum,Derrick Favors,JaVale McGee,246.6
Kyrie Irving,Ricky Rubio,Buddy Hield,Dwyane Wade,Kevin Durant,Justise Winslow,Derrick Favors,Marvin III,Alex Len,237.8
Kyrie Irving,Spencer Dinwiddie,CJ McCollum,Buddy Hield,Gordon Hayward,Josh Richardson,Kyle Kuzma,Jayson Tatum,Al Horford,251.1
Stephen Curry,Spencer Dinwiddie,Jrue Holiday,Buddy Hield,Justise Winslow,Gordon Hayward,Jayson Tatum,Marvin III,Alex Len,198.2
Stephen Curry,Kyrie Irving,CJ McCollum,Bogdan Bogdanovic,Justise Winslow,Gordon Hayward,Derrick Favors,Marvin III,JaVale McGee,274.7
Damian Lillard,Spencer Dinwiddie,Jrue Holiday,CJ McCollum,Justise Winslow,Josh Richardson,Jayson Tatum,Derrick Favors,JaVale McGee,248.1
Ben Simmons,Ricky Rubio,Jrue Holiday,Dwyane Wade,Gordon Hayward,Josh Richardson,Kyle Kuzma,Marvin III,JaVale McGee,197.1
Ben Simmons,Spencer Dinwiddie,CJ McCollum,Dwyane Wade,Kevin Durant,Gordon Hayward,Jayson Tatum,Derrick Favors,Alex Len,209.0
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Buddy Hield,Kevin Durant,Omri Casspi,Kyle Kuzma,Marvin III,Alex Len,199.3
Stephen Curry,Spencer Dinwiddie,Dwyane Wade,Bogdan Bogdanovic,Justise Winslow,James III,Jayson Tatum,Derrick Favors,Joel Embiid,271.0
Damian Lillard,Ricky Rubio,CJ McCollum,Bogdan Bogdanovic,Kevin Durant,Josh Richardson,Marvin III,Kelly Olynyk,Al Horford,264.3
Kyrie Irving,Damian Lillard,Buddy Hield,Bogdan Bogdanovic,Justise Winslow,James III,Jayson Tatum,Marvin III,Al Horford,288.4
Stephen Curry,Spencer Dinwiddie,CJ McCollum,Dwyane Wade,Justise Winslow,Josh Richardson,Draymond Green,Marvin III,Al Horford,230.0
Spencer Dinwiddie,Ricky Rubio,Jrue Holiday,Bogdan Bogdanovic,Gordon Hayward,Josh Richardson,Jayson Tatum,Kelly Olynyk,Joel Embiid,253.3
Spencer Dinwiddie,Ricky Rubio,James Harden,CJ McCollum,Josh Richardson,James III,Jayson Tatum,Marvin III,Alex Len,194.7
Kyrie Irving,Damian Lillard,Jrue Holiday,CJ McCollum,Gordon Hayward,Josh Richardson,Marvin III,Khem Birch,Alex Len,249.9
Damian Lillard,Spencer Dinwiddie,CJ McCollum,Bogdan Bogdanovic,Gordon Hayward,James III,Kyle Kuzma,Derrick Favors,Nikola Vucevic,254.9
Stephen Curry,Ricky Rubio,Buddy Hield,Dwyane Wade,Omri Casspi,Josh Richardson,Jayson Tatum,Derrick Favors,Nikola Vucevic,233.7
Kyrie Irving,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Gordon Hayward,James III,Draymond Green,Marvin III,Joel Embiid,267.7
Kyrie Irving,Damian Lillard,Buddy Hield,Dwyane Wade,Justise Winslow,Josh Richardson,Kyle Kuzma,Kelly Olynyk,JaVale McGee,245.9
Stephen Curry,Ricky Rubio,CJ McCollum,Dwyane Wade,Kevin Durant,James III,Kyle Kuzma,Jayson Tatum,JaVale McGee,206.2
Ben Simmons,Ricky Rubio,CJ McCollum,Buddy Hield,Justise Winslow,Gordon Hayward,Kyle Kuzma,Derrick Favors,Dewayne Dedmon,206.8
Kyrie Irving,Spencer Dinwiddie,Jrue Holiday,Dwyane Wade,Justise Winslow,Gordon Hayward,Derrick Favors,Kelly Olynyk,Nikola Vucevic,274.6
Damian Lillard,Spencer Dinwiddie,Buddy Hield,Dwyane Wade,Kevin Durant,Justise Winslow,Jayson Tatum,Khem Birch,Dewayne Dedmon,229.7
Spencer Dinwiddie,Ricky Rubio,James Harden,Dwyane Wade,Justise Winslow,Gordon Hayward,Kyle Kuzma,Khem Birch,Alex Len,171.0
Spencer Dinwiddie,Ricky Rubio,James Harden,Bogdan Bogdanovic,Gordon Hayward,Omri Casspi,Derrick Favors,Marvin III,Al Horford,236.3
Stephen Curry,Kyrie Irving,Buddy Hield,Dwyane Wade,Gordon Hayward,Omri Casspi,Kyle Kuzma,Marvin III,Dewayne Dedmon,224.3
Damian Lillard,Ricky Rubio,Jrue Holiday,Buddy Hield,Josh Richardson,James III,Kyle Kuzma,Jayson Tatum,Dewayne Dedmon,232.2
Ben Simmons,Stephen Curry,Buddy Hield,Bogdan Bogdanovic,Gordon Hayward,Josh Richardson,Marvin III,Khem Birch,Al Horford,232.6
Ben Simmons,Ricky Rubio,Dwyane Wade,Bogdan Bogdanovic,Justise Winslow,Josh Richardson,Draymond Green,Jayson Tatum,Dewayne Dedmon,237.1
Damian Lillard,Ricky Rubio,CJ McCollum,Dwyane Wade,Omri Casspi,Josh Richardson,Kyle Kuzma,Khem Birch,Joel Embiid,221.1
Stephen Curry,Ricky Rubio,CJ McCollum,Buddy Hield,Justise Winslow,James III,Marvin III,Kelly Olynyk,Joel Embiid,206.4
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Bogdan Bogdanovic,Kevin Durant,Josh Richardson,Derrick Favors,Kelly Olynyk,Alex Len,237.2
Ben Simmons,Spencer Dinwiddie,CJ McCollum,Bogdan Bogdanovic,Justise Winslow,Omri Casspi,Jayson Tatum,Marvin III,Willie Cauley-Stein,212.7
Damian Lillard,Spencer Dinwiddie,Jrue Holiday,Dwyane Wade,Justise Winslow,James III,Kyle Kuzma,Marvin III,Jarrett Allen,209.6
