PG,PG,SG,SG,SF,SF,PF,PF,C,P,R,O,J
Cory Joseph,Jeremy Lin,DeMar DeRozan,Tim Jr.,Wilson Chandler,Nicolas Batum,John Collins,Josh Jackson,Steven Adams,413
Cory Joseph,Jeremy Lin,Dwyane Wade,Marco Belinelli,Wilson Chandler,Nicolas Batum,Anthony Davis,Kevin Knox,Steven Adams,413
Cory Joseph,Jeremy Lin,Pat Connaughton,Marco Belinelli,Nicolas Batum,Troy Jr.,John Collins,Kevin Knox,Steven Adams,413
Kyrie Irving,Jeremy Lin,Tim Jr.,Pat Connaughton,Nicolas Batum,Troy Jr.,John Collins,Wendell Jr.,Steven Adams,413
Cory Joseph,Jeremy Lin,Pat Connaughton,Marco Belinelli,Justise Winslow,Troy Jr.,Anthony Davis,Wendell Jr.,Steven Adams,413
Cory Joseph,Jeremy Lin,Klay Thompson,Pat Connaughton,Nicolas Batum,Troy Jr.,Anthony Davis,Wendell Jr.,Jordan Bell,413
Kyrie Irving,Cory Joseph,Klay Thompson,Marco Belinelli,Wilson Chandler,Troy Jr.,Al-Farouq Aminu,Wendell Jr.,Steven Adams,413
Cory Joseph,Jeremy Lin,Klay Thompson,Tim Jr.,Justise Winslow,Troy Jr.,Brandon Ingram,Wendell Jr.,Steven Adams,413
Cory Joseph,Jeremy Lin,Klay Thompson,Dwyane Wade,Wilson Chandler,Justise Winslow,Wendell Jr.,Josh Jackson,Steven Adams,413
Cory Joseph,Jeremy Lin,Klay Thompson,Pat Connaughton,Nicolas Batum,Justise Winslow,Wendell Jr.,Josh Jackson,Mitchell Robinson,412
