PG,PG,SG,SG,SF,SF,PF,PF,C,P
Ricky Rubio,Darren Collison,Buddy Hield,Andrew Wiggins,Paul George,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Joel Embiid,290.1
Russell Westbrook,Darren Collison,Jeremy Lamb,Khris Middleton,Paul George,Bojan Bogdanovic,Jayson Tatum,Derrick Favors,Thomas Bryant,320.7
Stephen Curry,Darren Collison,Jeremy Lamb,Andrew Wiggins,Paul George,Bojan Bogdanovic,Aaron Gordon,Pascal Siakam,Brook Lopez,305.0
Stephen Curry,Kemba Walker,Buddy Hield,Andrew Wiggins,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Derrick Favors,Brook Lopez,311.7
Spencer Dinwiddie,Ricky Rubio,Buddy Hield,Khris Middleton,Paul George,Bojan Bogdanovic,Jayson Tatum,Pascal Siakam,Brook Lopez,322.3
Kyrie Irving,Ricky Rubio,Jeremy Lamb,Buddy Hield,Paul George,Bojan Bogdanovic,Noah Vonleh,Aaron Gordon,Thomas Bryant,331.1
Russell Westbrook,Darren Collison,Buddy Hield,Jrue Holiday,Bojan Bogdanovic,Gordon Hayward,Aaron Gordon,Derrick Favors,Brook Lopez,316.2
Russell Westbrook,Ricky Rubio,Jeremy Lamb,Andrew Wiggins,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Domantas Sabonis,Brook Lopez,289.9
Ricky Rubio,Darren Collison,Andrew Wiggins,Jrue Holiday,Paul George,Rudy Gay,Aaron Gordon,Jayson Tatum,Thomas Bryant,296.0
Kemba Walker,Ricky Rubio,Jeremy Lamb,Andrew Wiggins,Paul George,Gordon Hayward,Pascal Siakam,Derrick Favors,Thomas Bryant,304.6
Stephen Curry,Kyrie Irving,Andrew Wiggins,Jrue Holiday,Bojan Bogdanovic,Gordon Hayward,Domantas Sabonis,Derrick Favors,Thomas Bryant,310.1
Kyrie Irving,Darren Collison,Bradley Beal,CJ McCollum,Paul George,Bojan Bogdanovic,Noah Vonleh,Derrick Favors,Brook Lopez,295.3
Spencer Dinwiddie,Darren Collison,Jrue Holiday,CJ McCollum,Paul George,Bojan Bogdanovic,Pascal Siakam,Domantas Sabonis,Thomas Bryant,298.1
Kyrie Irving,Darren Collison,Jrue Holiday,Khris Middleton,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,Brook Lopez,291.0
Russell Westbrook,Ricky Rubio,Bradley Beal,Buddy Hield,Rudy Gay,Bojan Bogdanovic,Pascal Siakam,Derrick Favors,Thomas Bryant,321.7
Kemba Walker,Spencer Dinwiddie,Jeremy Lamb,Buddy Hield,Kevin Durant,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Thomas Bryant,305.1
Kyrie Irving,Darren Collison,Buddy Hield,Khris Middleton,Paul George,Gordon Hayward,Domantas Sabonis,Thaddeus Young,Thomas Bryant,311.9
Spencer Dinwiddie,Darren Collison,Andrew Wiggins,Khris Middleton,Paul George,Gordon Hayward,Blake Griffin,Derrick Favors,Brook Lopez,291.9
Stephen Curry,Darren Collison,Bradley Beal,Jeremy Lamb,Rudy Gay,Bojan Bogdanovic,Domantas Sabonis,Derrick Favors,Rudy Gobert,292.1
Spencer Dinwiddie,Ricky Rubio,Jeremy Lamb,CJ McCollum,Paul George,Rudy Gay,Domantas Sabonis,Derrick Favors,Brook Lopez,259.8
Spencer Dinwiddie,Ricky Rubio,Andrew Wiggins,Khris Middleton,Giannis Antetokounmpo,Bojan Bogdanovic,Aaron Gordon,Derrick Favors,Thomas Bryant,262.4
Stephen Curry,Darren Collison,Buddy Hield,CJ McCollum,Giannis Antetokounmpo,Bojan Bogdanovic,Thaddeus Young,Derrick Favors,Thomas Bryant,274.3
Spencer Dinwiddie,Darren Collison,Jeremy Lamb,Buddy Hield,Rudy Gay,Bojan Bogdanovic,Jayson Tatum,Thaddeus Young,Joel Embiid,303.1
Kyrie Irving,Darren Collison,Bradley Beal,Andrew Wiggins,Kevin Durant,Bojan Bogdanovic,Jayson Tatum,Pascal Siakam,Thomas Bryant,318.5
Ricky Rubio,Darren Collison,James Harden,Jeremy Lamb,Kevin Durant,Bojan Bogdanovic,Thaddeus Young,Derrick Favors,Brook Lopez,255.4
Ricky Rubio,Darren Collison,James Harden,Buddy Hield,Bojan Bogdanovic,Gordon Hayward,Blake Griffin,Jayson Tatum,Thomas Bryant,303.8
Stephen Curry,Trey Burke,Bradley Beal,Buddy Hield,Paul George,Bojan Bogdanovic,Jayson Tatum,Domantas Sabonis,Thomas Bryant,332.2
Kemba Walker,Darren Collison,Andrew Wiggins,Khris Middleton,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Domantas Sabonis,Rudy Gobert,287.7
Stephen Curry,Darren Collison,Jeremy Lamb,Buddy Hield,Paul George,Gordon Hayward,Noah Vonleh,Derrick Favors,Willie Cauley-Stein,321.8
Kyrie Irving,Ricky Rubio,Bradley Beal,Andrew Wiggins,Rudy Gay,Bojan Bogdanovic,Aaron Gordon,Thaddeus Young,Brook Lopez,282.3
Kyrie Irving,Darren Collison,Jeremy Lamb,Andrew Wiggins,Paul George,Rudy Gay,Thaddeus Young,Derrick Favors,Jarrett Allen,313.4
Ricky Rubio,Darren Collison,Jeremy Lamb,Khris Middleton,Bojan Bogdanovic,Gordon Hayward,Larry Jr,Aaron Gordon,Joel Embiid,235.9
Damian Lillard,Darren Collison,Jeremy Lamb,Andrew Wiggins,Giannis Antetokounmpo,Bojan Bogdanovic,Noah Vonleh,Domantas Sabonis,Thomas Bryant,274.0
Ricky Rubio,Darren Collison,Jrue Holiday,Khris Middleton,Paul George,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Jarrett Allen,294.8
Stephen Curry,Ricky Rubio,Bradley Beal,Khris Middleton,Bojan Bogdanovic,Gordon Hayward,Jayson Tatum,Derrick Favors,Willie Cauley-Stein,285.5
Stephen Curry,Darren Collison,Buddy Hield,Khris Middleton,Kevin Durant,Bojan Bogdanovic,Larry Jr,Noah Vonleh,Brook Lopez,266.6
Russell Westbrook,Raul Neto,Buddy Hield,Andrew Wiggins,Paul George,Bojan Bogdanovic,Noah Vonleh,Thaddeus Young,Brook Lopez,328.7
Kemba Walker,Darren Collison,Buddy Hield,CJ McCollum,Paul George,Bojan Bogdanovic,Aaron Gordon,Jayson Tatum,Bismack Biyombo,303.1
Kemba Walker,Trey Burke,Jeremy Lamb,Khris Middleton,Paul George,Bojan Bogdanovic,Domantas Sabonis,Thaddeus Young,Brook Lopez,283.6
Kyrie Irving,Damian Lillard,Jeremy Lamb,Khris Middleton,Bojan Bogdanovic,Gordon Hayward,Pascal Siakam,Derrick Favors,Brook Lopez,301.6
