PG,PG,SG,SG,SF,SF,PF,PF,C,P
TJ McConnell,Quinn Cook,Garrett Temple,Tyrone Wallace,Jonathon Simmons,Alfonzo McKinnie,Rondae Hollis-Jefferson,Jonas Jerebko,Greg Monroe,72.9
TJ McConnell,Quinn Cook,Garrett Temple,Tyrone Wallace,James III,Wilson Chandler,JaMychal Green,Ed Davis,Jordan Bell,60.9
TJ McConnell,Patrick Beverley,Garrett Temple,Tyrone Wallace,JJ Redick,Danilo Gallinari,Ed Davis,Jonas Jerebko,Kevon Looney,102.3
Ben Simmons,Spencer Dinwiddie,Jimmy Butler,Garrett Temple,Jonathon Simmons,Alfonzo McKinnie,Ed Davis,Rondae Hollis-Jefferson,Jordan Bell,144.3
Ben Simmons,Landry Shamet,Lou Williams,Tyrone Wallace,James III,Wilson Chandler,Rondae Hollis-Jefferson,Jonas Jerebko,Jordan Bell,166.4
Stephen Curry,Spencer Dinwiddie,Klay Thompson,Caris LeVert,Jonathon Simmons,Alfonzo McKinnie,JaMychal Green,Jonas Jerebko,Greg Monroe,119.4
Stephen Curry,Spencer Dinwiddie,Klay Thompson,Caris LeVert,James III,Wilson Chandler,Tobias Harris,Rodions Kurucs,Jordan Bell,125.0
Stephen Curry,Spencer Dinwiddie,Caris LeVert,Andre Iguodala,DeMarre Carroll,Danilo Gallinari,JaMychal Green,Ed Davis,Jordan Bell,142.6
Stephen Curry,Spencer Dinwiddie,Andre Iguodala,Jimmy Butler,Danilo Gallinari,James III,Rodions Kurucs,Jonas Jerebko,Greg Monroe,139.7
TJ McConnell,Landry Shamet,D'Angelo Russell,Caris LeVert,Jonathon Simmons,Alfonzo McKinnie,Montrezl Harrell,Mike Scott,Andrew Bogut,149.2
Stephen Curry,Spencer Dinwiddie,Lou Williams,Klay Thompson,JJ Redick,Wilson Chandler,Rondae Hollis-Jefferson,Jonas Jerebko,Andrew Bogut,162.2
Stephen Curry,Spencer Dinwiddie,Andre Iguodala,Tyrone Wallace,Kevin Durant,Alfonzo McKinnie,Ed Davis,Rondae Hollis-Jefferson,Andrew Bogut,128.2
