PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Ricky Rubio,Jeremy Lamb,Dwyane Wade,Justise Winslow,Josh Richardson,Aaron Gordon,Derrick Favors,Andre Drummond,243.1
Jamal Murray,Ricky Rubio,Buddy Hield,Dwyane Wade,Giannis Antetokounmpo,Josh Richardson,Pascal Siakam,Derrick Favors,Brook Lopez,242.8
Kemba Walker,Ricky Rubio,Buddy Hield,Dwyane Wade,Kawhi Leonard,Justise Winslow,Paul Millsap,Marvin III,Brook Lopez,260.8
Kemba Walker,Jamal Murray,Lou Williams,Andrew Wiggins,Justise Winslow,Josh Richardson,Pascal Siakam,Aaron Gordon,Brook Lopez,286.0
Kemba Walker,Jamal Murray,Khris Middleton,Dwyane Wade,Justise Winslow,Josh Richardson,Montrezl Harrell,Marvin III,Jarrett Allen,197.5
Jamal Murray,Ricky Rubio,Andrew Wiggins,Jeremy Lamb,Justise Winslow,Josh Richardson,Paul Millsap,Marvin III,Nikola Vucevic,251.1
Jamal Murray,Ricky Rubio,Lou Williams,Dwyane Wade,Giannis Antetokounmpo,Justise Winslow,Larry Jr,Paul Millsap,Jarrett Allen,282.7
Kemba Walker,Jamal Murray,Jeremy Lamb,Dwyane Wade,Giannis Antetokounmpo,James III,Aaron Gordon,Paul Millsap,Brook Lopez,251.1
Kemba Walker,Jamal Murray,Buddy Hield,Jeremy Lamb,Giannis Antetokounmpo,Justise Winslow,Marvin III,Derrick Favors,Ekpe Udoh,274.7
Jamal Murray,Ricky Rubio,Jeremy Lamb,Khris Middleton,Kawhi Leonard,Justise Winslow,Serge Ibaka,Derrick Favors,Brook Lopez,225.9
Kemba Walker,Jalen Brunson,Andrew Wiggins,Dwyane Wade,Giannis Antetokounmpo,Justise Winslow,Serge Ibaka,Derrick Favors,Brook Lopez,249.0
Kemba Walker,Ricky Rubio,Buddy Hield,Khris Middleton,Justise Winslow,Josh Richardson,Pascal Siakam,Serge Ibaka,Willie Cauley-Stein,252.0
Jamal Murray,Ricky Rubio,Buddy Hield,Jeremy Lamb,Kawhi Leonard,Josh Richardson,Larry Jr,Aaron Gordon,Jarrett Allen,212.3
Kemba Walker,Ricky Rubio,Andrew Wiggins,Dwyane Wade,Giannis Antetokounmpo,Josh Richardson,Noah Vonleh,Marvin III,Nene Nene,266.4
Kemba Walker,Ricky Rubio,Lou Williams,Dwyane Wade,Josh Richardson,James III,Pascal Siakam,Paul Millsap,Nikola Vucevic,258.0
Kemba Walker,Jamal Murray,Andrew Wiggins,Dwyane Wade,Kawhi Leonard,Josh Richardson,Paul Millsap,Derrick Favors,Ekpe Udoh,236.1
Kemba Walker,Jalen Brunson,Buddy Hield,Khris Middleton,Kawhi Leonard,Josh Richardson,Aaron Gordon,Derrick Favors,Brook Lopez,221.6
Kemba Walker,Jalen Brunson,Jeremy Lamb,Dwyane Wade,Giannis Antetokounmpo,Josh Richardson,Pascal Siakam,Larry Jr,Jarrett Allen,204.3
Jalen Brunson,Ricky Rubio,Buddy Hield,Lou Williams,Giannis Antetokounmpo,Justise Winslow,Montrezl Harrell,Aaron Gordon,Brook Lopez,283.0
Jamal Murray,Ricky Rubio,Bogdan Bogdanovic,Dwyane Wade,Justise Winslow,Josh Richardson,Serge Ibaka,Noah Vonleh,Rudy Gobert,245.5
Kemba Walker,Ricky Rubio,Lou Williams,Khris Middleton,Giannis Antetokounmpo,James III,Larry Jr,Marvin III,Brook Lopez,234.9
Kemba Walker,Jalen Brunson,Buddy Hield,Jeremy Lamb,Justise Winslow,Josh Richardson,Montrezl Harrell,Paul Millsap,Rudy Gobert,254.3
Kemba Walker,Jamal Murray,Jeremy Lamb,Khris Middleton,Josh Richardson,James III,Pascal Siakam,Derrick Favors,Rudy Gobert,236.4
Kemba Walker,Ricky Rubio,Andrew Wiggins,Khris Middleton,Justise Winslow,James III,Aaron Gordon,Paul Millsap,Rudy Gobert,296.6
Kemba Walker,Ricky Rubio,Buddy Hield,Andrew Wiggins,Kawhi Leonard,James III,Pascal Siakam,Derrick Favors,Jarrett Allen,240.6
Jamal Murray,Ricky Rubio,Jeremy Lamb,Bogdan Bogdanovic,Giannis Antetokounmpo,Justise Winslow,Pascal Siakam,Aaron Gordon,Nene Nene,257.6
Jamal Murray,Jalen Brunson,Lou Williams,Andrew Wiggins,Giannis Antetokounmpo,Josh Richardson,Marvin III,Derrick Favors,Jarrett Allen,270.6
Kemba Walker,Ricky Rubio,Andrew Wiggins,Jeremy Lamb,Josh Richardson,James III,Blake Griffin,Serge Ibaka,Brook Lopez,189.5
Kemba Walker,Ricky Rubio,Jeremy Lamb,Bogdan Bogdanovic,Kawhi Leonard,Josh Richardson,Pascal Siakam,Marvin III,Ekpe Udoh,197.9
Jamal Murray,Ricky Rubio,Khris Middleton,Dwyane Wade,Kawhi Leonard,James III,Pascal Siakam,Marvin III,Andre Drummond,255.1
Jamal Murray,Jalen Brunson,Jeremy Lamb,Dwyane Wade,Kawhi Leonard,Justise Winslow,Aaron Gordon,Marvin III,Rudy Gobert,288.9
Kemba Walker,Jamal Murray,Buddy Hield,Bogdan Bogdanovic,Josh Richardson,James III,Paul Millsap,Marvin III,Andre Drummond,223.5
Kemba Walker,Jamal Murray,Buddy Hield,Dwyane Wade,Justise Winslow,James III,Larry Jr,Serge Ibaka,Nikola Vucevic,215.4
Jamal Murray,Ricky Rubio,Andrew Wiggins,Khris Middleton,Giannis Antetokounmpo,Josh Richardson,Larry Jr,Montrezl Harrell,Ekpe Udoh,204.6
Jamal Murray,Jalen Brunson,Khris Middleton,Dwyane Wade,Giannis Antetokounmpo,Josh Richardson,Serge Ibaka,Aaron Gordon,Willie Cauley-Stein,265.1
Kemba Walker,Jamal Murray,Andrew Wiggins,Jeremy Lamb,Kawhi Leonard,Justise Winslow,Larry Jr,Montrezl Harrell,Nene Nene,214.4
Jalen Brunson,Ricky Rubio,Andrew Wiggins,Dwyane Wade,Kawhi Leonard,Justise Winslow,Pascal Siakam,Larry Jr,Nikola Vucevic,243.3
Jamal Murray,Jalen Brunson,Khris Middleton,Bogdan Bogdanovic,Giannis Antetokounmpo,Justise Winslow,Paul Millsap,Marvin III,Brook Lopez,236.9
Jamal Murray,Ricky Rubio,Buddy Hield,Andrew Wiggins,Giannis Antetokounmpo,James III,Aaron Gordon,Marvin III,Willie Cauley-Stein,299.4
Kemba Walker,Jalen Brunson,Lou Williams,Bogdan Bogdanovic,Justise Winslow,Josh Richardson,Larry Jr,Derrick Favors,Nikola Vucevic,207.0
