PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Frank Ntilikina,CJ McCollum,Dennis Schroder,Paul George,Gordon Hayward,Kyle Kuzma,Jayson Tatum,Brook Lopez,246.6
Russell Westbrook,Ricky Rubio,CJ McCollum,Dennis Schroder,Gordon Hayward,Mario Hezonja,Jayson Tatum,Amir Johnson,Joel Embiid,224.4
Damian Lillard,Ricky Rubio,Khris Middleton,Dennis Schroder,Paul George,Gordon Hayward,Derrick Favors,Amir Johnson,Brook Lopez,202.6
Stephen Curry,Damian Lillard,CJ McCollum,Dennis Schroder,Gordon Hayward,Mario Hezonja,Kyle Kuzma,Derrick Favors,Al Horford,169.2
Ricky Rubio,Frank Ntilikina,Dennis Schroder,Shake Milton,LeBron James,Gordon Hayward,Kyle Kuzma,Derrick Favors,Joel Embiid,191.3
Ricky Rubio,Frank Ntilikina,Khris Middleton,CJ McCollum,Kevin Durant,Gordon Hayward,Jayson Tatum,Derrick Favors,Al Horford,222.3
Kyrie Irving,Ricky Rubio,Courtney Lee,Dennis Schroder,Giannis Antetokounmpo,Gordon Hayward,Kyle Kuzma,Amir Johnson,Al Horford,220.1
Russell Westbrook,Ricky Rubio,CJ McCollum,Courtney Lee,Paul George,Mario Hezonja,Kyle Kuzma,Derrick Favors,Brook Lopez,238.3
Russell Westbrook,Damian Lillard,Khris Middleton,Shake Milton,Gordon Hayward,Mario Hezonja,Kyle Kuzma,Jayson Tatum,Brook Lopez,224.7
Kyrie Irving,Ben Simmons,Khris Middleton,CJ McCollum,Gordon Hayward,Mario Hezonja,Noah Vonleh,Derrick Favors,Brook Lopez,233.9
Kyrie Irving,Ricky Rubio,Dennis Schroder,Shake Milton,Paul George,Mario Hezonja,Jayson Tatum,Derrick Favors,Al Horford,235.7
Stephen Curry,Ricky Rubio,Pat Connaughton,Dennis Schroder,Giannis Antetokounmpo,Mario Hezonja,Kyle Kuzma,Jayson Tatum,Brook Lopez,229.8
Russell Westbrook,Frank Ntilikina,Courtney Lee,Dennis Schroder,Paul George,Gordon Hayward,Noah Vonleh,Derrick Favors,Al Horford,204.4
Kyrie Irving,Ricky Rubio,Pat Connaughton,Courtney Lee,LeBron James,Gordon Hayward,Jayson Tatum,Derrick Favors,Brook Lopez,240.7
Ben Simmons,Ricky Rubio,CJ McCollum,Shake Milton,Paul George,Gordon Hayward,Kyle Kuzma,Amir Johnson,Steven Adams,212.6
Ben Simmons,Frank Ntilikina,CJ McCollum,Dennis Schroder,LeBron James,Mario Hezonja,Noah Vonleh,Jayson Tatum,Al Horford,208.1
Kyrie Irving,Frank Ntilikina,Khris Middleton,Dennis Schroder,Paul George,Mario Hezonja,Noah Vonleh,Amir Johnson,Joel Embiid,222.5
Damian Lillard,Ricky Rubio,CJ McCollum,Courtney Lee,Paul George,Gordon Hayward,Noah Vonleh,Jayson Tatum,Robert III,236.5
Damian Lillard,Frank Ntilikina,CJ McCollum,Pat Connaughton,Paul George,Mario Hezonja,Jayson Tatum,Derrick Favors,Joel Embiid,234.6
Kyrie Irving,Russell Westbrook,Pat Connaughton,Dennis Schroder,Gordon Hayward,Mario Hezonja,Noah Vonleh,Kyle Kuzma,Steven Adams,218.4
Kyrie Irving,Damian Lillard,Courtney Lee,Dennis Schroder,Kevin Durant,Mario Hezonja,Noah Vonleh,Jayson Tatum,Brook Lopez,246.0
Damian Lillard,Frank Ntilikina,Dennis Schroder,Shake Milton,Giannis Antetokounmpo,Gordon Hayward,Noah Vonleh,Jayson Tatum,Steven Adams,230.2
Ricky Rubio,Frank Ntilikina,CJ McCollum,Dennis Schroder,Giannis Antetokounmpo,Kevin Durant,Noah Vonleh,Amir Johnson,Brook Lopez,228.5
Stephen Curry,Frank Ntilikina,Khris Middleton,Courtney Lee,Giannis Antetokounmpo,Gordon Hayward,Kyle Kuzma,Derrick Favors,Brook Lopez,205.1
Kyrie Irving,Ben Simmons,Dennis Schroder,Shake Milton,LeBron James,Gordon Hayward,Jayson Tatum,Amir Johnson,Robert III,193.1
Ricky Rubio,Frank Ntilikina,Courtney Lee,Dennis Schroder,Paul George,LeBron James,Jayson Tatum,Amir Johnson,Rudy Gobert,228.8
Russell Westbrook,Frank Ntilikina,CJ McCollum,Pat Connaughton,LeBron James,Gordon Hayward,Kyle Kuzma,Amir Johnson,Al Horford,181.7
Russell Westbrook,Stephen Curry,Dennis Schroder,Shake Milton,LeBron James,Mario Hezonja,Derrick Favors,Amir Johnson,Brook Lopez,174.1
Kyrie Irving,Frank Ntilikina,CJ McCollum,Dennis Schroder,Giannis Antetokounmpo,Mario Hezonja,Draymond Green,Derrick Favors,Steven Adams,220.8
Kyrie Irving,Ricky Rubio,Khris Middleton,Shake Milton,Gordon Hayward,Danuel House,Noah Vonleh,Jayson Tatum,Joel Embiid,283.3
Kyrie Irving,Ricky Rubio,Khris Middleton,CJ McCollum,LeBron James,Mario Hezonja,Kyle Kuzma,Amir Johnson,Robert III,196.2
Stephen Curry,Damian Lillard,Pat Connaughton,Shake Milton,Paul George,Gordon Hayward,Jayson Tatum,Amir Johnson,Al Horford,199.7
Ricky Rubio,Frank Ntilikina,Khris Middleton,Pat Connaughton,Paul George,Gordon Hayward,Noah Vonleh,Kyle Kuzma,Rudy Gobert,236.1
