PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kemba Walker,Darren Collison,Dwyane Wade,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Serge Ibaka,Pascal Siakam,Joel Embiid,268.0
Kemba Walker,Spencer Dinwiddie,Buddy Hield,Dwyane Wade,Giannis Antetokounmpo,Bojan Bogdanovic,Domantas Sabonis,Pascal Siakam,Karl-Anthony Towns,282.7
Spencer Dinwiddie,Darren Collison,James Harden,Dwyane Wade,Giannis Antetokounmpo,Bojan Bogdanovic,Serge Ibaka,Marvin III,JaVale McGee,252.1
Spencer Dinwiddie,Ricky Rubio,James Harden,Jeremy Lamb,LeBron James,Bojan Bogdanovic,Domantas Sabonis,Pascal Siakam,JaVale McGee,262.2
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Marvin III,Pascal Siakam,Joel Embiid,300.9
Spencer Dinwiddie,Ricky Rubio,Bradley Beal,Dwyane Wade,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Domantas Sabonis,Joel Embiid,267.4
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Buddy Hield,LeBron James,Bojan Bogdanovic,Serge Ibaka,Marvin III,Alex Len,242.8
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Jeremy Lamb,Giannis Antetokounmpo,Larry Jr,Serge Ibaka,Pascal Siakam,JaVale McGee,286.4
Stephen Curry,Kemba Walker,Dwyane Wade,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Kyle Kuzma,Domantas Sabonis,JaVale McGee,311.9
Stephen Curry,Spencer Dinwiddie,Buddy Hield,Dwyane Wade,LeBron James,Rudy Gay,Serge Ibaka,Pascal Siakam,JaVale McGee,282.9
Spencer Dinwiddie,Darren Collison,Buddy Hield,Jeremy Lamb,Giannis Antetokounmpo,Rudy Gay,Serge Ibaka,Domantas Sabonis,Joel Embiid,312.3
Kemba Walker,Darren Collison,James Harden,Buddy Hield,Kawhi Leonard,Bojan Bogdanovic,Thaddeus Young,Pascal Siakam,JaVale McGee,272.5
Stephen Curry,Ricky Rubio,Bradley Beal,Dwyane Wade,Giannis Antetokounmpo,Bojan Bogdanovic,Marvin III,Pascal Siakam,Alex Len,283.2
Ricky Rubio,Darren Collison,James Harden,Buddy Hield,Josh Richardson,Bojan Bogdanovic,Marvin III,Domantas Sabonis,Joel Embiid,266.4
Spencer Dinwiddie,Ricky Rubio,Dwyane Wade,Jeremy Lamb,Josh Richardson,Giannis Antetokounmpo,Noah Vonleh,Pascal Siakam,Joel Embiid,283.5
Spencer Dinwiddie,Darren Collison,James Harden,Bradley Beal,Bojan Bogdanovic,Larry Jr,Derrick Favors,Pascal Siakam,Joel Embiid,235.7
Spencer Dinwiddie,Darren Collison,Dwyane Wade,Khris Middleton,LeBron James,Larry Jr,Marvin III,Domantas Sabonis,Joel Embiid,261.7
Stephen Curry,Darren Collison,Buddy Hield,Dwyane Wade,LeBron James,Bojan Bogdanovic,Marvin III,Thaddeus Young,Karl-Anthony Towns,247.8
Kemba Walker,Spencer Dinwiddie,James Harden,Jeremy Lamb,Kawhi Leonard,Bojan Bogdanovic,Serge Ibaka,Noah Vonleh,Dewayne Dedmon,231.2
