PG,PG,SG,SG,SF,SF,PF,PF,C,P
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Paul George,Rudy Gay,Serge Ibaka,Kyle Kuzma,Alex Len,298.7
Jamal Murray,Spencer Dinwiddie,Andrew Wiggins,Kent Bazemore,LeBron James,Paul George,Serge Ibaka,Pascal Siakam,Alex Len,354.1
Russell Westbrook,Spencer Dinwiddie,Andrew Wiggins,Kent Bazemore,Paul George,Rudy Gay,Larry Jr,Blake Griffin,Thomas Bryant,372.7
Kemba Walker,Jamal Murray,Bradley Beal,Lou Williams,Paul George,Rudy Gay,Larry Jr,Pascal Siakam,Alex Len,297.3
Stephen Curry,Jamal Murray,Dennis Schroder,Andrew Wiggins,Paul George,Rudy Gay,Kyle Kuzma,Pascal Siakam,Thomas Bryant,372.4
Jamal Murray,Spencer Dinwiddie,Dennis Schroder,Lou Williams,LeBron James,Paul George,Larry Jr,Aaron Gordon,Thomas Bryant,300.3
Ben Simmons,Spencer Dinwiddie,Jeremy Lamb,Bradley Beal,Paul George,Rudy Gay,Serge Ibaka,Pascal Siakam,Thomas Bryant,335.7
Kemba Walker,Stephen Curry,Lou Williams,Kent Bazemore,Paul George,Rudy Gay,Paul Millsap,Serge Ibaka,Thomas Bryant,347.5
Jamal Murray,Spencer Dinwiddie,Bradley Beal,Kent Bazemore,Paul George,Rudy Gay,Aaron Gordon,Kyle Kuzma,Dewayne Dedmon,376.3
Stephen Curry,Spencer Dinwiddie,Jeremy Lamb,Andrew Wiggins,Paul George,Danilo Gallinari,Larry Jr,Kyle Kuzma,Alex Len,311.9
Kemba Walker,Ben Simmons,Dennis Schroder,Andrew Wiggins,Paul George,Rudy Gay,Larry Jr,Serge Ibaka,Dewayne Dedmon,271.2
Stephen Curry,Jamal Murray,Lou Williams,Andrew Wiggins,Danilo Gallinari,Rudy Gay,Blake Griffin,Serge Ibaka,Alex Len,315.7
Ben Simmons,Jamal Murray,Dennis Schroder,Kent Bazemore,LeBron James,Rudy Gay,Larry Jr,Kyle Kuzma,Alex Len,276.8
Russell Westbrook,Jamal Murray,Dennis Schroder,Bradley Beal,Danilo Gallinari,Rudy Gay,Larry Jr,Serge Ibaka,Thomas Bryant,310.3
Kemba Walker,Spencer Dinwiddie,Dennis Schroder,Kent Bazemore,Paul George,Danilo Gallinari,Paul Millsap,Aaron Gordon,Alex Len,272.0
Kemba Walker,Spencer Dinwiddie,Bradley Beal,Andrew Wiggins,LeBron James,Rudy Gay,Kyle Kuzma,Chimezie Metu,Alex Len,299.4
Stephen Curry,Spencer Dinwiddie,Bradley Beal,Kent Bazemore,Kawhi Leonard,Rudy Gay,Larry Jr,Serge Ibaka,Alex Len,337.1
Russell Westbrook,Jamal Murray,Jeremy Lamb,Dennis Schroder,Paul George,Danilo Gallinari,Pascal Siakam,Chimezie Metu,Alex Len,283.5
Jamal Murray,Spencer Dinwiddie,Jeremy Lamb,Lou Williams,LeBron James,Rudy Gay,Paul Millsap,Serge Ibaka,Dewayne Dedmon,304.7
Ben Simmons,Spencer Dinwiddie,Lou Williams,Kent Bazemore,Paul George,Danilo Gallinari,Montrezl Harrell,Kyle Kuzma,Thomas Bryant,298.0
Ben Simmons,Spencer Dinwiddie,Lou Williams,Andrew Wiggins,Kawhi Leonard,Rudy Gay,Aaron Gordon,Pascal Siakam,Alex Len,292.7
Stephen Curry,Spencer Dinwiddie,Dennis Schroder,Bradley Beal,Paul George,Danilo Gallinari,Serge Ibaka,Chimezie Metu,Dewayne Dedmon,304.7
Russell Westbrook,Jamal Murray,Andrew Wiggins,Shake Milton,Paul George,Rudy Gay,Paul Millsap,Aaron Gordon,Alex Len,342.1
Russell Westbrook,Spencer Dinwiddie,Lou Williams,Andrew Wiggins,LeBron James,Danilo Gallinari,Serge Ibaka,Chimezie Metu,Thomas Bryant,303.6
Kemba Walker,Spencer Dinwiddie,Dennis Schroder,Lou Williams,Danilo Gallinari,Rudy Gay,Blake Griffin,Pascal Siakam,Thomas Bryant,249.1
Kemba Walker,Ben Simmons,Jeremy Lamb,Kent Bazemore,Paul George,Rudy Gay,Blake Griffin,Chimezie Metu,Alex Len,304.2
Russell Westbrook,Spencer Dinwiddie,Dennis Schroder,Kent Bazemore,LeBron James,Rudy Gay,Pascal Siakam,Chimezie Metu,Dewayne Dedmon,299.0
Russell Westbrook,Jamal Murray,Jeremy Lamb,Kent Bazemore,Paul George,Juancho Hernangomez,Serge Ibaka,Kyle Kuzma,Thomas Bryant,374.1
Jamal Murray,Spencer Dinwiddie,Bradley Beal,Andrew Wiggins,Paul George,Kawhi Leonard,Paul Millsap,Chimezie Metu,Thomas Bryant,373.4
Russell Westbrook,Ben Simmons,Kent Bazemore,Shake Milton,Paul George,Danilo Gallinari,Larry Jr,Serge Ibaka,Alex Len,277.4
Stephen Curry,Spencer Dinwiddie,Jrue Holiday,Quincy Pondexter,Paul George,Rudy Gay,Paul Millsap,Pascal Siakam,Alex Len,312.5
Ben Simmons,Jamal Murray,Lou Williams,Quincy Pondexter,Paul George,Kawhi Leonard,Paul Millsap,Serge Ibaka,Alex Len,295.7
Stephen Curry,Jamal Murray,Lou Williams,Shake Milton,LeBron James,Paul George,Kyle Kuzma,Chimezie Metu,Alex Len,305.3
Ben Simmons,Jamal Murray,Lou Williams,Andrew Wiggins,Kevin Durant,Rudy Gay,Larry Jr,Paul Millsap,Thomas Bryant,302.3
Jamal Murray,Spencer Dinwiddie,Dennis Schroder,Andrew Wiggins,Kevin Durant,Rudy Gay,Serge Ibaka,Aaron Gordon,Brook Lopez,315.8
Russell Westbrook,Spencer Dinwiddie,Jeremy Lamb,Quincy Pondexter,LeBron James,Rudy Gay,Larry Jr,Aaron Gordon,Alex Len,278.2
Russell Westbrook,Spencer Dinwiddie,Lou Williams,Quincy Pondexter,Paul George,Danilo Gallinari,Larry Jr,Pascal Siakam,Dewayne Dedmon,263.7
Jamal Murray,Spencer Dinwiddie,Lou Williams,Andrew Wiggins,Paul George,Juancho Hernangomez,Blake Griffin,Kyle Kuzma,Brook Lopez,315.8
Russell Westbrook,Jamal Murray,Lou Williams,Kent Bazemore,Paul George,Rudy Gay,Montrezl Harrell,Chimezie Metu,Brook Lopez,338.3
Stephen Curry,Jamal Murray,Jeremy Lamb,Shake Milton,Paul George,Rudy Gay,Larry Jr,Blake Griffin,Dewayne Dedmon,335.2
