PG,PG,SG,SG,SF,SF,PF,PF,C,P
Kyrie Irving,Jawun Evans,Dennis Schroder,Andrew Wiggins,Paul George,Rudy Gay,Jayson Tatum,Montrezl Harrell,JaVale McGee,271.6
Kyrie Irving,Kemba Walker,Jeremy Lamb,Tyrone Wallace,Danilo Gallinari,Gordon Hayward,Jayson Tatum,Montrezl Harrell,JaVale McGee,228.6
Kyrie Irving,Ryan Arcidiacono,Dennis Schroder,Jeremy Lamb,Rudy Gay,Gordon Hayward,Blake Griffin,Montrezl Harrell,Steven Adams,237.3
Russell Westbrook,Kyrie Irving,Quincy Pondexter,Troy Daniels,Rudy Gay,Gordon Hayward,Kyle Kuzma,Montrezl Harrell,JaVale McGee,233.0
Russell Westbrook,Shelvin Mack,Dennis Schroder,Jeremy Lamb,Paul George,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Boban Marjanovic,216.8
Russell Westbrook,Shelvin Mack,Dennis Schroder,Tyrone Wallace,Rudy Gay,Danilo Gallinari,Blake Griffin,Montrezl Harrell,JaVale McGee,238.8
Kyrie Irving,Ryan Arcidiacono,Jeremy Lamb,Andrew Wiggins,Paul George,Danilo Gallinari,Kyle Kuzma,Montrezl Harrell,Boban Marjanovic,272.7
Kyrie Irving,Shelvin Mack,Dennis Schroder,Andrew Wiggins,Danilo Gallinari,Gordon Hayward,Kyle Kuzma,Jayson Tatum,Steven Adams,210.7
Kemba Walker,Ryan Arcidiacono,Dennis Schroder,Troy Daniels,Paul George,Danilo Gallinari,Jayson Tatum,Montrezl Harrell,Steven Adams,225.6
Russell Westbrook,Jawun Evans,Andrew Wiggins,Quincy Pondexter,Danilo Gallinari,Gordon Hayward,Blake Griffin,Montrezl Harrell,Steven Adams,245.8
Russell Westbrook,Kyrie Irving,Jeremy Lamb,Tyrone Wallace,Paul George,Rudy Gay,Montrezl Harrell,Mike Scott,Jakob Poeltl,241.6
Russell Westbrook,Kemba Walker,Dennis Schroder,Andrew Wiggins,Gordon Hayward,Jabari Parker,Montrezl Harrell,Frank Kaminsky,JaVale McGee,176.2
Russell Westbrook,Ryan Arcidiacono,Andrew Wiggins,Tyrone Wallace,Rudy Gay,Gordon Hayward,Jayson Tatum,Montrezl Harrell,Andre Drummond,287.7
Kyrie Irving,Kemba Walker,Dennis Schroder,Quincy Pondexter,Danilo Gallinari,Jabari Parker,Blake Griffin,Montrezl Harrell,Jakob Poeltl,169.0
Russell Westbrook,Kyrie Irving,Dennis Schroder,Tyrone Wallace,Rudy Gay,Jabari Parker,Kyle Kuzma,Jayson Tatum,Boban Marjanovic,184.3
Kemba Walker,Patty Mills,Dennis Schroder,Quincy Pondexter,Paul George,Gordon Hayward,Kyle Kuzma,Jayson Tatum,JaVale McGee,179.0
Kemba Walker,Patty Mills,Dennis Schroder,Andrew Wiggins,Rudy Gay,Danilo Gallinari,Blake Griffin,Jayson Tatum,Boban Marjanovic,183.8
Russell Westbrook,Kyrie Irving,Andrew Wiggins,Quincy Pondexter,Paul George,Gordon Hayward,Jayson Tatum,Patrick Patterson,Jakob Poeltl,239.7
Kemba Walker,Jawun Evans,Dennis Schroder,Tyrone Wallace,Rudy Gay,Gordon Hayward,Kyle Kuzma,Montrezl Harrell,Karl-Anthony Towns,171.7
Russell Westbrook,Jawun Evans,Jeremy Lamb,Andrew Wiggins,Danilo Gallinari,Jabari Parker,Kyle Kuzma,Jayson Tatum,JaVale McGee,243.0
Russell Westbrook,Jawun Evans,Troy Daniels,Tyrone Wallace,Paul George,Gordon Hayward,Blake Griffin,Jayson Tatum,JaVale McGee,253.2
Kyrie Irving,Shelvin Mack,Andrew Wiggins,Tyrone Wallace,Paul George,Jabari Parker,Blake Griffin,Montrezl Harrell,Steven Adams,235.9
Kyrie Irving,Patty Mills,Jeremy Lamb,Andrew Wiggins,Paul George,Gordon Hayward,Blake Griffin,Jon Leuer,JaVale McGee,251.7
Kyrie Irving,Ryan Arcidiacono,Dennis Schroder,Troy Daniels,Paul George,Jabari Parker,Kyle Kuzma,Blake Griffin,JaVale McGee,238.7
Russell Westbrook,Kyrie Irving,Jeremy Lamb,Troy Daniels,Rudy Gay,Danilo Gallinari,Blake Griffin,Frank Kaminsky,Boban Marjanovic,233.3
Kyrie Irving,Patty Mills,Jeremy Lamb,Troy Daniels,Paul George,Jabari Parker,Jayson Tatum,Montrezl Harrell,Karl-Anthony Towns,259.3
Russell Westbrook,Patty Mills,Dennis Schroder,Quincy Pondexter,LeBron James,Rudy Gay,Jayson Tatum,Montrezl Harrell,Jakob Poeltl,212.8
Terry Rozier,Bryn Forbes,Dennis Schroder,Jeremy Lamb,Paul George,Danilo Gallinari,Blake Griffin,Jayson Tatum,JaVale McGee,249.7
Terry Rozier,Kemba Walker,Jeremy Lamb,Quincy Pondexter,Paul George,Rudy Gay,Blake Griffin,Montrezl Harrell,Boban Marjanovic,191.4
Kyrie Irving,Kemba Walker,Jeremy Lamb,Andrew Wiggins,Rudy Gay,Jabari Parker,Jayson Tatum,Mike Scott,Steven Adams,187.7
Russell Westbrook,Kyrie Irving,Dennis Schroder,Quincy Pondexter,Paul George,Dante Cunningham,Montrezl Harrell,Jon Leuer,Steven Adams,229.3
Kyrie Irving,Bryn Forbes,Quincy Pondexter,Troy Daniels,Paul George,Rudy Gay,Blake Griffin,Jayson Tatum,Steven Adams,244.1
Kemba Walker,Patrick Beverley,Andrew Wiggins,Troy Daniels,Paul George,Gordon Hayward,Blake Griffin,Montrezl Harrell,Jakob Poeltl,199.1
Kemba Walker,Shelvin Mack,Jeremy Lamb,Andrew Wiggins,Paul George,Rudy Gay,Kyle Kuzma,Patrick Patterson,JaVale McGee,196.5
Russell Westbrook,Patty Mills,Dennis Schroder,Jeremy Lamb,Danilo Gallinari,Gerald Green,Kyle Kuzma,Montrezl Harrell,Steven Adams,216.8
Kyrie Irving,Kemba Walker,Dennis Schroder,Troy Daniels,LeBron James,Gordon Hayward,Montrezl Harrell,Patrick Patterson,Boban Marjanovic,161.5
Russell Westbrook,Kemba Walker,Dennis Schroder,Jeremy Lamb,Rudy Gay,Danuel House,Jayson Tatum,Jon Leuer,JaVale McGee,189.7
Russell Westbrook,Ryan Arcidiacono,Andrew Wiggins,Quincy Pondexter,Paul George,Rudy Gay,Blake Griffin,Frank Kaminsky,JaVale McGee,281.4
Kyrie Irving,Kemba Walker,Troy Daniels,Tyrone Wallace,Paul George,Gordon Hayward,Kyle Kuzma,Frank Kaminsky,Steven Adams,173.9
Ryan Arcidiacono,Patrick Beverley,Dennis Schroder,Andrew Wiggins,LeBron James,Gordon Hayward,Blake Griffin,Jayson Tatum,JaVale McGee,262.8
