PG,PG,SG,SG,SF,SF,PF,PF,C,P,R,O,J
Stephen Curry,Jeff Teague,Bradley Beal,Kent Bazemore,Luol Deng,Chandler Hutchison,Kevin Love,Patrick Patterson,Cody Zeller,419
Stephen Curry,Jeff Teague,Bradley Beal,Jamal Crawford,Luol Deng,Chandler Parsons,Kevin Love,Rondae Hollis-Jefferson,Cody Zeller,418
Stephen Curry,Jeff Teague,Bradley Beal,Jamal Crawford,Luol Deng,Chandler Hutchison,Rondae Hollis-Jefferson,Patrick Patterson,Alex Len,416
Stephen Curry,Jeff Teague,Bradley Beal,Kent Bazemore,Chandler Hutchison,Chandler Parsons,Kevin Love,Rondae Hollis-Jefferson,Jarrett Allen,416
Stephen Curry,Elie Okobo,Bradley Beal,Jamal Crawford,Chandler Hutchison,Chandler Parsons,Kevin Love,Patrick Patterson,Cody Zeller,415
Stephen Curry,Jeff Teague,Bradley Beal,Jamal Crawford,Luol Deng,Chandler Hutchison,Kevin Love,Bam Adebayo,Jarrett Allen,415
Stephen Curry,Elie Okobo,Bradley Beal,Kent Bazemore,Luol Deng,Chandler Hutchison,Kevin Love,Rondae Hollis-Jefferson,Alex Len,414
Stephen Curry,Jeff Teague,Bradley Beal,Kent Bazemore,DeAndre' Bembry,Chandler Parsons,Rondae Hollis-Jefferson,Patrick Patterson,Cody Zeller,414
Stephen Curry,Jeff Teague,Bradley Beal,Kent Bazemore,Luol Deng,Chandler Parsons,Kevin Love,Bam Adebayo,Alex Len,414
Stephen Curry,Elie Okobo,Bradley Beal,Jamal Crawford,Luol Deng,Chandler Hutchison,Rondae Hollis-Jefferson,Bam Adebayo,Cody Zeller,413
Stephen Curry,Elie Okobo,Bradley Beal,Kent Bazemore,Luol Deng,Chandler Parsons,Kevin Love,Patrick Patterson,Jarrett Allen,413
Stephen Curry,Jeff Teague,Bradley Beal,Jamal Crawford,Chandler Hutchison,Chandler Parsons,Kevin Love,PJ Tucker,Alex Len,413
Stephen Curry,Jeff Teague,Bradley Beal,Jamal Crawford,DeAndre' Bembry,Chandler Hutchison,Bam Adebayo,Patrick Patterson,Cody Zeller,413
Stephen Curry,Jeff Teague,Bradley Beal,Jamal Crawford,DeAndre' Bembry,Chandler Parsons,Kevin Love,Patrick Patterson,Jarrett Allen,413
Stephen Curry,Jeff Teague,Bradley Beal,Chasson Randle,DeAndre' Bembry,Chandler Hutchison,Kevin Love,Rondae Hollis-Jefferson,Cody Zeller,413
Stephen Curry,Jeff Teague,Bradley Beal,Jaylen Brown,Chandler Hutchison,Chandler Parsons,Kevin Love,Bam Adebayo,Cody Zeller,413
Stephen Curry,Cory Joseph,Bradley Beal,Jamal Crawford,Luol Deng,DeAndre' Bembry,Kevin Love,Patrick Patterson,Cody Zeller,412
Stephen Curry,Jeff Teague,Bradley Beal,Delon Wright,Luol Deng,Chandler Hutchison,Rondae Hollis-Jefferson,PJ Tucker,Cody Zeller,412
Stephen Curry,Cory Joseph,Bradley Beal,Kent Bazemore,Chandler Hutchison,Chandler Parsons,Kevin Love,Patrick Patterson,Alex Len,412
Stephen Curry,Cory Joseph,Bradley Beal,Jaylen Brown,Luol Deng,Chandler Hutchison,Kevin Love,Rondae Hollis-Jefferson,Cody Zeller,412
Stephen Curry,Jeff Teague,Bradley Beal,Delon Wright,Luol Deng,Chandler Parsons,Bam Adebayo,Patrick Patterson,Cody Zeller,412
Stephen Curry,Jeff Teague,Bradley Beal,Chasson Randle,Luol Deng,Chandler Parsons,Rondae Hollis-Jefferson,Patrick Patterson,Jarrett Allen,412
Stephen Curry,Cory Joseph,Bradley Beal,Kent Bazemore,Luol Deng,Chandler Hutchison,Rondae Hollis-Jefferson,Patrick Patterson,Jarrett Allen,412
Stephen Curry,Elie Okobo,Bradley Beal,Kent Bazemore,Chandler Hutchison,Chandler Parsons,Rondae Hollis-Jefferson,PJ Tucker,Cody Zeller,411
Stephen Curry,Cory Joseph,Bradley Beal,Kent Bazemore,Luol Deng,Chandler Parsons,Rondae Hollis-Jefferson,Bam Adebayo,Cody Zeller,411
Stephen Curry,Jeff Teague,Bradley Beal,Jaylen Brown,Luol Deng,DeAndre' Bembry,Kevin Love,Patrick Patterson,Alex Len,411
Stephen Curry,Jeff Teague,Bradley Beal,Kent Bazemore,Luol Deng,DeAndre' Bembry,Rondae Hollis-Jefferson,Bam Adebayo,Jarrett Allen,411
Stephen Curry,Elie Okobo,Bradley Beal,Jamal Crawford,DeAndre' Bembry,Chandler Hutchison,Kevin Love,Rondae Hollis-Jefferson,Jarrett Allen,411
Stephen Curry,Elie Okobo,Bradley Beal,Kent Bazemore,Luol Deng,DeAndre' Bembry,Kevin Love,Bam Adebayo,Cody Zeller,411
Stephen Curry,Jeff Teague,Kent Bazemore,Jamal Crawford,Chandler Hutchison,Chandler Parsons,Rondae Hollis-Jefferson,Bam Adebayo,Cody Zeller,411
Stephen Curry,Jeff Teague,Bradley Beal,Chasson Randle,Chandler Hutchison,Chandler Parsons,PJ Tucker,Patrick Patterson,Cody Zeller,411
Stephen Curry,Elie Okobo,Bradley Beal,Jaylen Brown,Luol Deng,Chandler Parsons,Rondae Hollis-Jefferson,Patrick Patterson,Cody Zeller,411
Stephen Curry,Jeff Teague,Bradley Beal,Jamal Crawford,DeAndre' Bembry,Chandler Parsons,Rondae Hollis-Jefferson,Bam Adebayo,Alex Len,410
Stephen Curry,Jeff Teague,Bradley Beal,Kent Bazemore,DeAndre' Bembry,Chandler Hutchison,PJ Tucker,Patrick Patterson,Alex Len,410
Stephen Curry,Elie Okobo,Bradley Beal,Jamal Crawford,Luol Deng,Chandler Parsons,Bam Adebayo,Patrick Patterson,Alex Len,410
Stephen Curry,Elie Okobo,Bradley Beal,Jamal Crawford,Luol Deng,Chandler Hutchison,PJ Tucker,Patrick Patterson,Jarrett Allen,410
Jeff Teague,Cory Joseph,Bradley Beal,Jamal Crawford,Chandler Hutchison,Chandler Parsons,Rondae Hollis-Jefferson,Patrick Patterson,Cody Zeller,410
Stephen Curry,Jeff Teague,Kent Bazemore,Jamal Crawford,Luol Deng,Chandler Parsons,PJ Tucker,Patrick Patterson,Cody Zeller,410
Stephen Curry,Jeff Teague,Bradley Beal,Delon Wright,DeAndre' Bembry,Chandler Hutchison,Rondae Hollis-Jefferson,Patrick Patterson,Jarrett Allen,410
Stephen Curry,Jeff Teague,Bradley Beal,Delon Wright,Luol Deng,Chandler Parsons,Kevin Love,PJ Tucker,Jarrett Allen,410
