PG,PG,SG,SG,SF,SF,PF,PF,C,P
Stephen Curry,Jeremy Lin,Kent Bazemore,Dwyane Wade,Kevin Durant,Josh Richardson,Aaron Gordon,Draymond Green,Alex Len,275.4
Stephen Curry,DJ Augustin,Kent Bazemore,Dwyane Wade,Kevin Durant,Justise Winslow,Jonas Jerebko,Khem Birch,Nikola Vucevic,227.7
Stephen Curry,Quinn Cook,Kevin Huerter,Dwyane Wade,Justise Winslow,Josh Richardson,Aaron Gordon,Kelly Olynyk,Nikola Vucevic,252.9
Stephen Curry,Trae Young,Dion Waiters,Dwyane Wade,Kevin Durant,Justise Winslow,Aaron Gordon,Omari Spellman,Dewayne Dedmon,267.1
Trae Young,Quinn Cook,Terrence Ross,Kent Bazemore,Kevin Durant,Justise Winslow,Aaron Gordon,Draymond Green,Nikola Vucevic,258.5
Stephen Curry,DJ Augustin,Evan Fournier,Kent Bazemore,Justise Winslow,Josh Richardson,Aaron Gordon,James Johnson,Dewayne Dedmon,210.0
Stephen Curry,Quinn Cook,Kent Bazemore,Dwyane Wade,Justise Winslow,Alfonzo McKinnie,Draymond Green,Bam Adebayo,Dewayne Dedmon,214.6
Stephen Curry,Quinn Cook,Dion Waiters,Kent Bazemore,Kevin Durant,Josh Richardson,John Collins,Bam Adebayo,Nikola Vucevic,286.7
Stephen Curry,Quinn Cook,Evan Fournier,Dwyane Wade,Kevin Durant,DeAndre' Bembry,Draymond Green,James Johnson,Nikola Vucevic,250.4
Stephen Curry,Trae Young,Kent Bazemore,Dwyane Wade,Jonathan Isaac,Taurean Prince,Aaron Gordon,James Johnson,Nikola Vucevic,240.3
Stephen Curry,DJ Augustin,Terrence Ross,Dwyane Wade,Justise Winslow,Taurean Prince,Aaron Gordon,Draymond Green,Jordan Bell,216.1
Stephen Curry,Jeremy Lin,Klay Thompson,Kent Bazemore,Justise Winslow,DeAndre' Bembry,Aaron Gordon,Omari Spellman,Nikola Vucevic,233.2
Stephen Curry,Quinn Cook,Klay Thompson,Evan Fournier,Kevin Durant,Justise Winslow,Aaron Gordon,Jonas Jerebko,Alex Len,248.8
Stephen Curry,Trae Young,Kevin Huerter,Kent Bazemore,Kevin Durant,Justise Winslow,John Collins,Kelly Olynyk,Alex Len,239.0
Stephen Curry,DJ Augustin,Klay Thompson,Dwyane Wade,Kevin Durant,Josh Richardson,Kelly Olynyk,Bam Adebayo,Dewayne Dedmon,262.8
Stephen Curry,Trae Young,Klay Thompson,Kent Bazemore,Justise Winslow,Josh Richardson,Draymond Green,Jonas Jerebko,Jordan Bell,247.1
Stephen Curry,Quinn Cook,Kevin Huerter,Kent Bazemore,Kevin Durant,Jonathan Isaac,Aaron Gordon,Khem Birch,Dewayne Dedmon,213.1
Stephen Curry,Trae Young,Dion Waiters,Dwyane Wade,Josh Richardson,Alfonzo McKinnie,Draymond Green,Khem Birch,Nikola Vucevic,260.6
Stephen Curry,Trae Young,Terrence Ross,Dwyane Wade,Justise Winslow,Josh Richardson,James Johnson,Bam Adebayo,Alex Len,262.7
Stephen Curry,DJ Augustin,Kevin Huerter,Kent Bazemore,Josh Richardson,Taurean Prince,Draymond Green,Omari Spellman,Nikola Vucevic,245.1
Trae Young,Quinn Cook,Kent Bazemore,Dwyane Wade,Kevin Durant,Josh Richardson,James Johnson,Jonas Jerebko,Dewayne Dedmon,207.8
Stephen Curry,Jeremy Lin,Terrence Ross,Klay Thompson,Kevin Durant,Justise Winslow,Draymond Green,Khem Birch,Dewayne Dedmon,260.2
DJ Augustin,Jeremy Lin,Klay Thompson,Dwyane Wade,Justise Winslow,Josh Richardson,John Collins,Draymond Green,Nikola Vucevic,278.9
DJ Augustin,Quinn Cook,Kevin Huerter,Dwyane Wade,Kevin Durant,Justise Winslow,Draymond Green,Omari Spellman,Alex Len,236.6
Stephen Curry,Jeremy Lin,Evan Fournier,Dwyane Wade,Kevin Durant,Justise Winslow,John Collins,Bam Adebayo,Jordan Bell,274.1
Stephen Curry,Quinn Cook,Kent Bazemore,Dwyane Wade,Kevin Durant,Taurean Prince,Kelly Olynyk,Omari Spellman,Jordan Bell,205.9
Stephen Curry,DJ Augustin,Klay Thompson,Kent Bazemore,Kevin Durant,Alfonzo McKinnie,John Collins,Aaron Gordon,Jordan Bell,190.5
Stephen Curry,Trae Young,Terrence Ross,Evan Fournier,Kevin Durant,Josh Richardson,Aaron Gordon,Khem Birch,Jordan Bell,244.6
Stephen Curry,Quinn Cook,Terrence Ross,Dion Waiters,Josh Richardson,DeAndre' Bembry,Aaron Gordon,Draymond Green,Dewayne Dedmon,226.6
Stephen Curry,Jeremy Lin,Terrence Ross,Kevin Huerter,Kevin Durant,Josh Richardson,James Johnson,Jonas Jerebko,Nikola Vucevic,260.9
Stephen Curry,Jeremy Lin,Evan Fournier,Dion Waiters,Kevin Durant,Alfonzo McKinnie,Aaron Gordon,Kelly Olynyk,Nikola Vucevic,257.2
Trae Young,DJ Augustin,Kevin Huerter,Dwyane Wade,Jonathan Isaac,Josh Richardson,Aaron Gordon,Draymond Green,Dewayne Dedmon,243.8
Trae Young,Jeremy Lin,Kent Bazemore,Dwyane Wade,Kevin Durant,DeAndre' Bembry,Kelly Olynyk,Bam Adebayo,Nikola Vucevic,239.5
DJ Augustin,Jeremy Lin,Terrence Ross,Dwyane Wade,Kevin Durant,Jonathan Isaac,Aaron Gordon,Omari Spellman,Nikola Vucevic,263.3
Stephen Curry,Quinn Cook,Terrence Ross,Dwyane Wade,Kevin Durant,Alfonzo McKinnie,John Collins,Khem Birch,Alex Len,208.2
