PG,PG,SG,SG,SF,SF,PF,PF,C,P
Damian Lillard,Seth Curry,Dennis Schroder,Lou Williams,Paul George,Luol Deng,Serge Ibaka,Marvin III,Willie Cauley-Stein,252.4
Damian Lillard,Elie Okobo,CJ McCollum,Buddy Hield,Paul George,CJ Miles,Pascal Siakam,Marvin III,Willie Cauley-Stein,287.0
Damian Lillard,Jalen Brunson,Buddy Hield,Bogdan Bogdanovic,Paul George,Justin Jackson,Serge Ibaka,Marvin III,Steven Adams,316.6
Russell Westbrook,Jalen Brunson,Lou Williams,Buddy Hield,Paul George,Luol Deng,Pascal Siakam,Marvin III,Nerlens Noel,268.5
Russell Westbrook,Elie Okobo,CJ McCollum,Lou Williams,Paul George,Justin Jackson,Serge Ibaka,Marvin III,Marcin Gortat,264.0
Damian Lillard,Shai Gilgeous-Alexander,Lou Williams,Buddy Hield,Paul George,Dorian Finney-Smith,Marvin III,Mike Scott,Karl-Anthony Towns,311.7
Russell Westbrook,Seth Curry,Lou Williams,Bogdan Bogdanovic,Paul George,CJ Miles,Montrezl Harrell,Marvin III,Gorgui Dieng,269.5
Russell Westbrook,Shai Gilgeous-Alexander,Dennis Schroder,Buddy Hield,Paul George,Norman Powell,Serge Ibaka,Marvin III,Gorgui Dieng,254.9
Russell Westbrook,Seth Curry,Dennis Schroder,CJ McCollum,Paul George,Dorian Finney-Smith,Pascal Siakam,Marvin III,Greg Monroe,263.5
Russell Westbrook,Seth Curry,Buddy Hield,Andrew Wiggins,Paul George,CJ Miles,Pascal Siakam,Serge Ibaka,Marcin Gortat,244.9
Russell Westbrook,Jalen Brunson,Dennis Schroder,Andrew Wiggins,Paul George,Mikal Bridges,Montrezl Harrell,Marvin III,Marcin Gortat,246.6
Damian Lillard,Jalen Brunson,Dennis Schroder,CJ McCollum,Paul George,Norman Powell,Marvin III,Meyers Leonard,Karl-Anthony Towns,296.9
Russell Westbrook,Elie Okobo,Dennis Schroder,Bogdan Bogdanovic,Paul George,Mikal Bridges,Pascal Siakam,Serge Ibaka,Nerlens Noel,261.1
Damian Lillard,Elie Okobo,Buddy Hield,Andrew Wiggins,Paul George,Luol Deng,Serge Ibaka,Quincy Acy,Karl-Anthony Towns,286.1
Damian Lillard,Seth Curry,Dennis Schroder,Bogdan Bogdanovic,Paul George,Justin Jackson,Pascal Siakam,Mike Scott,Karl-Anthony Towns,285.0
Russell Westbrook,De'Anthony Melton,Andrew Wiggins,Bogdan Bogdanovic,Paul George,Luol Deng,Serge Ibaka,Marvin III,Greg Monroe,298.7
Damian Lillard,Patrick Beverley,Andrew Wiggins,Bogdan Bogdanovic,Paul George,CJ Miles,Harry III,Marvin III,Karl-Anthony Towns,370.4
De'Anthony Melton,Fred VanVleet,Dennis Schroder,Lou Williams,Paul George,Mikal Bridges,Pascal Siakam,Marvin III,Karl-Anthony Towns,298.5
Russell Westbrook,Seth Curry,Lou Williams,Buddy Hield,Mikal Bridges,Jake Layman,Serge Ibaka,Marvin III,Karl-Anthony Towns,271.7
Shai Gilgeous-Alexander,Seth Curry,CJ McCollum,Lou Williams,Paul George,Norman Powell,Pascal Siakam,Serge Ibaka,Karl-Anthony Towns,271.2
Jalen Brunson,Elie Okobo,Dennis Schroder,Lou Williams,Paul George,CJ Miles,Serge Ibaka,Montrezl Harrell,Karl-Anthony Towns,204.5
Damian Lillard,Patrick Beverley,CJ McCollum,Lou Williams,Paul George,Mikal Bridges,Montrezl Harrell,Marvin III,Nerlens Noel,310.0
Damian Lillard,Dennis Jr,Lou Williams,Buddy Hield,Paul George,Mikal Bridges,Pascal Siakam,Serge Ibaka,Gorgui Dieng,254.3
Russell Westbrook,Elie Okobo,Dennis Schroder,Buddy Hield,Evan Turner,Justin Jackson,Pascal Siakam,Marvin III,Karl-Anthony Towns,235.6
Russell Westbrook,Damian Lillard,CJ McCollum,Lou Williams,Luol Deng,CJ Miles,Pascal Siakam,Serge Ibaka,Greg Monroe,255.4
Russell Westbrook,Damian Lillard,Dennis Schroder,Lou Williams,Maurice Harkless,Jake Layman,Pascal Siakam,Marvin III,Marcin Gortat,233.8
Russell Westbrook,Damian Lillard,Lou Williams,Buddy Hield,Norman Powell,Justin Jackson,Montrezl Harrell,Marvin III,Greg Monroe,263.1
Russell Westbrook,Elie Okobo,Buddy Hield,Andrew Wiggins,Paul George,Dorian Finney-Smith,Marvin III,Meyers Leonard,Steven Adams,286.3
De'Anthony Melton,Jalen Brunson,CJ McCollum,Buddy Hield,Paul George,Justin Jackson,Pascal Siakam,Montrezl Harrell,Karl-Anthony Towns,271.5
Fred VanVleet,Patrick Beverley,CJ McCollum,Buddy Hield,Paul George,Maurice Harkless,Serge Ibaka,Marvin III,Karl-Anthony Towns,344.3
Damian Lillard,Shai Gilgeous-Alexander,Dennis Schroder,Lou Williams,Paul George,Evan Turner,Pascal Siakam,Montrezl Harrell,Greg Monroe,233.1
Russell Westbrook,Damian Lillard,Dennis Schroder,Buddy Hield,CJ Miles,Dorian Finney-Smith,Serge Ibaka,Montrezl Harrell,Nerlens Noel,229.6
Russell Westbrook,Jalen Brunson,CJ McCollum,Bogdan Bogdanovic,CJ Miles,Dorian Finney-Smith,Serge Ibaka,Marvin III,Karl-Anthony Towns,293.8
Dennis Jr,Seth Curry,Buddy Hield,Andrew Wiggins,Paul George,Norman Powell,Montrezl Harrell,Marvin III,Karl-Anthony Towns,273.3
Shai Gilgeous-Alexander,Elie Okobo,CJ McCollum,Bogdan Bogdanovic,Paul George,Luol Deng,Montrezl Harrell,Marvin III,Karl-Anthony Towns,308.4
De'Anthony Melton,Damian Lillard,Dennis Schroder,CJ McCollum,Paul George,Jake Layman,Serge Ibaka,Montrezl Harrell,Marcin Gortat,246.5
Russell Westbrook,Damian Lillard,Lou Williams,Andrew Wiggins,Evan Turner,Dorian Finney-Smith,Serge Ibaka,Marvin III,Gorgui Dieng,261.4
Damian Lillard,Dennis Jr,Dennis Schroder,Andrew Wiggins,Paul George,Kelly Jr,Pascal Siakam,Marvin III,Nerlens Noel,242.0
Russell Westbrook,Shai Gilgeous-Alexander,Andrew Wiggins,Bogdan Bogdanovic,Norman Powell,Mikal Bridges,Pascal Siakam,Marvin III,Karl-Anthony Towns,304.7
Russell Westbrook,Damian Lillard,Buddy Hield,Bogdan Bogdanovic,Mikal Bridges,Luol Deng,Pascal Siakam,Montrezl Harrell,Marcin Gortat,279.6
