Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Damian Lillard,PG,POR,10500.0,21.36,34.0,2.1
1,Shaquille Harrison,PG,CHI,6200.0,20.18,27.5,-1.0
2,Giannis Antetokounmpo,SF,MIL,12400.0,19.8,46.2,2.8
3,Devin Booker,SG,PHO,11500.0,18.42,42.1,-1.0
4,Derrick Jr,SF,MIA,4500.0,16.94,0.0,-1.0
5,D'Angelo Russell,SG,BKN,9600.0,16.48,41.5,-1.0
6,Eric Bledsoe,PG,MIL,7800.0,16.4,62.5,-1.0
7,Fred VanVleet,PG,TOR,5800.0,15.36,30.5,-1.0
8,Kawhi Leonard,SF,TOR,9600.0,14.64,33.9,2.3
9,Karl-Anthony Towns,C1B,MIN,11000.0,14.08,42.4,2.2
10,Dario Saric,PF,MIN,4800.0,13.72,0.0,-1.0
11,Kemba Walker,PG,CHA,9200.0,13.28,54.5,2.3
12,Josh Jackson,PF,PHO,5300.0,13.22,55.0,-1.0
13,Emmanuel Mudiay,PG,NY,6100.0,13.22,26.0,-1.0
14,Ben Simmons,PG,PHI,10000.0,12.98,38.9,1.8
15,Pascal Siakam,PF,TOR,8000.0,12.64,13.6,1.5
16,Wayne Selden,SG,CHI,4300.0,12.6,20.0,-1.0
17,Mario Hezonja,SF,NY,4100.0,12.18,0.0,0.0
18,Dwyane Wade,SG,MIA,6100.0,12.08,33.5,1.7
19,Goran Dragic,PG,MIA,6000.0,11.8,50.7,-1.0
20,Ryan Arcidiacono,PG,CHI,3900.0,11.58,18.2,-1.0
21,Tobias Harris,PF,PHI,7200.0,11.46,37.7,-1.0
22,Marcus Morris,PF,BOS,4900.0,10.94,17.6,-1.0
23,Tyus Jones,PG,MIN,6000.0,9.62,39.6,-1.0
24,Bojan Bogdanovic,SF,IND,6500.0,9.34,44.4,1.4
25,DeMarre Carroll,SF,BKN,4400.0,9.24,34.0,-1.0
26,Brook Lopez,C1B,MIL,6700.0,8.61,36.4,1.3
27,Andrew Wiggins,SG,MIN,7000.0,8.46,36.4,1.7
28,Lauri Markkanen,PF,CHI,7100.0,8.1,0.0,0.0
29,Mikal Bridges,SF,PHO,5600.0,8.1,28.4,-1.0
30,Antonio Blakeney,SG,CHI,4000.0,7.86,9.9,-1.0
31,JJ Redick,SF,PHI,5600.0,7.78,0.0,-1.0
32,Enes Kanter,C1B,POR,6400.0,7.77,44.7,-1.0
33,Domantas Sabonis,PF,IND,6600.0,7.62,33.9,1.5
34,Joe Harris,SF,BKN,5000.0,7.2,26.7,-1.0
35,Spencer Dinwiddie,PG,BKN,5500.0,7.18,14.7,1.7
36,Bam Adebayo,PF,MIA,7200.0,7.14,44.8,-1.0
37,Donovan Mitchell,SG,UTA,9000.0,7.12,46.1,-1.0
38,Dion Waiters,SG,MIA,5500.0,6.86,22.4,-1.0
39,Richaun Holmes,PF,PHO,6500.0,6.8,30.0,-1.0
40,Kelly Olynyk,PF,MIA,4700.0,6.62,28.7,-1.0
41,Kyrie Irving,PG,BOS,9800.0,6.62,39.1,2.2
42,Miles Bridges,SF,CHA,5300.0,6.58,7.0,-1.0
43,Gordon Hayward,SF,BOS,5400.0,6.52,24.3,1.3
44,Aaron Gordon,PF,ORL,7000.0,6.46,23.3,1.4
45,Pat Connaughton,SG,MIL,4800.0,6.46,33.9,-1.0
46,Thaddeus Young,PF,IND,6200.0,6.38,32.3,1.1
47,Norman Powell,SF,TOR,4300.0,6.36,10.7,-1.0
48,Al-Farouq Aminu,PF,POR,5400.0,6.26,22.7,-1.0
49,Caris LeVert,SG,BKN,5500.0,6.06,34.8,-1.0
50,Cory Joseph,PG,IND,3600.0,5.96,14.7,-1.0
51,Dwayne Bacon,SG,CHA,5200.0,5.82,3.2,-1.0
52,Marvin Williams,PF,CHA,4700.0,5.78,14.0,-1.0
53,Nicolas Batum,SF,CHA,4000.0,5.76,0.0,0.0
54,Josh Okogie,SG,MIN,5300.0,5.7,15.6,-1.0
55,Ed Davis,PF,BKN,4200.0,5.6,26.3,-1.0
56,Nikola Vucevic,C1B,ORL,9600.0,5.32,31.1,1.9
57,DJ Wilson,PF,MIL,3500.0,5.3,0.0,-1.0
58,Marcus Smart,SG,BOS,5300.0,5.24,20.7,-1.0
59,Jayson Tatum,PF,BOS,6200.0,5.24,36.7,1.5
60,Serge Ibaka,PF,TOR,5700.0,5.16,23.7,1.5
61,Jeremy Lamb,SG,CHA,4500.0,5.14,30.8,1.7
62,Kyle Lowry,PG,TOR,6900.0,4.96,41.7,-1.0
63,TJ McConnell,PG,PHI,3500.0,4.9,0.0,-1.0
64,Andre Drummond,C1B,DET,10700.0,4.82,54.9,1.9
65,Kevin Knox,SF,NY,5100.0,4.58,32.3,-1.0
66,Danny Green,SG,TOR,4200.0,4.48,48.5,-1.0
67,De'Anthony Melton,PG,PHO,3700.0,4.46,0.0,0.0
68,Maurice Harkless,SF,POR,5500.0,4.4,25.8,-1.0
69,Seth Curry,PG,POR,4900.0,4.24,21.9,-1.0
70,Cedi Osman,SF,CLE,6300.0,4.18,10.5,-1.0
71,Ricky Rubio,PG,UTA,6500.0,3.92,38.9,1.6
72,Collin Sexton,PG,CLE,6200.0,3.92,28.3,-1.0
73,Joe Ingles,SF,UTA,7000.0,3.86,26.0,-1.0
74,James Johnson,PF,MIA,4300.0,3.78,18.8,-1.0
75,Jonathan Isaac,SF,ORL,5400.0,3.7,32.8,-1.0
76,DJ Augustin,PG,ORL,5700.0,3.58,0.0,-1.0
77,Evan Fournier,SG,ORL,5300.0,3.42,30.8,-1.0
78,Dragan Bender,PF,PHO,5000.0,3.42,30.0,-1.0
79,Myles Turner,C1B,IND,8300.0,3.41,48.2,-1.0
80,Damyean Dotson,SG,NY,5200.0,3.38,36.2,-1.0
81,Ekpe Udoh,C1B,UTA,3500.0,3.34,11.1,-1.0
82,Tyreke Evans,SF,IND,3700.0,3.34,24.1,-1.0
83,Maxi Kleber,PF,DAL,4900.0,3.24,27.0,-1.0
84,Marquese Chriss,PF,CLE,3500.0,3.22,13.4,-1.0
85,Terry Rozier,PG,BOS,6100.0,3.2,10.6,-1.0
86,Larry Jr,PF,CLE,7000.0,3.14,0.0,1.3
87,Mitchell Robinson,C1B,NY,8000.0,3.12,40.0,1.0
88,Rudy Gobert,C1B,UTA,10500.0,3.1,48.1,2.0
89,Jordan Clarkson,SG,CLE,6000.0,3.1,34.7,-1.0
90,Frank Kaminsky,PF,CHA,5000.0,3.04,2.6,-1.0
91,Justin Jackson,SF,DAL,4200.0,2.76,35.7,-1.0
