Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Russell Westbrook,PG,OKC,11500.0,54.8,76.2,0
1,D'Angelo Russell,SG,BKN,8500.0,28.22,19.9,0
2,LaMarcus Aldridge,PF,SA,8800.0,27.66,36.0,0
3,Tobias Harris,PF,PHI,8300.0,27.24,36.6,0
4,Damian Lillard,PG,POR,10000.0,25.52,73.4,0
5,CJ McCollum,SG,POR,8400.0,25.44,27.4,0
6,Maurice Harkless,SF,POR,5400.0,24.16,28.9,0
7,Aaron Gordon,PF,ORL,6900.0,24.14,19.9,0
8,Spencer Dinwiddie,PG,BKN,5000.0,21.8,12.2,0
9,Dennis Schroder,SG,OKC,5600.0,21.58,0.0,0
10,Kawhi Leonard,SF,TOR,9800.0,20.72,39.4,0
11,Jonathan Isaac,SF,ORL,5500.0,20.62,8.2,0
12,Ben Simmons,PG,PHI,9900.0,20.22,26.0,0
13,DeMarre Carroll,SF,BKN,4300.0,19.96,10.4,0
14,Paul George,SF,OKC,10700.0,19.92,46.3,0
15,Khem Birch,PF,ORL,3500.0,19.68,36.7,0
16,Jerami Grant,PF,OKC,5700.0,18.82,34.1,0
17,Rudy Gay,SF,SA,5200.0,18.72,18.9,0
18,Pascal Siakam,PF,TOR,8600.0,18.06,38.2,0
19,Gary Harris,SG,DEN,5300.0,17.6,21.9,0
20,Paul Millsap,PF,DEN,6000.0,17.58,21.7,0
21,Kyle Lowry,PG,TOR,8000.0,16.4,33.3,0
22,DeMar DeRozan,SG,SA,9100.0,16.24,24.3,0
23,Derrick White,PG,SA,6500.0,14.12,19.4,0
24,Will Barton,SF,DEN,4600.0,13.8,24.5,0
25,Terrence Ross,SG,ORL,5500.0,13.68,21.3,0
26,Joe Harris,SF,BKN,4300.0,12.42,17.4,0
27,Danny Green,SG,TOR,4500.0,12.42,21.5,0
28,Nikola Jokic,C1B,DEN,10500.0,12.15,47.2,0
29,Jamal Murray,PG,DEN,7300.0,11.58,45.3,0
30,Al-Farouq Aminu,PF,POR,5500.0,11.56,18.5,0
31,TJ McConnell,PG,PHI,3500.0,11.3,0.0,0
32,Jimmy Butler,SG,PHI,7600.0,11.22,30.5,0
33,Evan Fournier,SG,ORL,5100.0,11.06,20.6,0
34,JJ Redick,SF,PHI,5300.0,10.96,0.0,0
35,Boban Marjanovic,C1B,PHI,5000.0,10.74,18.4,0
36,Nikola Vucevic,C1B,ORL,8500.0,10.15,14.9,0
37,Enes Kanter,C1B,POR,6700.0,9.93,37.6,0
38,Jonathon Simmons,SF,PHI,3500.0,9.82,12.4,0
39,Caris LeVert,SG,BKN,6900.0,9.8,26.6,0
40,DJ Augustin,PG,ORL,5300.0,9.28,0.0,0
41,Joel Embiid,C1B,PHI,11300.0,9.28,42.6,0
42,Rondae Hollis-Jefferson,PF,BKN,4600.0,8.92,0.0,0
43,Marc Gasol,C1B,TOR,5900.0,8.11,23.8,0
44,Steven Adams,C1B,OKC,6300.0,8.09,26.8,0
45,Rodney Hood,SF,POR,3500.0,7.98,2.7,0
46,Fred VanVleet,PG,TOR,4100.0,7.16,21.2,0
47,Jarrett Allen,C1B,BKN,5500.0,6.54,20.8,0
48,Serge Ibaka,PF,TOR,5100.0,6.48,22.8,0
49,Markieff Morris,PF,OKC,3800.0,6.2,0.0,0
50,Seth Curry,PG,POR,3500.0,5.64,21.1,0
51,Greg Monroe,C1B,PHI,4500.0,5.5,9.6,0
52,Norman Powell,SF,TOR,3900.0,5.3,21.8,0
53,Rodions Kurucs,PF,BKN,3500.0,5.28,26.9,0
54,Evan Turner,SF,POR,3500.0,5.1,10.3,0
55,James III,SF,PHI,3500.0,4.62,0.0,0
56,Monte Morris,SG,DEN,4200.0,4.62,22.3,0
57,Mike Scott,PF,PHI,4000.0,4.18,4.8,0
58,Bryn Forbes,PG,SA,4400.0,4.06,5.5,0
59,Michael Carter-Williams,PG,ORL,3500.0,3.54,21.5,0
60,Zach Collins,PF,POR,3800.0,3.38,11.9,0
61,Patty Mills,PG,SA,3800.0,3.34,17.6,0
62,Nerlens Noel,C1B,OKC,3500.0,3.13,3.4,0
63,Terrance Ferguson,SG,OKC,3500.0,3.0,7.1,0
64,Jared Dudley,SF,BKN,3700.0,2.84,6.2,0
65,Davis Bertans,SF,SA,3500.0,2.84,5.9,0
66,Jakob Poeltl,C1B,SA,4900.0,2.71,0.0,0
67,Marco Belinelli,SG,SA,3500.0,2.54,14.2,0
68,Malik Beasley,SG,DEN,4300.0,2.52,14.4,0
69,Wes Iwundu,SF,ORL,3500.0,1.78,0.0,0
70,Mason Plumlee,C1B,DEN,3700.0,1.75,7.6,0
71,Jonah Bolden,PF,PHI,3500.0,1.5,8.2,0
72,Meyers Leonard,PF,POR,3500.0,1.48,3.2,0
