Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Russell Westbrook,PG,OKC,11800.0,65.26,32.3,0
1,Stephen Curry,PG,GS,10200.0,38.5,40.5,0
2,Kyrie Irving,PG,BOS,9700.0,37.68,26.9,0
3,Paul George,SF,OKC,10400.0,32.12,55.0,0
4,Damian Lillard,PG,POR,10000.0,27.0,38.6,0
5,Kawhi Leonard,SF,TOR,9600.0,24.6,55.2,0
6,Nikola Vucevic,C1B,ORL,9000.0,24.47,21.0,0
7,Aaron Gordon,PF,ORL,6700.0,22.84,42.9,0
8,Klay Thompson,SG,GS,6400.0,21.22,32.2,0
9,CJ McCollum,SG,POR,8300.0,21.0,43.3,0
10,Montrezl Harrell,PF,LAC,7800.0,20.86,21.6,0
11,Maurice Harkless,SF,POR,5000.0,20.56,41.0,0
12,Kevin Durant,SF,GS,10000.0,19.96,50.4,0
13,Jaylen Brown,SG,BOS,4900.0,19.88,20.7,0
14,Jonathan Isaac,SF,ORL,5600.0,18.94,6.7,0
15,Thaddeus Young,PF,IND,7500.0,18.76,23.3,0
16,Dennis Schroder,SG,OKC,5500.0,18.54,0.0,0
17,Khem Birch,PF,ORL,3500.0,17.52,11.8,0
18,Jerami Grant,PF,OKC,5700.0,16.86,29.8,0
19,Lou Williams,SG,LAC,8400.0,16.68,23.3,0
20,Pascal Siakam,PF,TOR,8700.0,16.52,27.2,0
21,Bojan Bogdanovic,SF,IND,6900.0,16.42,34.1,0
22,Marcus Morris,PF,BOS,5100.0,16.18,27.6,0
23,Kyle Lowry,PG,TOR,8000.0,14.92,33.3,0
24,Jayson Tatum,PF,BOS,6700.0,13.82,29.6,0
25,Tyreke Evans,SF,IND,4500.0,13.56,25.9,0
26,Terry Rozier,PG,BOS,3800.0,12.84,17.7,0
27,Terrence Ross,SG,ORL,5700.0,11.64,11.9,0
28,Draymond Green,PF,GS,8700.0,11.34,33.3,0
29,Danilo Gallinari,SF,LAC,7700.0,11.0,29.4,0
30,DJ Augustin,PG,ORL,5800.0,10.92,0.0,0
31,Enes Kanter,C1B,POR,6900.0,10.92,31.5,0
32,Danny Green,SG,TOR,4500.0,10.72,19.4,0
33,Darren Collison,PG,IND,4500.0,10.54,37.7,0
34,Al-Farouq Aminu,PF,POR,5200.0,10.48,0.0,0
35,Evan Fournier,SG,ORL,5100.0,9.96,25.8,0
36,Domantas Sabonis,PF,IND,6000.0,9.62,24.6,0
37,Gordon Hayward,SF,BOS,5500.0,9.1,32.6,0
38,Myles Turner,C1B,IND,6100.0,9.05,27.4,0
39,Wesley Matthews,SG,IND,3800.0,8.76,9.4,0
40,Marc Gasol,C1B,TOR,6100.0,8.42,24.2,0
41,Andre Iguodala,SG,GS,4500.0,8.38,15.6,0
42,Shai Gilgeous-Alexander,PG,LAC,5200.0,8.3,31.4,0
43,Daniel Theis,PF,BOS,3500.0,8.06,1.2,0
44,Steven Adams,C1B,OKC,6600.0,7.91,20.9,0
45,Rodney Hood,SF,POR,3500.0,7.16,9.4,0
46,Quinn Cook,PG,GS,3500.0,7.08,0.0,0
47,JaMychal Green,PF,LAC,4500.0,6.98,11.9,0
48,Serge Ibaka,PF,TOR,5200.0,6.94,26.1,0
49,Patrick Beverley,PG,LAC,4900.0,6.74,42.5,0
50,Seth Curry,PG,POR,3500.0,6.56,6.9,0
51,Fred VanVleet,PG,TOR,4000.0,6.3,19.4,0
52,Evan Turner,SF,POR,3600.0,6.24,3.8,0
53,Kevon Looney,PF,GS,4400.0,5.98,13.4,0
54,Markieff Morris,PF,OKC,3900.0,5.96,10.2,0
55,Cory Joseph,PG,IND,4100.0,5.46,12.2,0
56,Al Horford,C1B,BOS,6700.0,5.16,33.9,0
57,Aron Baynes,C1B,BOS,3700.0,4.62,6.4,0
58,Norman Powell,SF,TOR,3700.0,4.06,22.3,0
59,Michael Carter-Williams,PG,ORL,3800.0,3.82,10.4,0
60,Zach Collins,PF,POR,3700.0,2.8,17.3,0
61,Nerlens Noel,C1B,OKC,3500.0,2.68,8.2,0
62,Terrance Ferguson,SG,OKC,3500.0,2.6,11.6,0
63,Doug McDermott,SF,IND,3500.0,2.52,0.0,0
64,Andrew Bogut,C1B,GS,4900.0,2.31,22.0,0
65,Alfonzo McKinnie,SF,GS,3500.0,2.2,9.4,0
66,Landry Shamet,PG,LAC,4300.0,1.94,17.7,0
67,Wes Iwundu,SF,ORL,3500.0,1.58,0.0,0
68,Ivica Zubac,C1B,LAC,4300.0,1.48,0.0,0
69,Wilson Chandler,SF,LAC,3500.0,1.46,7.9,0
70,Jake Layman,SF,POR,3500.0,1.42,2.0,0
71,Jonas Jerebko,PF,GS,3600.0,1.32,0.0,0
72,Garrett Temple,SG,LAC,3500.0,1.18,3.4,0
