Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,LeBron James,SF,LAL,11700.0,62.6,44.0,2.8
1,DeMar DeRozan,SG,SA,9600.0,36.74,30.3,-1.0
2,James Harden,SG,HOU,11500.0,35.7,78.5,2.8
3,Rudy Gay,SF,SA,6400.0,25.64,41.7,1.5
4,Harrison Barnes,SF,DAL,5700.0,25.0,19.3,-1.0
5,Josh Jackson,PF,PHO,5500.0,21.6,29.1,-1.0
6,Josh Hart,SG,LAL,4500.0,21.02,23.9,-1.0
7,LaMarcus Aldridge,PF,SA,8400.0,21.0,37.3,-1.0
8,Lauri Markkanen,PF,CHI,6600.0,20.76,18.0,-1.0
9,Jalen Brunson,PG,DAL,5500.0,20.74,15.7,-1.0
10,Danilo Gallinari,SF,LAC,7200.0,19.0,27.6,1.7
11,Luka Doncic,SG,DAL,7400.0,18.78,27.0,-1.0
12,Trevor Ariza,SF,PHO,5400.0,17.92,42.1,-1.0
13,Deandre Ayton,C1B,PHO,7400.0,16.96,19.5,-1.0
14,Aaron Gordon,PF,ORL,8000.0,16.46,23.5,1.7
15,Chris Paul,PG,HOU,8200.0,15.6,35.7,-1.0
16,Clint Capela,C1B,HOU,9100.0,15.57,42.3,-1.0
17,De'Anthony Melton,PG,PHO,6000.0,15.46,14.7,-1.0
18,Kyle Kuzma,PF,LAL,7900.0,14.92,42.1,1.6
19,Wendell Jr,PF,CHI,6300.0,14.56,0.0,-1.0
20,Zach LaVine,SG,CHI,8100.0,14.24,34.1,-1.0
21,Tobias Harris,PF,LAC,8000.0,13.84,23.0,-1.0
22,Nikola Vucevic,C1B,ORL,8800.0,12.96,48.0,2.3
23,PJ Tucker,PF,HOU,4400.0,12.52,0.0,-1.0
24,Montrezl Harrell,PF,LAC,6700.0,11.32,13.8,1.4
25,Mikal Bridges,SF,PHO,4800.0,10.82,14.8,-1.0
26,DeAndre Jordan,C1B,DAL,7200.0,10.67,31.5,-1.0
27,Eric Gordon,SG,HOU,5100.0,10.08,17.9,-1.0
28,Justin Holiday,SG,CHI,5400.0,9.58,34.0,-1.0
29,Evan Fournier,SG,ORL,6000.0,9.34,15.6,-1.0
30,Shai Gilgeous-Alexander,PG,LAC,5700.0,9.02,18.4,-1.0
31,TJ Warren,SF,PHO,6400.0,8.44,36.1,-1.0
32,Jonathan Isaac,SF,ORL,5100.0,8.1,31.1,-1.0
33,Kentavious Caldwell-Pope,SG,LAL,4100.0,8.04,16.7,-1.0
34,Jabari Parker,SF,CHI,5300.0,7.86,2.7,-1.0
35,Dwight Powell,PF,DAL,3900.0,7.78,17.1,-1.0
36,DJ Augustin,PG,ORL,4700.0,7.7,0.0,-1.0
37,Terrence Ross,SG,ORL,5500.0,7.68,11.2,-1.0
38,Lonzo Ball,PG,LAL,7300.0,7.56,22.6,-1.0
39,Dennis Jr,PG,DAL,5500.0,7.08,0.0,-1.0
40,Davis Bertans,SF,SA,3600.0,6.92,18.8,-1.0
41,Jakob Poeltl,C1B,SA,4100.0,6.54,0.0,0.0
42,Avery Bradley,SG,LAC,3900.0,6.5,22.1,-1.0
43,Richaun Holmes,PF,PHO,4800.0,6.38,29.9,-1.0
44,Wesley Matthews,SG,DAL,5300.0,6.36,16.1,-1.0
45,Cristiano Felicio,C1B,CHI,3500.0,6.26,0.0,0.0
46,Maxi Kleber,PF,DAL,3800.0,5.6,8.4,-1.0
47,Dante Cunningham,SF,SA,3600.0,5.28,16.2,-1.0
48,Dorian Finney-Smith,SF,DAL,4400.0,5.14,16.0,-1.0
49,Svi Mykhailiuk,SG,LAL,3500.0,4.96,0.0,0.0
50,Khem Birch,PF,ORL,3500.0,4.92,0.0,0.0
51,Sindarius Thornwell,SG,LAC,3500.0,4.88,5.1,-1.0
52,Boban Marjanovic,C1B,LAC,3700.0,4.64,7.6,-1.0
53,Jonathon Simmons,SF,ORL,3500.0,4.36,12.8,-1.0
54,Quincy Pondexter,SG,SA,3500.0,4.34,2.7,-1.0
55,Michael Beasley,SF,LAL,3500.0,4.32,0.0,0.0
56,Patty Mills,PG,SA,3700.0,4.3,20.8,-1.0
57,Dragan Bender,PF,PHO,3500.0,4.1,0.0,0.0
58,Brandon Knight,PG,HOU,3500.0,4.0,2.7,-1.0
59,Kris Dunn,PG,CHI,5400.0,3.96,11.8,-1.0
60,Derrick White,PG,SA,4600.0,3.94,19.8,-1.0
61,JaVale McGee,C1B,LAL,5800.0,3.64,0.0,1.5
62,Bryn Forbes,PG,SA,3500.0,3.34,16.0,-1.0
63,Patrick Beverley,PG,LAC,4600.0,3.2,16.8,-1.0
64,Ryan Arcidiacono,PG,CHI,3600.0,2.94,17.9,-1.0
65,Troy Daniels,SG,PHO,3700.0,2.94,5.7,-1.0
66,Gerald Green,SF,HOU,4100.0,2.84,6.2,-1.0
67,Danuel House,SF,HOU,3500.0,2.6,20.6,-1.0
68,Jamal Crawford,SG,PHO,3700.0,2.58,30.9,-1.0
69,Marco Belinelli,SG,SA,3700.0,2.58,23.5,-1.0
70,Devin Harris,PG,DAL,3900.0,2.1,10.2,-1.0
71,Tyson Chandler,C1B,LAL,3900.0,2.02,11.1,-1.0
72,Lance Stephenson,SF,LAL,3500.0,1.9,24.1,-1.0
73,Mohamed Bamba,C1B,ORL,3900.0,1.54,20.2,-1.0
74,Shaquille Harrison,PG,CHI,3700.0,1.4,5.9,-1.0
75,Gary Clark,SF,HOU,3500.0,1.2,0.0,0.0
76,Michael Carter-Williams,PG,HOU,3500.0,1.18,0.0,0.0
77,Cameron Payne,PG,CHI,3500.0,1.12,0.0,0.0
