Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Paul George,SF,OKC,9800.0,43.76,83.8,2.8
1,Giannis Antetokounmpo,SF,MIL,11800.0,32.96,31.1,2.8
2,Fred VanVleet,PG,TOR,5800.0,32.62,20.9,-1.0
3,Russell Westbrook,PG,OKC,11700.0,31.38,38.9,2.7
4,Stephen Curry,PG,GS,9400.0,28.28,38.5,2.2
5,Joel Embiid,C1B,PHI,10500.0,27.89,44.7,2.8
6,Kevin Durant,SF,GS,9500.0,25.98,53.4,2.1
7,James Harden,SG,HOU,12200.0,23.9,61.8,2.9
8,Jeff Green,SF,WAS,5200.0,22.94,32.6,-1.0
9,Luka Doncic,SG,DAL,8300.0,22.7,34.1,-1.0
10,Devin Booker,SG,PHO,8900.0,20.54,60.8,-1.0
11,Delon Wright,SG,TOR,3900.0,19.1,14.1,-1.0
12,Jimmy Butler,SG,PHI,7600.0,17.52,40.9,-1.0
13,Ben Simmons,PG,PHI,9300.0,17.34,54.4,1.7
14,TJ Warren,SF,PHO,7100.0,15.98,54.6,-1.0
15,DeMar DeRozan,SG,SA,8200.0,15.36,56.4,-1.0
16,Pascal Siakam,PF,TOR,7200.0,14.54,39.2,1.6
17,Rudy Gay,SF,SA,6500.0,14.08,29.1,1.5
18,Draymond Green,PF,GS,6600.0,13.94,36.5,0.8
19,Harrison Barnes,SF,DAL,5900.0,13.74,32.2,-1.0
20,Bam Adebayo,PF,MIA,5200.0,13.14,13.3,-1.0
21,Klay Thompson,SG,GS,7000.0,12.62,33.0,-1.0
22,De'Anthony Melton,PG,PHO,4100.0,11.66,24.9,-1.0
23,Trevor Ariza,SF,WAS,6000.0,11.38,36.9,-1.0
24,Bradley Beal,SG,WAS,8600.0,11.32,70.7,2.0
25,Furkan Korkmaz,SG,PHI,3600.0,11.04,28.8,-1.0
26,Eric Bledsoe,PG,MIL,7100.0,11.0,29.6,-1.0
27,Jalen Brunson,PG,DAL,4000.0,10.26,22.9,-1.0
28,Josh Richardson,SF,MIA,7300.0,10.0,29.5,1.6
29,PJ Tucker,PF,HOU,4900.0,9.74,0.0,-1.0
30,Kelly Jr,SF,PHO,4800.0,9.54,0.0,-1.0
31,Steven Adams,C1B,OKC,7700.0,9.49,31.0,1.1
32,LaMarcus Aldridge,PF,SA,7900.0,8.46,28.2,-1.0
33,Greg Monroe,C1B,TOR,4600.0,8.33,16.1,-1.0
34,DeAndre Jordan,C1B,DAL,7200.0,8.2,55.1,-1.0
35,Dennis Schroder,SG,OKC,5700.0,8.08,0.0,1.7
36,Markieff Morris,PF,WAS,5000.0,8.0,29.1,-1.0
37,Danny Green,SG,TOR,4500.0,7.96,9.6,-1.0
38,Justise Winslow,SF,MIA,5300.0,7.86,24.7,1.5
39,Kyle Lowry,PG,TOR,8400.0,7.66,38.7,-1.0
40,OG Anunoby,SF,TOR,3700.0,7.56,10.5,-1.0
41,Derrick Jr,SF,MIA,5200.0,7.54,0.0,-1.0
42,JJ Redick,SG,PHI,5600.0,7.34,0.0,-1.0
43,Eric Gordon,SG,HOU,5900.0,7.26,30.4,-1.0
44,Khris Middleton,SG,MIL,7000.0,7.1,34.4,1.7
45,Josh Jackson,PF,PHO,5300.0,7.1,15.8,-1.0
46,Mike Muscala,C1B,PHI,4200.0,7.03,10.3,-1.0
47,Bryn Forbes,PG,SA,3800.0,7.0,18.5,-1.0
48,Richaun Holmes,PF,PHO,4700.0,6.08,24.0,-1.0
49,Donovan Mitchell,SG,UTA,7500.0,5.92,38.8,-1.0
50,Kelly Olynyk,PF,MIA,5400.0,5.84,19.2,-1.0
51,Ricky Rubio,PG,UTA,5900.0,5.8,46.4,1.4
52,Hassan Whiteside,C1B,MIA,8000.0,5.77,27.1,-1.0
53,Dwyane Wade,SG,MIA,4900.0,5.76,30.1,1.7
54,Derrick Favors,PF,UTA,5200.0,5.74,34.5,1.4
55,Deandre Ayton,C1B,PHO,7400.0,5.72,50.9,-1.0
56,Tyler Johnson,PG,MIA,4200.0,5.68,10.2,-1.0
57,Jae Crowder,SF,UTA,5300.0,5.68,16.3,-1.0
58,Mikal Bridges,SF,PHO,4300.0,5.64,23.3,-1.0
59,Tomas Satoransky,PG,WAS,4500.0,5.52,0.0,-1.0
60,James Johnson,PF,MIA,3800.0,5.46,33.2,-1.0
61,Brook Lopez,C1B,MIL,4900.0,5.28,30.3,1.2
62,TJ McConnell,PG,PHI,3800.0,5.06,0.0,-1.0
63,Clint Capela,C1B,HOU,9000.0,4.97,51.6,-1.0
64,Salah Mejri,C1B,DAL,3500.0,4.77,0.0,0.0
65,Dwight Powell,PF,DAL,3900.0,4.7,0.0,0.0
66,Jerami Grant,PF,OKC,5200.0,4.34,31.4,-1.0
67,Pat Connaughton,SG,MIL,4100.0,4.28,13.2,-1.0
68,Joe Ingles,SF,UTA,5800.0,4.22,0.0,-1.0
69,Amir Johnson,PF,PHI,3500.0,4.2,4.0,-1.0
70,Dorian Finney-Smith,SF,DAL,3700.0,4.18,15.1,-1.0
71,JJ Barea,PG,DAL,5000.0,4.06,0.0,-1.0
72,Sterling Brown,SG,MIL,3800.0,4.04,13.8,-1.0
73,Drew Eubanks,PF,SA,3500.0,4.02,0.0,0.0
74,George Hill,PG,MIL,3800.0,3.86,18.1,-1.0
75,Danuel House,SF,HOU,3500.0,3.74,9.1,-1.0
76,Jonas Jerebko,PF,GS,3900.0,3.72,37.7,-1.0
