Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Bobby Portis,PF,CHI,7100.0,40.9,25.6,-1.0
1,Giannis Antetokounmpo,SF,MIL,12200.0,24.12,58.0,2.8
2,LeBron James,SF,LAL,11800.0,23.54,63.6,2.8
3,Luka Doncic,SG,DAL,7500.0,21.86,31.6,-1.0
4,Zach LaVine,SG,CHI,7600.0,19.16,44.6,-1.0
5,LaMarcus Aldridge,PF,SA,8800.0,18.66,61.5,-1.0
6,Devin Booker,SG,PHO,8400.0,17.62,40.0,-1.0
7,Trey Burke,PG,NY,5900.0,16.52,31.0,-1.0
8,Kawhi Leonard,SF,TOR,9800.0,16.26,36.3,2.0
9,Victor Oladipo,SG,IND,8500.0,16.1,32.9,-1.0
10,Stephen Curry,PG,GS,10200.0,13.46,48.8,2.0
11,Tim Jr,SG,NY,7400.0,13.26,0.0,-1.0
12,Jayson Tatum,PF,BOS,7000.0,12.66,25.0,1.6
13,Josh Hart,SG,LAL,5800.0,12.26,38.5,-1.0
14,Kevin Durant,SF,GS,10800.0,12.02,31.3,2.0
15,Aaron Gordon,PF,ORL,8200.0,11.46,19.1,1.6
16,Enes Kanter,C1B,NY,7500.0,11.41,30.6,-1.0
17,Dennis Jr,PG,DAL,7100.0,11.28,0.0,-1.0
18,John Wall,PG,WAS,9800.0,11.2,36.3,-1.0
19,Joe Ingles,SF,UTA,7100.0,11.02,30.1,-1.0
20,Donovan Mitchell,SG,UTA,8500.0,10.5,23.6,-1.0
21,Kemba Walker,PG,CHA,8900.0,10.24,41.5,2.2
22,Otto Jr,SF,WAS,6300.0,9.82,0.0,-1.0
23,Jeff Green,SF,WAS,3700.0,9.3,18.7,-1.0
24,Fred VanVleet,PG,TOR,4900.0,9.24,16.0,-1.0
25,Ersan Ilyasova,PF,MIL,4700.0,9.22,17.6,-1.0
26,Cameron Payne,PG,CHI,3900.0,9.12,9.4,-1.0
27,Trevor Ariza,SF,PHO,5500.0,8.44,14.0,-1.0
28,Deandre Ayton,C1B,PHO,7600.0,8.44,45.3,-1.0
29,JaVale McGee,C1B,LAL,5500.0,8.34,32.1,1.3
30,Draymond Green,PF,GS,8100.0,7.92,33.0,0.8
31,Frank Ntilikina,PG,NY,4800.0,7.88,12.7,-1.0
32,Andrew Wiggins,SF,MIN,6600.0,7.54,3.5,1.4
33,Markieff Morris,PF,WAS,5000.0,7.4,45.3,-1.0
34,Damian Lillard,PG,POR,10000.0,7.26,48.6,2.2
35,Terry Rozier,PG,BOS,4600.0,7.26,8.9,-1.0
36,Derrick Rose,PG,MIN,4600.0,7.1,22.9,-1.0
37,Kyrie Irving,PG,BOS,8000.0,6.58,44.1,2.2
38,CJ McCollum,SG,POR,7000.0,6.56,24.8,1.7
39,Kyle Lowry,PG,TOR,8400.0,6.48,47.4,-1.0
40,Kevon Looney,PF,GS,4000.0,6.18,9.4,-1.0
41,Marcus Morris,PF,BOS,4900.0,5.88,14.4,-1.0
42,Serge Ibaka,PF,TOR,5500.0,5.76,25.1,1.6
43,Thaddeus Young,PF,IND,5100.0,5.62,22.2,1.4
44,Chandler Parsons,SF,MEM,3900.0,5.44,0.2,-1.0
45,Zach Collins,PF,POR,4100.0,5.34,17.0,-1.0
46,Jaren Jr,PF,MEM,6800.0,5.24,0.0,-1.0
47,Norman Powell,SF,TOR,3500.0,5.12,17.3,-1.0
48,Bradley Beal,SG,WAS,8000.0,5.06,48.1,2.2
49,Antonio Blakeney,SG,CHI,4100.0,4.98,3.0,-1.0
50,Bojan Bogdanovic,SF,IND,4400.0,4.68,23.0,1.7
51,Jabari Parker,SF,CHI,5500.0,4.64,27.1,-1.0
52,DeAndre Jordan,C1B,DAL,8300.0,4.64,37.2,-1.0
53,Kyle Kuzma,PF,LAL,6500.0,4.6,49.1,1.7
54,DeMar DeRozan,SG,SA,8200.0,4.54,63.6,-1.0
55,Ryan Anderson,PF,PHO,3600.0,4.54,8.6,-1.0
56,Klay Thompson,SG,GS,6600.0,4.5,31.6,-1.0
57,Ricky Rubio,PG,UTA,6300.0,4.48,21.1,1.4
58,Danny Green,SG,TOR,4700.0,4.46,34.2,-1.0
59,Bryn Forbes,PG,SA,4300.0,4.42,23.1,-1.0
60,Tyreke Evans,SF,IND,6500.0,4.36,5.1,-1.0
61,Justin Holiday,SG,CHI,4500.0,4.3,22.5,-1.0
62,Nik Stauskas,SG,POR,3600.0,4.18,30.1,-1.0
63,Dorian Finney-Smith,SF,DAL,4300.0,4.18,22.5,-1.0
64,Malik Monk,SG,CHA,5200.0,4.04,20.9,-1.0
