Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,LeBron James,SF,LAL,11500.0,74.08,64.6,2.8
1,Larry Jr,PF,CLE,7000.0,38.56,0.0,1.0
2,Alec Burks,SG,CLE,4400.0,31.1,27.5,-1.0
3,D'Angelo Russell,SG,BKN,7300.0,30.86,45.3,-1.0
4,Jeff Green,SF,WAS,5300.0,29.74,24.4,-1.0
5,Nikola Jokic,C1B,DEN,11100.0,28.91,64.2,2.0
6,Trey Lyles,PF,DEN,4900.0,28.34,19.6,-1.0
7,Bojan Bogdanovic,SF,IND,5200.0,27.2,19.1,1.7
8,Collin Sexton,PG,CLE,5000.0,27.04,11.2,-1.0
9,Juancho Hernangomez,SF,DEN,5400.0,27.0,0.0,0.0
10,Luka Doncic,SG,DAL,7600.0,25.88,50.2,-1.0
11,Kent Bazemore,SG,ATL,6800.0,24.02,28.8,1.5
12,Jamal Murray,PG,DEN,8100.0,23.84,53.9,1.6
13,Kyle Kuzma,PF,LAL,7700.0,23.6,39.7,1.7
14,Bradley Beal,SG,WAS,8300.0,23.38,47.5,2.2
15,John Wall,PG,WAS,10400.0,22.32,21.0,-1.0
16,Tomas Satoransky,PG,WAS,4700.0,21.46,0.0,-1.0
17,John Collins,PF,ATL,8200.0,20.46,37.1,-1.0
18,Jalen Brunson,PG,DAL,4500.0,17.32,9.5,-1.0
19,Josh Hart,SG,LAL,4500.0,17.22,16.5,-1.0
20,Cedi Osman,SF,CLE,4900.0,16.02,21.9,-1.0
21,Harrison Barnes,SF,DAL,5600.0,15.94,40.8,-1.0
22,Trae Young,PG,ATL,6900.0,15.66,26.6,-1.0
23,Lonzo Ball,PG,LAL,6800.0,15.3,37.7,-1.0
24,Spencer Dinwiddie,PG,BKN,7100.0,13.88,25.2,1.7
25,Monte Morris,SG,DEN,5700.0,13.7,33.3,-1.0
26,Darren Collison,PG,IND,5300.0,12.96,23.2,1.3
27,Markieff Morris,PF,WAS,5500.0,11.64,18.4,-1.0
28,Trevor Ariza,SF,WAS,5800.0,10.9,51.6,-1.0
29,DeAndre Jordan,C1B,DAL,7000.0,10.08,30.9,-1.0
30,Victor Oladipo,SG,IND,9600.0,9.96,31.5,-1.0
31,Thaddeus Young,PF,IND,6500.0,9.7,36.3,1.3
32,Moritz Wagner,C1B,LAL,3500.0,9.24,5.2,-1.0
33,Mason Plumlee,C1B,DEN,6200.0,7.93,0.0,-1.0
34,Joe Harris,SF,BKN,4900.0,7.84,29.8,-1.0
35,Rodions Kurucs,PF,BKN,4400.0,7.82,7.2,-1.0
36,Brandon Ingram,SF,LAL,6000.0,7.76,0.0,0.0
37,Myles Turner,C1B,IND,7500.0,7.57,38.0,-1.0
38,Domantas Sabonis,PF,IND,6700.0,7.56,36.1,1.6
39,Ed Davis,PF,BKN,4100.0,7.2,11.2,-1.0
40,Jarrett Allen,C1B,BKN,6000.0,7.13,27.1,1.3
41,Tyreke Evans,SF,IND,4400.0,6.76,7.9,-1.0
42,DeMarre Carroll,SF,BKN,4400.0,6.74,16.6,-1.0
43,Rodney Hood,SF,CLE,4800.0,6.48,33.2,-1.0
44,Dwight Powell,PF,DAL,3900.0,6.42,10.9,-1.0
45,DeAndre' Bembry,SF,ATL,4300.0,6.38,6.2,-1.0
46,Dewayne Dedmon,C1B,ATL,6600.0,6.21,27.0,1.3
47,Rondae Hollis-Jefferson,PF,BKN,5600.0,5.94,33.1,-1.0
48,Rajon Rondo,PG,LAL,4900.0,5.78,0.0,0.0
49,Jeremy Lin,PG,ATL,4200.0,5.76,23.6,-1.0
50,Lance Stephenson,SF,LAL,4300.0,5.48,10.6,-1.0
51,Tyson Chandler,C1B,LAL,4200.0,5.18,20.3,-1.0
52,Cory Joseph,PG,IND,4300.0,5.18,17.8,-1.0
53,JJ Barea,PG,DAL,4700.0,5.08,0.0,-1.0
54,Daniel Hamilton,SG,ATL,3500.0,4.98,1.5,-1.0
55,Dorian Finney-Smith,SF,DAL,3700.0,4.7,7.9,-1.0
56,Torrey Craig,SG,DEN,4200.0,4.46,5.7,-1.0
57,Malik Beasley,SG,DEN,4100.0,4.46,21.2,-1.0
58,Jalen Jones,SG,CLE,3500.0,4.24,0.0,0.0
59,Shabazz Napier,PG,BKN,3700.0,4.08,0.0,0.0
60,Jaron Blossomgame,SF,CLE,3500.0,4.08,24.1,-1.0
61,Kevin Huerter,SG,ATL,4800.0,3.7,21.8,-1.0
62,Kentavious Caldwell-Pope,SG,LAL,4600.0,3.68,17.0,-1.0
63,Isaac Bonga,SF,LAL,3500.0,3.54,0.0,0.0
64,Wesley Matthews,SG,DAL,5100.0,3.52,26.4,-1.0
65,Thomas Bryant,C1B,WAS,4600.0,3.11,10.9,1.4
66,Devin Harris,PG,DAL,3700.0,2.26,12.0,-1.0
67,Alex Len,C1B,ATL,3500.0,1.65,26.5,1.6
68,Sam Dekker,SF,WAS,4400.0,1.62,7.2,-1.0
69,Matthew Dellavedova,PG,CLE,4300.0,1.32,14.2,-1.0
70,Doug McDermott,SF,IND,3500.0,1.1,14.0,-1.0
71,Aaron Holiday,SG,IND,3500.0,1.04,0.0,0.0
