Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Nikola Mirotic,SF,NO,7700.0,32.88,46.9,-1.0
1,LeBron James,SF,LAL,12400.0,31.46,50.0,2.8
2,Jrue Holiday,SG,NO,8300.0,25.68,47.1,2.1
3,Anthony Davis,PF,NO,12800.0,25.44,42.9,2.8
4,Derrick Rose,PG,MIN,5500.0,24.78,63.8,-1.0
5,LaMarcus Aldridge,PF,SA,8500.0,23.52,29.1,-1.0
6,Rajon Rondo,PG,LAL,5800.0,23.28,13.5,-1.0
7,Stephen Curry,PG,GS,9900.0,23.14,53.9,2.3
8,DeMar DeRozan,SG,SA,9700.0,23.04,39.3,-1.0
9,Blake Griffin,PF,DET,8800.0,20.98,44.8,2.3
10,Kyle Kuzma,PF,LAL,6500.0,20.08,32.1,1.6
11,Nikola Jokic,C1B,DEN,10200.0,19.63,58.9,2.2
12,JaVale McGee,C1B,LAL,7000.0,18.51,53.5,1.4
13,Kevin Durant,SF,GS,10800.0,17.26,46.0,2.1
14,Jamal Murray,PG,DEN,7400.0,15.72,32.6,1.6
15,Josh Jackson,PF,PHO,3700.0,14.8,10.2,-1.0
16,Zach LaVine,SG,CHI,8500.0,14.06,48.5,-1.0
17,Wesley Matthews,SG,DAL,4900.0,13.72,27.7,-1.0
18,Victor Oladipo,SG,IND,9400.0,13.36,38.7,-1.0
19,Luka Doncic,SG,DAL,8000.0,13.04,31.5,-1.0
20,Joe Ingles,SF,UTA,6100.0,13.04,27.7,-1.0
21,Gary Harris,SG,DEN,7400.0,12.8,25.0,-1.0
22,Enes Kanter,C1B,NY,7100.0,12.24,15.2,-1.0
23,Josh Hart,SG,LAL,4500.0,12.14,8.0,-1.0
24,Deandre Ayton,C1B,PHO,8100.0,11.29,19.6,-1.0
25,DeAndre Jordan,C1B,DAL,8300.0,10.85,24.4,-1.0
26,E'Twaun Moore,SF,NO,4400.0,10.76,34.8,-1.0
27,Cameron Payne,PG,CHI,5100.0,10.34,3.0,-1.0
28,Draymond Green,PF,GS,7600.0,10.08,45.8,0.9
29,Tim Jr,SG,NY,7000.0,9.84,0.0,-1.0
30,Caris LeVert,SG,BKN,7200.0,9.46,40.2,-1.0
31,Lonzo Ball,PG,LAL,6100.0,9.3,27.3,-1.0
32,Donovan Mitchell,SG,UTA,8200.0,9.16,39.7,-1.0
33,Andre Drummond,C1B,DET,9500.0,9.04,58.1,2.2
34,Brandon Ingram,PF,LAL,7100.0,8.76,22.1,-1.0
35,Jae Crowder,SF,UTA,4900.0,8.38,28.4,-1.0
36,Noah Vonleh,PF,NY,5300.0,8.04,42.0,1.0
37,Ricky Rubio,PG,UTA,6300.0,7.76,17.9,1.5
38,Trevor Ariza,SF,PHO,4800.0,7.7,32.9,-1.0
39,Harrison Barnes,SF,DAL,5900.0,7.64,25.8,-1.0
40,Andrew Wiggins,SF,MIN,6400.0,7.58,34.7,1.6
41,Karl-Anthony Towns,C1B,MIN,9000.0,7.45,62.2,2.0
42,TJ Warren,SF,PHO,5100.0,7.44,31.1,-1.0
43,Lance Stephenson,SF,LAL,4800.0,7.38,6.0,-1.0
44,Domantas Sabonis,PF,IND,5300.0,7.36,45.3,1.7
45,JJ Barea,PG,DAL,4000.0,7.34,0.0,-1.0
46,Dennis Jr,PG,DAL,6500.0,7.08,0.0,-1.0
47,Bryn Forbes,PG,SA,4000.0,6.92,20.7,-1.0
48,Josh Okogie,SG,MIN,4600.0,6.88,26.3,-1.0
49,Wendell Jr,PF,CHI,6800.0,6.8,0.0,-1.0
50,Julius Randle,C1B,NO,6600.0,6.51,22.0,-1.0
51,D'Angelo Russell,PG,BKN,7000.0,6.42,27.4,-1.0
52,Damyean Dotson,SG,NY,5000.0,6.38,21.1,-1.0
53,Rudy Gay,SF,SA,7000.0,6.32,19.6,1.4
54,Jarrett Allen,C1B,BKN,6600.0,6.06,24.3,1.1
55,Dorian Finney-Smith,SF,DAL,3700.0,6.06,11.6,-1.0
56,Klay Thompson,SG,GS,6600.0,5.98,28.8,-1.0
57,Thaddeus Young,PF,IND,5600.0,5.78,50.5,1.5
58,Paul Millsap,PF,DEN,6700.0,5.6,35.7,1.5
59,Justin Holiday,SG,CHI,5500.0,5.46,31.5,-1.0
60,Dwight Powell,PF,DAL,3700.0,5.3,20.1,-1.0
61,Rudy Gobert,C1B,UTA,9100.0,5.28,53.1,1.9
62,Myles Turner,C1B,IND,5800.0,5.23,22.6,-1.0
63,Jabari Parker,SF,CHI,7500.0,5.18,15.8,-1.0
64,Ish Smith,PG,DET,4600.0,4.98,15.6,-1.0
65,Reggie Jackson,PG,DET,6300.0,4.88,33.8,-1.0
66,Torrey Craig,SG,DEN,3500.0,4.82,14.8,-1.0
