Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,Kyle Kuzma,PF,LAL,7100.0,36.48,21.5,1.6
1,Anthony Davis,PF,NO,12500.0,34.74,69.1,2.8
2,Lonzo Ball,PG,LAL,6900.0,34.56,40.9,-1.0
3,Josh Hart,SG,LAL,6200.0,30.28,50.4,-1.0
4,Brandon Ingram,SF,LAL,6900.0,24.96,45.6,-1.0
5,James Harden,SG,HOU,12900.0,23.08,59.0,2.7
6,Terry Rozier,PG,BOS,6500.0,22.08,23.8,-1.0
7,Giannis Antetokounmpo,SF,MIL,12100.0,20.26,53.0,2.8
8,Luke Kornet,PF,NY,5200.0,20.18,13.4,-1.0
9,Austin Rivers,SG,HOU,4500.0,18.42,17.6,-1.0
10,Damian Lillard,PG,POR,9200.0,16.64,34.3,2.1
11,Rodions Kurucs,PF,BKN,4300.0,15.34,25.7,-1.0
12,Emmanuel Mudiay,PG,NY,6100.0,14.68,38.9,-1.0
13,Elfrid Payton,PG,NO,6000.0,13.98,25.6,-1.0
14,Jayson Tatum,PF,BOS,6000.0,13.84,32.8,1.6
15,Kyrie Irving,PG,BOS,9000.0,13.68,37.4,2.1
16,Nikola Jokic,C1B,DEN,10400.0,12.71,46.6,1.9
17,D'Angelo Russell,SG,BKN,8200.0,11.64,7.7,-1.0
18,CJ McCollum,SG,POR,6800.0,11.64,28.6,1.7
19,Blake Griffin,PF,DET,9600.0,10.64,45.4,2.0
20,De'Aaron Fox,PG,SAC,8100.0,10.56,40.6,-1.0
21,Gerald Green,SF,HOU,3800.0,10.52,26.0,-1.0
22,Noah Vonleh,PF,NY,6100.0,10.3,34.8,1.0
23,Luka Doncic,SG,DAL,7700.0,9.76,44.6,-1.0
24,Bryn Forbes,PG,SA,4500.0,9.72,22.8,-1.0
25,Nikola Vucevic,C1B,ORL,9700.0,9.66,43.1,1.9
26,Kentavious Caldwell-Pope,SG,LAL,5500.0,9.6,11.7,-1.0
27,Al-Farouq Aminu,PF,POR,5800.0,9.06,30.8,-1.0
28,Nemanja Bjelica,SF,SAC,6100.0,8.86,11.8,-1.0
29,PJ Tucker,PF,HOU,4300.0,8.4,0.0,-1.0
30,Danuel House,SF,HOU,4800.0,8.3,14.7,-1.0
31,LaMarcus Aldridge,PF,SA,8600.0,8.28,34.2,-1.0
32,Jaylen Brown,SG,BOS,4500.0,8.26,12.0,-1.0
33,Spencer Dinwiddie,PG,BKN,5900.0,7.82,17.9,1.5
34,Kevin Knox,PF,NY,5900.0,7.76,15.1,-1.0
35,Jamal Murray,PG,DEN,7700.0,7.64,18.4,1.5
36,Paul Millsap,PF,DEN,6500.0,7.52,15.6,1.3
37,DeMar DeRozan,SG,SA,8300.0,7.38,57.9,-1.0
38,Aaron Gordon,PF,ORL,7200.0,7.24,25.3,1.5
39,Donovan Mitchell,SG,UTA,7700.0,7.14,27.1,-1.0
40,Marcus Smart,SG,BOS,4900.0,6.78,31.3,-1.0
41,Willie Cauley-Stein,C1B,SAC,7500.0,6.73,25.2,1.1
42,Harrison Barnes,SF,DAL,5600.0,6.56,20.8,-1.0
43,Eric Bledsoe,PG,MIL,7000.0,6.52,22.8,-1.0
44,Maurice Harkless,SF,POR,5100.0,6.44,2.7,-1.0
45,Buddy Hield,SG,SAC,7400.0,6.38,18.1,1.7
46,Gary Harris,SF,DEN,6200.0,6.38,21.8,-1.0
47,Malcolm Brogdon,SG,MIL,5900.0,6.34,33.5,-1.0
48,Kyle Anderson,SF,MEM,6600.0,6.26,18.5,-1.0
49,Marcus Morris,PF,BOS,5000.0,6.18,18.7,-1.0
50,Derrick White,PG,SA,5800.0,6.08,25.0,-1.0
51,Gordon Hayward,SF,BOS,5700.0,5.96,18.8,1.3
52,Julius Randle,C1B,NO,8500.0,5.84,24.8,-1.0
53,Juancho Hernangomez,SF,DEN,4900.0,5.8,0.0,0.0
54,Derrick Favors,PF,UTA,6000.0,5.76,32.9,1.2
55,Tim Jr,SG,NY,6300.0,5.58,0.0,-1.0
56,Jrue Holiday,SG,NO,8700.0,5.58,37.8,1.9
57,Cheick Diallo,PF,NO,3500.0,5.36,0.0,-1.0
