Unnamed: 0,Player,Pos,Team,Salary,Ownership,Score,ExpectedGame
0,JaKarr Sampson,SF,CHI,6300.0,32.1,24.1,-1.0
1,Walter Jr,SG,CHI,6000.0,30.0,0.0,-1.0
2,Josh Jackson,PF,PHO,8100.0,23.34,31.6,-1.0
3,Tobias Harris,PF,PHI,6700.0,22.26,19.8,-1.0
4,James Harden,SG,HOU,11800.0,22.08,57.5,2.8
5,Russell Westbrook,PG,OKC,12000.0,20.74,55.4,2.8
6,Troy Jr,SF,WAS,4600.0,19.62,0.0,-1.0
7,Trey Burke,PG,DAL,4900.0,18.56,8.7,-1.0
8,Paul George,SF,OKC,10000.0,16.48,52.3,2.8
9,Goran Dragic,PG,MIA,7500.0,16.0,29.1,-1.0
10,Ben Simmons,PG,PHI,9300.0,15.3,24.3,1.7
11,Andre Drummond,C1B,DET,10200.0,13.94,62.9,1.6
12,Delon Wright,SG,MEM,8600.0,13.9,28.8,-1.0
13,Kemba Walker,PG,CHA,9700.0,13.78,35.1,2.1
14,Kawhi Leonard,SF,TOR,9000.0,13.28,33.7,2.2
15,Damian Lillard,PG,POR,9100.0,13.24,45.8,2.2
16,Shaquille Harrison,PG,CHI,6500.0,11.52,33.9,-1.0
17,Mitchell Robinson,C1B,NY,8100.0,11.1,36.4,1.0
18,Stephen Curry,PG,GS,9200.0,10.96,5.7,2.2
19,Pascal Siakam,PF,TOR,7500.0,10.64,18.8,1.6
20,Wayne Selden,SG,CHI,3900.0,9.86,13.7,-1.0
21,Derrick Jr,SF,MIA,4000.0,9.76,0.0,-1.0
22,Dwyane Wade,SG,MIA,6300.0,9.6,38.1,1.7
23,Elfrid Payton,PG,NO,7300.0,9.6,21.7,-1.0
24,Bruno Caboclo,SF,MEM,4700.0,9.6,29.6,-1.0
25,Luka Doncic,SG,DAL,9400.0,9.4,61.7,-1.0
26,Jonah Bolden,PF,PHI,4800.0,9.26,1.5,-1.0
27,Jerami Grant,PF,OKC,5400.0,8.52,22.5,-1.0
28,Ian Clark,SG,NO,6000.0,7.8,29.2,-1.0
29,Ivan Rabb,PF,MEM,5900.0,7.66,24.0,-1.0
30,Fred VanVleet,PG,TOR,5400.0,7.56,32.4,-1.0
31,Christian Wood,PF,NO,6100.0,7.48,37.4,-1.0
32,Luke Kornet,PF,NY,4500.0,7.36,51.6,-1.0
33,Donovan Mitchell,SG,UTA,9800.0,7.0,62.4,-1.0
34,Tyler Dorsey,SG,MEM,4000.0,6.74,17.3,-1.0
35,Bobby Portis,PF,WAS,6600.0,6.72,27.6,-1.0
36,Jimmy Butler,SG,PHI,7700.0,6.42,4.7,-1.0
37,Alex Caruso,PG,LAL,6800.0,6.32,38.9,-1.0
38,Draymond Green,PF,GS,7200.0,6.18,7.2,1.0
39,Bradley Beal,SG,WAS,8500.0,6.16,28.0,2.1
40,Ray Spalding,PF,PHO,3500.0,6.14,24.4,-1.0
41,Larry Jr,PF,CLE,7400.0,5.96,0.0,1.3
42,Chris Paul,PG,HOU,8700.0,5.54,44.6,-1.0
43,Norman Powell,SF,TOR,3500.0,5.52,21.0,-1.0
44,Jaylen Brown,SG,BOS,4500.0,5.46,27.6,-1.0
45,Mason Plumlee,C1B,DEN,5000.0,5.32,36.6,-1.0
46,Dion Waiters,SG,MIA,5600.0,5.26,12.2,-1.0
47,Andrew Wiggins,SG,MIN,7000.0,5.26,29.1,1.7
48,Miles Bridges,SF,CHA,5000.0,5.22,40.4,-1.0
49,Bam Adebayo,PF,MIA,7600.0,4.82,41.8,-1.0
50,Cheick Diallo,PF,NO,4000.0,4.72,25.7,-1.0
51,Blake Griffin,PF,DET,9100.0,4.66,14.9,1.9
52,Monte Morris,SG,DEN,4200.0,4.64,34.6,-1.0
53,Nikola Jokic,C1B,DEN,10800.0,4.63,16.0,2.1
54,Damyean Dotson,SG,NY,4300.0,4.62,22.0,-1.0
55,Mikal Bridges,SF,PHO,5200.0,4.62,20.2,-1.0
56,Kelly Olynyk,PF,MIA,4400.0,4.6,19.3,-1.0
57,Frank Kaminsky,PF,CHA,5300.0,4.48,26.0,-1.0
58,Dennis Schroder,SG,OKC,5700.0,4.38,0.0,1.6
59,Dragan Bender,PF,PHO,5500.0,4.36,38.2,-1.0
60,Joe Ingles,SF,UTA,7100.0,4.34,37.7,-1.0
61,Enes Kanter,C1B,POR,7600.0,4.33,44.2,-1.0
62,Reggie Jackson,PG,DET,5200.0,4.2,21.7,-1.0
63,Derrick Favors,PF,UTA,7700.0,4.2,25.9,1.3
64,Jeremy Lamb,SG,CHA,6300.0,4.2,45.1,1.6
65,Cedi Osman,SF,CLE,5700.0,4.18,25.3,-1.0
66,PJ Tucker,PF,HOU,4100.0,4.1,0.0,-1.0
67,Jamal Murray,PG,DEN,7300.0,4.06,30.5,1.7
68,JaVale McGee,C1B,LAL,7400.0,3.87,17.3,1.2
69,Antonio Blakeney,SG,CHI,3600.0,3.84,0.0,0.0
70,Kevin Knox,SF,NY,5400.0,3.82,31.0,-1.0
71,Thomas Bryant,C1B,WAS,8000.0,3.78,23.2,1.4
72,Kentavious Caldwell-Pope,SG,LAL,6400.0,3.66,51.0,-1.0
73,Maxi Kleber,PF,DAL,5100.0,3.62,18.5,-1.0
74,Tomas Satoransky,PG,WAS,5200.0,3.6,0.0,-1.0
75,Johnathan Williams,PF,LAL,4800.0,3.52,32.5,-1.0
76,Wayne Ellington,SG,DET,5100.0,3.48,17.4,-1.0
77,Jahlil Okafor,C1B,NO,4200.0,3.34,42.9,-1.0
78,Robert III,C1B,BOS,3500.0,3.29,27.7,-1.0
79,Thon Maker,C1B,DET,3800.0,3.24,0.0,-1.0
80,Danny Green,SG,TOR,4500.0,3.12,20.4,-1.0
81,Jordan Bell,C1B,GS,3500.0,3.06,21.2,-1.0
82,DeMarcus Cousins,C1B,GS,9000.0,2.97,47.4,-1.0
83,Collin Sexton,PG,CLE,6500.0,2.92,30.2,-1.0
84,Paul Millsap,PF,DEN,6400.0,2.82,13.3,1.3
85,Rudy Gobert,C1B,UTA,10600.0,2.81,42.5,1.8
86,Lance Stephenson,SF,LAL,4100.0,2.76,0.0,0.0
87,Steven Adams,C1B,OKC,7500.0,2.75,25.1,1.4
88,Zaza Pachulia,C1B,DET,3500.0,2.74,13.2,-1.0
89,Jae Crowder,SF,UTA,4800.0,2.74,18.9,-1.0
90,Evan Turner,SF,POR,5300.0,2.68,16.1,-1.0
91,Salah Mejri,C1B,DAL,4800.0,2.59,0.0,0.0
92,Kenrich Williams,SF,NO,5000.0,2.58,40.4,-1.0
93,Ryan Arcidiacono,PG,CHI,3700.0,2.56,30.7,-1.0
94,Tyler Zeller,C1B,MEM,3500.0,2.55,27.7,-1.0
95,Trey Lyles,PF,DEN,3500.0,2.52,0.0,0.0
96,Will Barton,SF,DEN,4400.0,2.52,3.9,-1.0
97,Chris Chiozza,PG,HOU,3500.0,2.52,0.0,0.0
98,Marc Gasol,C1B,TOR,6100.0,2.49,18.7,-1.0
99,Dirk Nowitzki,PF,DAL,3900.0,2.44,45.1,-1.0
100,Royce O'Neale,SF,UTA,3500.0,2.4,19.0,-1.0
101,Dwayne Bacon,SG,CHA,3700.0,2.38,22.5,-1.0
102,Jordan Clarkson,SG,CLE,6100.0,2.36,20.9,-1.0
103,Daryl Macon,PG,DAL,3500.0,2.36,0.0,0.0
104,Elie Okobo,PG,PHO,3600.0,2.3,0.0,-1.0
105,Josh Okogie,SG,MIN,5000.0,2.28,8.7,-1.0
106,Clint Capela,C1B,HOU,8900.0,2.27,0.0,-1.0
107,Justin Jackson,SF,DAL,5400.0,2.26,12.0,-1.0
108,Nene Nene,C1B,HOU,3500.0,2.16,0.0,0.0
109,James Johnson,PF,MIA,3700.0,2.14,12.1,-1.0
110,Al-Farouq Aminu,PF,POR,5200.0,2.14,9.0,-1.0
111,Raymond Felton,PG,OKC,3500.0,2.1,6.0,-1.0
112,Justise Winslow,SF,MIA,5500.0,2.08,25.6,1.4
113,Maurice Harkless,SF,POR,4900.0,2.02,47.6,-1.0
114,Kenneth Faried,PF,HOU,3900.0,2.02,0.0,0.0
115,Reggie Bullock,SG,LAL,3800.0,1.98,0.0,0.0
116,Moritz Wagner,C1B,LAL,3900.0,1.94,10.8,-1.0
117,Gary Harris,SF,DEN,4000.0,1.86,21.0,-1.0
118,Justin Holiday,SG,MEM,4900.0,1.82,22.8,-1.0
119,Dario Saric,PF,MIN,5500.0,1.82,0.0,-1.0
120,Dairis Bertans,SG,NO,3500.0,1.8,3.0,-1.0
121,Chandler Parsons,SF,MEM,4400.0,1.76,10.9,-1.0
122,Robin Lopez,C1B,CHI,5200.0,1.73,22.1,-1.0
123,Danuel House,SF,HOU,3900.0,1.72,6.9,-1.0
124,Timothe Luwawu-Cabarrot,SG,CHI,4300.0,1.68,0.0,-1.0
125,Yuta Watanabe,SF,MEM,3500.0,1.66,0.0,0.0
126,Tyus Jones,PG,MIN,6000.0,1.62,29.2,-1.0
127,Brandon Sampson,SG,CHI,3500.0,1.6,18.2,-1.0
128,Rodney Hood,SF,POR,4900.0,1.6,6.9,-1.0
129,Damion Lee,SG,GS,3600.0,1.58,31.9,-1.0
130,Jake Layman,SF,POR,3500.0,1.56,2.4,-1.0
